,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
1454,5,True,"03 14, 2017",A3B5TYITM5FKRO,B009MA34NY,"{'Size:': ' 9.5 B(M) US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",Jonika R.,Loved the products and services!!,Five Stars,1489449600,,
2820,5,True,"12 28, 2017",A2LZMWZ1CM4PF3,B014IBJKNO,"{'Size:': ' 8 M US', 'Color:': ' Energy/Mtlc Silver/Black'}",Kitten,"Absolutly love these shoes!! Beautiful color, comfy, and lightweight",New Favorite Shoes,1514419200,,['https://images-na.ssl-images-amazon.com/images/I/716r65w8StL._SY88.jpg']
1635,5,True,"03 22, 2018",A3KKVVAINMZF9D,B0092UF54A,"{'Size:': ' 9 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",Nadege Marcellus,"Straight out of the box, these shoes are great! Very lightweight and fits comfortably on my feet like a glove! I love most especially that the sole is not bulky like my previous running shoes  I hated those things lol! I would give them a shot and they are great for the price!",these shoes are great! Very lightweight and fits comfortably on my feet ...,1521676800,2.0,"['https://images-na.ssl-images-amazon.com/images/I/61nv8h45pHL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71mOYBlBnAL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/619NiK+tIRL._SY88.jpg']"
2860,5,True,"09 14, 2017",A2SU06VTWMFP7C,B014IBJKNO,"{'Size:': ' 8 M US', 'Color:': ' Grey'}",angemomma,"Perfect fit, as always.",5 stars,1505347200,,
2722,4,True,"05 24, 2016",A2P87PVYP2KLT6,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Black/Wolf Grey/White/Pink'}",J Linsell,"I wear them for Zumba and my heel slips on turns. A little annoying because I have to pay attention but they are so cute and comfy, it balances out.",A little annoying because I have to pay attention but they are ...,1464048000,,
2631,5,True,"01 12, 2017",A2AXI9WHORKU6X,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",J. Spatsie,Cute and comfortable,Five Stars,1484179200,,
2029,5,True,"01 29, 2018",A13JGYKUU10QKH,B005AGO4LU,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",jled,"I ordered a 1/2 size smaller than my usual size, and they are perfect. These shoes are hard to find. Great customer service as well.",Good shoes,1517184000,,
3098,5,False,"05 18, 2016",A2G9JO5SZ3GUXH,B014IBJKNO,"{'Size:': ' 9 M US', 'Color:': ' Grey'}",TJ Amber,"These run large. I wear a 9.5 exactly in every shoe, but these I bought a 9, and the toe area is pretty wide plus plenty long even with socks. Very comfy and very nice looking shoe. I love them but glad I was able to try them on before purchasing.",and the toe area is pretty wide plus plenty long even with socks,1463529600,,
2815,3,True,"01 9, 2018",A3U0BBRU2Q85LE,B014IBJKNO,"{'Size:': ' 9.5 M US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",Alix gray,"On the left shoe, there were two stained yellow spots.",Not in perfect condition,1515456000,,
1127,5,True,"01 1, 2017",A1LLX8PMQSAUHT,B0014F7B98,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",teco,"fits perfect, my daughter loves them",Five Stars,1483228800,,
599,5,True,"11 2, 2017",A10X6EMVZGVX9E,B0058YEJ5K,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",vanessa nix,love them!,Five Stars,1509580800,,
1021,5,True,"06 19, 2017",ADTQ22MUSQFIR,B0014F7B98,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Quick tranasaction!!!  Loved the shoes!!!  Would purchase from them again!!!,Awesome shoes!!!,1497830400,,
933,2,True,"12 17, 2017",A1UVWOQTPDSYGY,B0014F7B98,"{'Size:': ' 11 B(M) US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",Heather,"I **loved** these shoes when I got them. I've noticed that the foam inside tends to compress during a workout, though. I'll lace them tightly enough that they're nearly cutting off my circulation. 20 minutes later, I'm sliding out of them while doing sled pushes.",Foam compresses,1513468800,,
2400,5,True,"04 9, 2018",A1TFZVGT6J5NYZ,B010RRWKT4,"{'Size:': ' 7 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Sandra calleros,Gracias,Five Stars,1523232000,,
2313,5,True,"06 2, 2016",AIO1XEP0AIDQJ,B005AGO4LU,"{'Size:': ' 7 B(M) US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",my3sons+3,"These shoes are awesome!  They are nearly weightless and feel great on my feet.  The first day I wore them I wore them ALL day on vacation.  I put them on the next day and did the same.  Besides the comfort, they are really a cool color!",Awesome shoes!,1464825600,,
2547,5,True,"05 22, 2017",A2ZE58RF22658T,B010RRWKT4,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Dcf42,"They fit great, look great, are quite comfortable and are just what I was looking for!",Perfect cross trainers,1495411200,,
2253,5,True,"11 28, 2016",A9E07GS8ZV3ON,B005AGO4LU,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Kindle Customer,Purchased these for our teenage daughter. She loves them. For both casual wear and sports.,Five Stars,1480291200,,
1070,5,True,"04 2, 2017",A1L7TD1CZQDK6R,B0014F7B98,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",corinnehoffman,Great fit so comfortable love them!!!!!,Five Stars,1491091200,,
1591,5,True,"04 21, 2016",AOFQAZVA6Q6E7,B009MA34NY,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",D. Resendes,"I've had these shoes for about a week now and have so far enjoyed using them. Considering the fact that I have wide feet, the shoes are slightly tight. However, it doesn't feel uncomfortable nor does it bothers me as I use them throughout my workouts. I know some people personally like when the shoes are a bit tighter or a bit looser so it's all in personal preference.",Wide Feet so Somewhat Tight,1461196800,3.0,
18,2,True,"01 5, 2017",AW8UBYMNJ894V,B000V0IBDM,,Cognizant Consumer,"This is my 6th pair and they are the best thing ever for my plantar fasciitis and resultant neuromas. Unfortunately, the ones I ordered from SmartDestination must be seconds as they kill my feet. The hard plastic insert rubs on the outside edges of my feet. I am unable to exchange them as I waited one day too late to use them in my walking shoes.",Not the same as all my other pairs.,1483574400,,
1663,1,True,"01 10, 2018",A23TE15JI8Q2YQ,B0092UF54A,"{'Size:': ' 6 B(M) US', 'Color:': ' Racer Blue/Obsidian/Blue Tint'}",sonia,Artculo equivocado en color,One Star,1515542400,,['https://images-na.ssl-images-amazon.com/images/I/81-b35fKqUL._SY88.jpg']
1412,5,True,"05 3, 2017",A1E4Y7BABMEA03,B009MA34NY,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",KV,Comfortable from the start and very light.,Five Stars,1493769600,,
1447,4,True,"03 20, 2017",A140XVPLRQYKYY,B009MA34NY,"{'Size:': ' 10 B(M) US', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",Deambrea,Serves intended purpose,Good shoe,1489968000,,
1342,5,True,"09 14, 2017",A2SU06VTWMFP7C,B009MA34NY,"{'Size:': ' 8 B(M) US', 'Color:': ' Grey'}",ange edmounds harrison,"Perfect fit, as always.",5 stars,1505347200,,
2420,5,True,"02 28, 2018",A16BGUHQH20CIP,B010RRWKT4,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Van G,"Comfortable, consistent each time I order and good looking",Sleek and sporty,1519776000,,
1638,5,True,"03 20, 2018",AJ74ZOS1UKOBA,B0092UF54A,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",keith jones,Love these lightweight shoes! Absolute favorite. Always order half a size bigger with nike shoes than with every other shoe in my closet.,Perfect. Lightweight and comfortable all day,1521504000,,
1645,5,True,"03 2, 2018",A2RZ3T3ECENTMO,B0092UF54A,"{'Size:': ' 11 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Jo,Very comfortable shoes. This is my second pair of this style of shoe because I loved them that much.,Very comfortable shoes. This is my second pair of this ...,1519948800,,
1417,4,True,"04 27, 2017",A1RNS06YMZXM0K,B009MA34NY,"{'Size:': ' 7.5 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Amazon Customer,Very comfortable sneakers and I also like the way it fits.,Four Stars,1493251200,,
2732,4,True,"05 4, 2016",AG8MPE8CQAPM7,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",MerryM,"I am a recess aide and on my feet all day long. I tried these shoes on in the store before purchasing them on Amazon. They are very lightweight and comfortable. I was surprised how great they felt. I haven't had a pair of Nikes since Nike shoxs came out. They are so much more lightweight than those. I wore them an entire day the first day and had no problems. The second day; however, I got a pain in my hip to the point where I started limping. As soon as I got home and took them off, the pain was gone the rest of the evening. I'm only 30 by the way. Nothing else in my daily routine changed except wearing these shoes two days in a row. I don't understand why it would make my hip hurt since they are comfortable on my feet, but I'm sure that was the problem. I wore different shoes today and had no pain. I don't think as much as I am on my feet I will be able to wear them an extended amount of time. I will have to rotate wearing them every other day. For normal wear, I believe, people will be fine. I am literally walking or standing six hours a day straight.

**UPDATE: So, initially after wearing them, I had hip pain after wearing them. I don't know if they just needed to be broken in, but I wear them all the time now and have not experienced any pain since the first couple times of wearing them. They are comfortable, and I love them even more now.",Comfortable and lightweight,1462320000,20.0,
1246,5,True,"04 26, 2018",AHZ8GGXF4BCNP,B009MA34NY,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Pure Platinum/Blue Glow/Wolf Grey'}",Melissa Williams,Love these shoes.. they are so comfortable.,Five Stars,1524700800,,
1195,5,True,"07 18, 2016",ABRX0RQNRXX85,B0014F7B98,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/Wolf Grey/White/Pink'}",Ivan P.,I bought these for my wife. She saw them in the store but did not have their size so i ordered on amazon. She loves them . She already had for a couple of months and no complains at all. One of her favorites shoes for running or for her job since she walks a lot in the warehouse. Now she loves me more. :),My wife loves these shoes.,1468800000,,
55,5,True,"10 14, 2017",A2ON4RYI9Z4SQ,B000YFSR4W,"{'Size:': ' Medium', 'Color:': ' Light Steel'}",Fhteacher,Good fit even after washing in hot water to force shrinking. I have a 30 inch inseam and 34 waist and got a medium size. Note that these sweatpants are very thick so not good for warm climates. Good quality and great price.,Good fit,1507939200,3.0,
2164,5,False,"04 18, 2017",A3S1CGGMXE41RR,B005AGO4LU,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",AA - Amazon Addicted!!,"I love these shoes and have worn them for a long time. That are comfy, thinner on the top & sole and are very cute!",Very Good For Everyday,1492473600,,
2455,5,True,"11 27, 2017",A3OP70LPLALBKN,B010RRWKT4,"{'Size:': ' 9 M US', 'Color:': ' Energy/Mtlc Silver/Black'}",Chelsea,Perfect!,Five Stars,1511740800,,
477,5,True,"07 18, 2016",ABRX0RQNRXX85,B001IKJOLW,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/Wolf Grey/White/Pink'}",Ivan P.,I bought these for my wife. She saw them in the store but did not have their size so i ordered on amazon. She loves them . She already had for a couple of months and no complains at all. One of her favorites shoes for running or for her job since she walks a lot in the warehouse. Now she loves me more. :),My wife loves these shoes.,1468800000,,
1525,5,True,"11 7, 2016",A2FCRNY9C46Q4H,B009MA34NY,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Darlene Christ,These are as far as comfort goes the most comfortable pair of sneakers I have I suffer from sciatica pain that goes into my feet I have difficulty finding the proper support and comfort in shoes I would recommend these most definitely.,These are as far as comfort goes the most comfortable pair of sneakers I have I suffer from sciatica ...,1478476800,3.0,
2901,5,True,"06 26, 2017",A21M1G84SE8SOO,B014IBJKNO,"{'Size:': ' 8 M US', 'Color:': ' Grey'}",Pat Chavez,Fit good,Five Stars,1498435200,,
314,4,True,"05 29, 2017",AJWKZNI5VHW86,B001IKJOLW,"{'Size:': ' 9 D - Wide', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Carol-Anne Quinn,I have wide feet and these were too narrow but very nice looking.,Nike,1496016000,,
1944,5,True,"05 29, 2016",AYNXCABS73RDW,B0092UF54A,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/Wolf Grey/White/Pink'}",DEBRA GRANT,Super cute!,Five Stars,1464480000,,
330,5,True,"04 28, 2017",AASAT3YLO3WTB,B001IKJOLW,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/Wolf Grey/White/Pink'}",Rerch,good quality,Five Stars,1493337600,,
3147,5,True,"05 16, 2018",ASECGGNQIT2RN,B0014F7B98,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Debra DeGrand,Love these shoes!,Very confortable!,1526428800,,
2759,5,True,"05 16, 2018",ASECGGNQIT2RN,B014IBJKNO,"{'Size:': ' 10 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Debra DeGrand,Love these shoes!,Very confortable!,1526428800,,
2219,2,True,"01 18, 2017",A1IE5BGNY2JTF4,B005AGO4LU,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Debra A.,"I've always gotten this size in Nike shoes with similar description, but these are too long- at least an inch and 1/2.",Too large,1484697600,,
2635,4,True,"01 6, 2017",A3KWGJH9EBRLE8,B010RRWKT4,"{'Size:': ' 7 M US', 'Color:': ' Black/Red Bronze/White'}",Amazon Customer,I was really excited when I opened the box to see the color is exactly like the image shows! I have the Nike flex tr 5 and used the same size to order these. They are a little bigger than expected but still comfortable.,... opened the box to see the color is exactly like the image shows,1483660800,,
1870,5,True,"12 27, 2016",A1IR4GED6BXNSR,B0092UF54A,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",M. Ridgell,Great product and fast shipping!,Five Stars,1482796800,,
2615,4,True,"02 8, 2017",ABWHIDHK8JSRD,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",ddsmith8,"I was wearing running shoes for cardio dance classes at the gym because I thought they would be sufficient. After getting 2 blood blisters I did some research and found out cross trainers would be more appropriate which is how I ended up buying this pair. They are slightly longer in look then I  would like but I think that is typical of cross trainers. Also, the lacing is done in a way that allows you to tie too tightly if you're not careful (my toes were tingling during one particular work out when I had done this). Other then that I am very happy with the shoes.",They are slightly longer in look then I was would like but I think that is typical of cross trainers,1486512000,4.0,
2821,2,True,"12 17, 2017",A1UVWOQTPDSYGY,B014IBJKNO,"{'Size:': ' 11 M US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",Heather,"I **loved** these shoes when I got them. I've noticed that the foam inside tends to compress during a workout, though. I'll lace them tightly enough that they're nearly cutting off my circulation. 20 minutes later, I'm sliding out of them while doing sled pushes.",Foam compresses,1513468800,,
2771,5,True,"04 18, 2018",A2EGVPBTNJI3HB,B014IBJKNO,"{'Size:': ' 7 M US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",Amazon Customer,The color pattern and fit is what I liked the most what I liked the least is that they are not easy to clean and stains do not come out very easy or at all,The color pattern and fit is what I liked the most what I liked the least is that ...,1524009600,,
581,5,True,"12 5, 2017",A1LKTJ6HKH077C,B0058YEJ5K,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",m.e,great,Five Stars,1512432000,,
1338,5,True,"09 25, 2017",A3V6I3EA3X3SCE,B009MA34NY,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",M Corrie,The fit was perfect! I Highly recommend this shoe.,Five Stars,1506297600,,
442,5,True,"10 29, 2016",A2CP5A30XO5JUO,B001IKJOLW,"{'Size:': ' 9 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Aaron O.,Love them!  Very comfortable and great for weight training!,Love them! Very comfortable and great for weight training,1477699200,,
1512,5,True,"12 2, 2016",A1OZMZ4FLR5UPW,B009MA34NY,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Deborah M. Klein,Fit my size perfectly and very comfortable!,Five Stars,1480636800,,
228,4,True,"11 11, 2017",A14LN0R1PQA5WI,B001IKJOLW,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",Robin,I had to return the first pair and buy a 1/2 size smaller.  First time I've had to buy smaller for Nike.,Seem to Run Big,1510358400,,
1913,1,True,"09 11, 2016",A3SM5XENOINDNH,B0092UF54A,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Marielys Rodrguez,After using this shoes seven times for regular activities like walking or dancing the sole came out. I am very disappointed. I don't recommend this product at all. The worse part is that I can not return this item because the return window closed 4 days ago.,Poor Quality. Don't buy.,1473552000,14.0,"['https://images-na.ssl-images-amazon.com/images/I/71F8+fVLrWL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71f2Jg+qVcL._SY88.jpg']"
6,5,True,"05 6, 2015",A3W11493KS6Z2L,B000K2PJ4K,"{'Size:': ' Little Boys', 'Color:': ' Blue/Orange'}",NaeNae,Stays vibrant after many washes,Great,1430870400,,
2156,4,True,"04 27, 2017",A1RNS06YMZXM0K,B005AGO4LU,"{'Size:': ' 7.5 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Amazon Customer,Very comfortable sneakers and I also like the way it fits.,Four Stars,1493251200,,
2943,5,False,"04 18, 2017",A3S1CGGMXE41RR,B014IBJKNO,"{'Size:': ' 8 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",AA - Amazon Addicted!!,"I love these shoes and have worn them for a long time. That are comfy, thinner on the top & sole and are very cute!",Very Good For Everyday,1492473600,,
2497,1,True,"08 24, 2017",A2XUQXG9J9SRTG,B010RRWKT4,"{'Size:': ' 7.5 M US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",JMH515,"I loved these shoes...that is until after about an hour of wear, the green inserts on the sole of the right show began falling off. The wear was in my home, on smooth floors. I can only assume they were defective.",I loved these shoes,1503532800,,
2981,5,True,"02 24, 2017",ABKS5CX4GI72B,B014IBJKNO,"{'Size:': ' 7 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Blue,I love them!,Five Stars,1487894400,,
2660,5,True,"11 23, 2016",A1223JGQ0GRSPT,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",CStaples,Super light weight comfortable! Kick box in these and run too. Good support!,Super light weight versatile,1479859200,,
943,5,True,"11 27, 2017",A3OP70LPLALBKN,B0014F7B98,"{'Size:': ' 9 B(M) US', 'Color:': ' Energy/Mtlc Silver/Black'}",Chelsea,Perfect!,Five Stars,1511740800,,
3150,3,True,"05 15, 2018",A2BM6XH033ZQ3I,B0014F7B98,"{'Size:': ' 9 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",amazonuser,The shoe is too large. When you do lunges it hurts the heel. The shoe size from a local store is the size I ordered from Amazon however the size or fitting seems to be large,somewhat large fit,1526342400,,
2331,4,True,"04 20, 2016",A2C6XHB0AEBNEG,B005AGO4LU,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,I really like them!,Four Stars,1461110400,,
1298,5,True,"01 7, 2018",A1FQAVH5JBSV6A,B009MA34NY,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Renata,I Love it. It is very light and the color is great.,Five Stars,1515283200,,
429,5,True,"11 27, 2016",ACDIEMICS7XGC,B001IKJOLW,"{'Size:': ' 10 B(M) US', 'Color:': ' Pink Blast/Stealth/Hyper Pink/White'}",Shopping Queen,"Love these shoes, I have worn them all day and found them really comfortable with no aching feet at the end of the day. Fantastic colour and true to size. I also bought  Nike Women's Flex Supreme Tr 3 Pnk Pw/Mtllc Slvr/Cl Gry/White Training Shoe and these shoes are slightly more comfortable than those even though they look very similar.",Love them,1480204800,,
1968,2,True,"03 28, 2016",A2GJUMX0CRHLIN,B005AGO4LU,"{'Size:': ' 13 D(M) US', 'Color:': ' Cool Grey/Team Orange/White/Platinum'}",Amazon Customer,"These shoes are poorly constructed and I don't expect them to last more that one summer.  Would not recommend, and will not order another Nike downshifter series again",Cheap,1459123200,,
860,4,True,"05 11, 2016",A10RXRZE0TAKPU,B0058YEJ5K,"{'Size:': ' 10 D(M) US', 'Color:': ' Grey/Orange'}",Mark S,"The picture makes the shoe look like it has a ""boxier"" toe rather than the ""pointier"" toe that it actually has. I have wider feet and generally need to buy a size or half size longer to get a comfortable width (in any brand of shoe). I was shooting for a rounder, broader toe design which is more comfortable for me, and I feel that the pictures of this shoe didn't accurately depict what I received, in that one detail. Otherwise, ""the shoe fits."" So I am wearing it.",A bit pointier toe than depicted...,1462924800,,
1542,5,True,"09 18, 2016",A218T4MO2D9DF3,B009MA34NY,"{'Size:': ' 8.5 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Amazon Customer,Very comfortable shoes. I have wide feet with falling arches. These help both and are comfortable enough that I can be in them all day long.,Very comfortable shoes. I have wide feet with falling arches,1474156800,3.0,
651,5,True,"07 18, 2017",A1LCV2UNXGHB0W,B0058YEJ5K,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",luvtoshop,I love these shoes.  They fit as expected and they look really nice on.  These shoes have a narrow base which I really like.  I don't like the ones that make your foot look wide.,I love these shoes,1500336000,,
2227,5,True,"01 10, 2017",AOYR5V85UYA8O,B005AGO4LU,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Cool Grey/Rage Green/Hyper Turquoise'}",Amazon Customer,Very comfortable.,Five Stars,1484006400,,
709,5,True,"04 10, 2017",AWEIW3G1E0MKO,B0058YEJ5K,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",Janie M,I love this show.,So happy.,1491782400,,
652,5,True,"07 15, 2017",A3O0UBMD8CSF1V,B0058YEJ5K,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",Jennifer S. Flack,Love this product.  Great fit.,Five Stars,1500076800,,
3067,5,True,"08 27, 2016",AC5WLG32YTU5K,B014IBJKNO,"{'Size:': ' 8.5 M US', 'Color:': ' Racer Blue/Obsidian/Blue Tint'}",Amazon Customer,I love these shoes! Great arch support and perfect for cardio.,Five Stars,1472256000,,
2056,4,True,"11 7, 2017",A3PZ1TJ71WPLXV,B005AGO4LU,"{'Size:': ' 9 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Mellany Upshaw,Nice fit,Four Stars,1510012800,,
1040,3,True,"05 10, 2017",ADD8OMIBXZ89G,B0014F7B98,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Gwen F.,"Super light and very comfortable. I'm a runner and they lack a bit in arch support, so the soles of my feet are a sore. I'm going to add an insert to try fix the problem.",Lack support but overall good shoe,1494374400,,
2667,5,True,"11 9, 2016",A1EWNWTJPKEO4Z,B010RRWKT4,"{'Size:': ' 7 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Tried a lot of shoes for cross training and these were the best!,... of shoes for cross training and these were the best!,1478649600,,
844,5,True,"06 28, 2016",A3LJ4LLR2UX4CB,B0058YEJ5K,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",C.L.,"I am so happy with this purchase. I feel like I'm barely wearing a sneaker when working out. Another plus is that when I take off my sneaker, my sock is barely sweaty! I have never had that experience with a shoe. The shoe is also very attractive and flattering and looks nice on my feet.",I am so happy with this purchase,1467072000,7.0,
1910,5,True,"09 23, 2016",AZ3KLARHNWMNZ,B0092UF54A,"{'Size:': ' 7 B(M) US', 'Color:': ' Grey'}",PomeLo,fits perfect,Five Stars,1474588800,,
1133,5,True,"12 27, 2016",A1IR4GED6BXNSR,B0014F7B98,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",M. Ridgell,Great product and fast shipping!,Five Stars,1482796800,,
1362,3,True,"08 8, 2017",A9KR8PT0Z47CL,B009MA34NY,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Chandler F,They're ugly: the toe is rounded and the material is weird. the Nike Womens Flex Trainer 6 is way better looking and costs about the same.,the Nike Womens Flex Trainer 6 is way better looking and costs about the same,1502150400,,
2896,5,True,"07 8, 2017",AXZ02W7FMBC35,B014IBJKNO,"{'Size:': ' 9.5 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Bill Ellenwood II,Love! Great price too.,Exactly what I wanted,1499472000,,
224,5,True,"11 27, 2017",A3OP70LPLALBKN,B001IKJOLW,"{'Size:': ' 9 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",Chelsea,Perfect!,Five Stars,1511740800,,
1347,5,True,"09 4, 2017",A1NTI9B7VY30JM,B009MA34NY,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",lezanaz,Love the fit,Five Stars,1504483200,,
988,3,True,"08 17, 2017",A2Y2IKO63FNHQE,B0014F7B98,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/Hyper Violet/Total Crimson/White'}",Sandie,I returned them...found a Ryka pair I liked better,found a Ryka pair I liked,1502928000,,
219,5,True,"12 4, 2017",A1DX2WRQ2ZHAEK,B001IKJOLW,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",Amazon Customer,c,Five Stars,1512345600,,
3128,1,True,"02 8, 2017",A21HH0VIBKK80J,B001LNSY2Q,,Sondra McDonald,"Was terribly disappointed, the pants were way too large in the legs, my husband looked like he was wearing blown up clown pants.","Was terribly disappointed, the pants were way too large in ...",1486512000,,
866,5,True,"05 4, 2016",A1AWX0M8R6A2I1,B0058YEJ5K,"{'Size:': ' 12 D(M) US', 'Color:': ' Cool Grey/Team Orange/White/Platinum'}",CBP,Perfict fit for me. Great looking shoes at a great price.,nice,1462320000,,
3025,5,True,"12 12, 2016",AZ7P3NH09B66S,B014IBJKNO,"{'Size:': ' 8.5 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Cotton,There very nice,Nice,1481500800,,
1719,5,True,"08 29, 2017",A2ORP5RT8NQ0Q7,B0092UF54A,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Jackie Carola,Extremely comfortable sneaker!,Five Stars,1503964800,,
2143,5,False,"05 19, 2017",AT7UEQ7UJB0RU,B005AGO4LU,"{'Size:': ' 7.5 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",J.T.,"Super comfy, true Size , I use them for boot Camp,  cross fit and they are great , absolutely recommended it.",Great training shoes,1495152000,2.0,"['https://images-na.ssl-images-amazon.com/images/I/714tarywrwL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/718Y-qb+NUL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81mJY5XtKRL._SY88.jpg']"
