,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
4031,5,True,"06 2, 2013",A2WA0B9CJ28E45,B0012Y0ZG2,{'Size:': ' 7'},Rainy,"Great hair care products always leave my hair feeling clean and soft, ive tried a lot of products but these are my favorite",Biolage,1370131200,,
1598,5,True,"05 30, 2016",AHQFZFZVRD2WU,B000URXP6E,{'Size:': ' 122'},Dottie Huntley,THIS IS MY FAVORITE SHOWER GEL.,Five Stars,1464566400,,
1893,5,False,"12 29, 2014",A27IT9W7WU080F,B000URXP6E,{'Size:': ' 223'},johnny,I really like the shampoo and body wash. They both lather great with a very masculine yet fruity scent. 3 thumbs up!,amazing scent,1419811200,,
2665,5,True,"10 4, 2015",A1SMX2GYS61UT,B0012Y0ZG2,{'Size:': ' 38'},Country girl,"Item came on time, brand new satisfied with product",Satisfied with product,1443916800,,
5144,5,True,"09 5, 2016",ARFFWJFJWCAGE,B004KEJ65C,,Bob Eichhorn,Seems to work as usual.,Five Stars,1473033600,,
31,5,True,"04 4, 2018",A2KJR83EUJJNAX,B00006L9LC,{'Size:': ' Small'},Anyag.,"It gets messy after the first few times, but clears out the head nicely. My son has no traces of eczema and very small amount of dandruff after less than two weeks of use.",but clears out the head nicely. My son has no traces of eczema and ...,1522800000,,
787,5,True,"11 16, 2013",A177B2VPWX4P55,B0009RF9DW,{'Size:': ' 197'},Columbus Ohio,"Glad to find this at such a cheap price, this is a family favorite scent. So yummy, but not over sweet. Refreshing fruity scent that doesn't smell too summery. The body shop shower gels do last a good while despite the smaller size from drugstore brands. My mom loves this scent in the handsoap and that's how I got hooked.",refreshing,1384560000,,
1369,2,True,"03 19, 2018",A1BAZK7LSPBPEJ,B000URXP6E,{'Size:': ' Small'},Ryan Johnson,"I agree with several of the other reviewers. Feels as though Im just rubbing banana scented water through my hair and after I shower, my hair feels greesy (like when I don't use any shampoo) so I wonder if there is something fishy going on here. Read the other reviews and you'll noticed most of them have nothing to do with shampoo. DO NOT trust.",I agree with several of the other reviewers. Feels ...,1521417600,9,
2090,5,True,"08 19, 2013",AKKOKZG3KX1FT,B000URXP6E,{'Size:': ' 5.1 oz'},Juanita P.,"I gave Escada by Escada Shower Gel to my brother last Xmas (at his request) and I got ""Kudos"".
I am renewing his request, (he lives out of town and is hard to buy for) and I know it will be another ""Win""!
Thanks for the speedy delivery and the price was perfect! JP","Sister Gets ""A+"" rating for Escada gift",1376870400,,
4366,5,True,"07 29, 2016",A327QPYID8TDAA,B001OHV1H4,{'Size:': ' 51'},djanga b.,This keeps my silver hair looking silvery (rather than yellow).  I reorder this on a regular basis.,No more yellow hair,1469750400,,
2510,5,False,"06 23, 2016",A7IB2KI9HJZWU,B0012Y0ZG2,{'Size:': ' 266'},Jennifer Ludwick,The shampoo and conditioner both work very well. My hair feels softer and looks fuller.  I'm very happy with it,Excellent product,1466640000,,
1282,5,False,"06 26, 2009",A3R9H6OKZHHRJD,B000LIBUBY,"{'Size:': ' 3.4 fl oz', 'Scent Name:': ' Sugar'}",LH422,"This is a nice, fresh scent, and a very good choice for summer.  The scent is a light lemony one, with just the slightest hint of sweetness.  It's not nearly as sweet as I anticipated, and that's a really good thing.  I'd call this a fresh, rather than a foody scent.  The scent is subtle, but very beautiful.",Not as sugary as you might expect,1245974400,,
2680,5,True,"08 30, 2015",A1WL02Q81VWPX6,B0012Y0ZG2,{'Size:': ' 515'},Vickie W.,This has been my favorite forever!,Five Stars,1440892800,,
4811,5,True,"03 21, 2016",AXQAIG2XT292S,B00RZYW4RG,,Grandma Mary,"Fast shipping, great price & product. 100% satisfaction.",great price & product,1458518400,,
3921,5,True,"03 13, 2014",A2TZW7B0YG2ZJQ,B0012Y0ZG2,{'Size:': ' 258'},flavio sanchez,"i am ok with this adidas hair and body 3 active start shower gel and shampoo 250 ml 8.4 oz

thank you",i love it,1394668800,,
1655,5,True,"03 12, 2016",A1888H788ZLJUQ,B000URXP6E,{'Size:': ' 401'},Tammie,Good,Five Stars,1457740800,,
1419,4,True,"06 1, 2017",A2N0CVZO3GPQ45,B000URXP6E,{'Size:': ' 1'},J. broder,nice,Four Stars,1496275200,,
4529,5,True,"06 25, 2015",A1IT72Y6VZX1JV,B001OHV1H4,{'Size:': ' 494'},Tg,They look just like the picture. .I just hope they hold up with all the nails I do daily for the cheap price! !! either way it's a good buy!!,They look just like the picture,1435190400,,
5153,5,True,"06 5, 2015",AH5KMT72HXKVO,B00AKP21KM,,tracy canty,I received my item before the expected date. I'm very pleased.,I'm very pleased.,1433462400,,
1063,5,True,"03 1, 2015",A2IYMZSE5YVU7F,B000FI4S1E,,Jordan Marks,"If you want women to fall over you, wash yourself with this. It's the best smelling thing you'll ever have in your shower. Pricey? Of course, it's $50 bucks for soap. But to quote Ferris Bueller, ""if you have the means, I highly recommend picking one up""",Sex In a Bottle,1425168000,,
4826,5,True,"02 23, 2018",AJPLUGSVMH21V,B00W259T7G,"{'Size:': ' 150 Gram', 'Color:': ' Milk'}",M. Askew,Love this!,Five Stars,1519344000,,
4576,4,True,"12 14, 2014",A2S97Z2I1TFOS,B001OHV1H4,{'Size:': ' 25.4 Fluid Ounce'},Gullu&#039;s mom,"Nice shampoo with conditioner. So far, it has not caused any excessive dryness in my hair. Giving it 4 stars as the conditioner part is nothing fancy. My hair don't feel ""well conditioned"" after its use. If you are looking to save time and provide ""some"" conditioning to your hair, this product is good. However, if you are looking for a ""healthy shine"", you should use conditioner separately.",Its okay.,1418515200,,
746,5,True,"05 30, 2014",AL4R7S0YP7MJR,B0009RF9DW,{'Size:': ' 45'},Diane,This is a great moisturizing body wash. Leaves skin silky soft for hours. A must buy who wants soft skin.,Heavenly scent,1401408000,,
3467,5,True,"07 29, 2016",A327QPYID8TDAA,B0012Y0ZG2,{'Size:': ' 51'},djanga b.,This keeps my silver hair looking silvery (rather than yellow).  I reorder this on a regular basis.,No more yellow hair,1469750400,,
3143,5,True,"06 30, 2014",A2USMIT2CSA08,B00155Z6V2,,Natalia Murataeva,"This is a great and versatile product!

I use it for cooking, mainly baking, in some salads and also on my skin and hair!

However, I would like to note that I CAN taste it in the dishes, especially fried ones. So if you do not like coconut flavor on your meat/chicken/veggies consider frying with something else.",I love this oil!,1404086400,2,
4351,5,True,"09 27, 2016",A316WN9Q8LGXT,B001OHV1H4,{'Size:': ' 110'},William O Torres,best for keratin treatments,Five Stars,1474934400,,
2478,5,True,"07 26, 2016",A3Q6RS3X7VRVW3,B0012Y0ZG2,{'Size:': ' 255'},Nick Nasc,Been a fave for decades,Five Stars,1469491200,,
3663,5,True,"09 10, 2015",A4UCVNYL7GY61,B0012Y0ZG2,{'Size:': ' 8'},Shelly Chao,Love the smell!!!,Five Stars,1441843200,,
989,5,True,"02 10, 2016",A3O3TL3ILJPNDJ,B000FI4S1E,,ycyoder,Very good product----I use it every day,Five Stars,1455062400,,
3661,5,True,"09 17, 2015",A1ZIN388IVCX6Z,B0012Y0ZG2,{'Size:': ' 5 oz.'},Amazon Customer,good,Five Stars,1442448000,,
762,5,True,"03 3, 2014",A2HT5WENL8E5S6,B0009RF9DW,{'Size:': ' 241'},Shasta Masser,If you have body acne this product is a must. I noticed a difference on my back and chest within the first week of using this body wash. It helps heal what is already there and helps prevent 95% of it from reoccurring!,Acne Body Wash A MUST,1393804800,,
4659,5,True,"08 18, 2013",A1AG4CEH4EYXIT,B001OHV1H4,{'Size:': ' 444'},Bridget,"Been wearing it for years, can't find it in stores anymore.  Has just a little bit of sparkle.  Like the color a lot!",Love it!,1376784000,,
3420,5,True,"11 12, 2016",A2SEHJL7RHNW0Q,B0012Y0ZG2,{'Size:': ' 364'},Bob in Columbus,"Purchased this for my wife, she loves the product.  She uses it very night, can see a difference in her skin.","Purchased this for my wife, she loves the product ...",1478908800,2,
3018,5,True,"08 6, 2013",AZ4T3DDT8L9EQ,B0012Y0ZG2,{'Size:': ' 30mla144'},Michelle Adams,THIS IS WHAT BODY GLOSS IS SUPPOSED TO BE LIKE... IT JUST SHOULDNT HAVE TO COST SO MUCH TO BUY,PERFECTION,1375747200,,
44,5,True,"03 5, 2018",A29C6ZBT7HP13Q,B00006L9LC,{'Size:': ' Small'},Faith M. Pettersen,Love this product. It is the only thing that has worked on my flaky scalp. Not too heavy and the fragrance is pleasant in comparison to other products.,Love this product,1520208000,16,
3497,5,True,"06 30, 2016",A1V9QLYRT1O4KF,B0012Y0ZG2,{'Size:': ' 192'},Amazon Customer,The product arrived as promised and in good condition.,Five Stars,1467244800,,
1274,5,True,"04 8, 2011",A1QBOC76MIOJYP,B000GLRREU,{'Size:': ' Ultra'},MyPenName,"While this Waterpik is not a total alternative for traditional flossing, it sure does help a ton if you have braces! It saves sooo much time and effort. Honestly, if I use this and then use regular floss string afterward, I never have anything come out on the string. I love this Waterpik! My teeth feel so clean after using it.

It is easy to use. You just fill the basin with water, pick your setting with the dial, and turn it on. It is a little messy - water run off - but it is worth it! I use it on the highest setting with no discomfort or pain at all. The different heads are all very useful and store right in the lid of the basin. It flips open and there is a compartmnt to keep them all. The coiled cord stays neatly in place in the holster when not in use.

I use a basin full of water, then refill with half water/half mouthwash and my mouth and teeth feel so clean and so smooth. It feels like I just left the dentist. It is also easy to clean from behind the teeth as well.

This is definitely one of the best investments I have made. I definitely recommend this wether you have braces or not. My kids even like using it. I bought extra heads for it so they each have their own and can just pop it on when they use the Waterpik.",A must have for braces!,1302220800,,
1633,5,True,"04 9, 2016",A153D6FAV4L389,B000URXP6E,{'Size:': ' 1 Pack'},Serendipity,Good price.  Good product,Five Stars,1460160000,,
396,5,True,"08 31, 2014",A1CRH843D61QTZ,B00006L9LC,{'Size:': ' 39'},Yadira Rodriguez,"Very Good
Thank you",Five Stars,1409443200,,
751,5,True,"05 8, 2014",A37PANLDA6ENJK,B0009RF9DW,{'Size:': ' 22'},Jo,I absolutely love this scent ever since the first time I tried it.  I hope Thymes continues to make it.,Love it!,1399507200,,
896,5,True,"09 28, 2017",A35QTJ23YREVYX,B000FI4S1E,,G.I.M.,"I read that sponges need to be changed once a month... This product combines a body wash and sponge in one! The skin feels so clean each time I used it! And the sponge gives a gentle scrubbing sensation. To prolong its life, I first wash my hair (my body gets wet) turn off the water and scrub/soap-up my whole body with the Spongelle. Once done, I simply rinse off with the shower. This helps reduce water waste and prolong Spongelle's useful life-span. About a month and a half after first use, I start adding some of my favorite body wash. And after three months I replace it with a new one.","Cleanest feel, soaps up well and lasts over a month!",1506556800,,
3260,5,True,"04 11, 2018",A3F53CPYRL46XZ,B0012Y0ZG2,{'Size:': ' Multiset'},Brennan Kelly,"So, 5 stars it is.",My wife absolutely loves it,1523404800,14,['https://images-na.ssl-images-amazon.com/images/I/61drG9J7BmL._SY88.jpg']
2386,5,True,"02 1, 2017",A9MRAYG97FQML,B0012Y0ZG2,{'Size:': ' 1 Pound'},Amazon Customer,Excellent Amla powder! Very fresh and edible quality. You need be little competitive on the price though.,Five Stars,1485907200,,
3901,5,True,"06 2, 2014",A2831PTXQCEFCM,B0012Y0ZG2,{'Size:': ' 67'},Miss D,"Love the fragrance, and was happy to be able to buy Moon Sparkle again! Give it a try! You won't be disappointed! Very sexy fragrance!",Always a favorite!,1401667200,,
4647,5,True,"10 23, 2013",A12B5Y225ADJWE,B001OHV1H4,{'Size:': ' 402'},J. Johnstone,My favorite color:) a nice brown with some sparkles. I would recommend to a friend any day of the week!!!,Love it,1382486400,,
2212,1,False,"09 2, 2017",A2SH7OWE8QJYNC,B0010ZBORW,{'Color:': ' Moisturizing Gloves'},Delamaine,"I have often heard about this type of product and I always assumed they would be lined with plastic of some kind, something non-absorbent, because otherwise, your hand cream would soak into the fabric, right?  Well, they are NOT lined with plastic, and the hand cream DID soak into them.  I put my regular application of hand cream on, and worked it in, and then, prepping for sleep, I put a big glob on my hands and rubbed it all around, sort of like you do on the face with a mask or hair with deep conditioner.  But the gloves are snug; some of the cream actually was pushed down to my wrist by the action of struggling into the gloves, and the rest of it soaked into the glove fabric once I had the gloves on.  I took them off a few minutes later because they were so tight on my hands (I wear size 7 gloves so my hands are not that outrageously big.)  As a process I don't recommend this, but if you are willing to deal with the drawbacks, you might like these.  But for me, I'll just keep moisturizing my hands before bed as usual.",Not recommended,1504310400,,
4337,5,True,"11 13, 2016",ATCQ2K4QG03T4,B001OHV1H4,{'Size:': ' 1.69oz'},Kimmie,I like this shampoo. It makes my hair feel nice and soft. I'm in my 50's and on medication. So my hair always feels dry. But when i use this shampoo it makes my hair so much softer.,I like this shampoo,1478995200,,
1918,5,False,"11 7, 2014",A7LAYX9R7IMOO,B000URXP6E,{'Size:': ' 123'},andre luiz,I really is what I expected,Five Stars,1415318400,,
252,5,True,"02 9, 2016",ADPN1Z23QGFQ5,B00006L9LC,{'Size:': ' 52'},Mauro,Very Good,Five Stars,1454976000,,
1759,5,True,"08 28, 2015",A1LNWQUWXMMZNG,B000URXP6E,{'Size:': ' 27'},Katie,"I really love this product! The first one that I received was in a Popsugar box and I have been addicted since. I get a new one about once a month. They have all smelled great and get a nice rich lather while giving a good exfoliation too! I don't ring it out, like the instructions say. I just hang it and let it dry between uses and it lasts even longer!",Great alternative to a boring loofa!,1440720000,5,
415,5,True,"07 4, 2014",A1UMO57A3IQGT7,B00006L9LC,{'Size:': ' 329'},rjon,A gift that was appreciated by the receiver.,Five Stars,1404432000,,
130,5,True,"12 6, 2016",A4IV41UZ0Y789,B00006L9LC,{'Size:': ' 29.2'},Robert Young,Great product and fast service.,Five Stars,1480982400,,
285,5,True,"10 30, 2015",A2W78060JSRKED,B00006L9LC,{'Size:': ' 4'},Christine D,"I bought this for my daughter.  She is vegan. She loves it,  makes her hair soft and helped with her dry scalp.. Just wish it came in a larger size because she has to use quite a bit of the conditioner, she has very long hair.",Great vegan shampoo/conditioner,1446163200,,
418,5,True,"06 22, 2014",A11L1TI883AOSV,B00006L9LC,{'Size:': ' 50'},Trudy Goodwin,"You Just need a little, and it lathers up great. Smells good, leaves my hair shiny and curly, and manageable. My only complaint is for some unknown reason, they stopped making the 32oz. size. Probably because they want you to buy more of the 11oz size.",Great Shampoo for curly or wavy Hair,1403395200,,
4485,5,True,"10 30, 2015",A2W78060JSRKED,B001OHV1H4,{'Size:': ' 4'},Christine D,"I bought this for my daughter.  She is vegan. She loves it,  makes her hair soft and helped with her dry scalp.. Just wish it came in a larger size because she has to use quite a bit of the conditioner, she has very long hair.",Great vegan shampoo/conditioner,1446163200,,
2617,5,True,"01 25, 2016",A2C114BZC4OO6A,B0012Y0ZG2,{'Size:': ' 228'},Megha Kapoor,Amazing product!,Five Stars,1453680000,,
5183,5,True,"11 30, 2015",A1OMMCNMFY7TYH,B00HLXEXDO,,Amazon Customer,"Smells awesome, great price!",Five Stars,1448841600,,
3335,5,True,"05 16, 2017",A3VUYRFM95CGJR,B0012Y0ZG2,{'Size:': ' 160'},Valentina V.,Thank you.,Five Stars,1494892800,,
3676,5,True,"08 24, 2015",A3IRJA2MBOJ411,B0012Y0ZG2,{'Size:': ' 13 Fl. Oz'},Anne F. Batty,Every year we vacation on a lake and the kids love to wash their hair in the lake.  This shampoo and conditioner is perfect!!,Perfect!!,1440374400,,
225,5,True,"03 22, 2016",AL54O8LSKUIQ8,B00006L9LC,{'Size:': ' 1.69oz'},Kelly Moore,Great product!!,Five Stars,1458604800,,
3669,5,True,"09 3, 2015",A2TUCPCLHHLR6O,B0012Y0ZG2,{'Size:': ' 509'},Barb,Thank you,Five Stars,1441238400,,
229,5,True,"03 16, 2016",A38CIT22Y0TZS,B00006L9LC,{'Size:': ' 1'},Amazon Customer,Love it. Have used it for years,Five Stars,1458086400,,
392,5,True,"09 30, 2014",A41D5III07SB6,B00006L9LC,{'Size:': ' 5'},MARYSTAR,Love this!,hair,1412035200,,
4973,5,True,"07 19, 2013",A3NFZN1GS1RKR9,B00W259T7G,"{'Size:': ' 250 Gram', 'Color:': ' Coconut'}",Mintea,"Long lasting, high quality soap, wide spectrum of scents... Leaves skin incredibly soft and fragrant. Pricey, but worth every penny",Excellent Product,1374192000,,
312,5,True,"08 17, 2015",A1C8LL1BBQ7GTO,B00006L9LC,{'Size:': ' 410'},Gamaliel Padilla,Arrived in perfect condition,Five Stars,1439769600,,
5007,5,True,"04 28, 2013",AUAC7GPINCR54,B019809F9Y,{'Size:': ' 7 Ounce'},Csaba Farsang,"Very smooth and quick shaving, much better than thers on the market. it is a pity that it is not available anywhere in Europe...",Electric shaving,1367107200,,
4613,4,False,"07 8, 2014",AJZGMDK1NA990,B001OHV1H4,{'Size:': ' 38'},Great Dane Mom,"Both of these products work well together.  The shampoo has an earthy smell,  but it is not unpleasant.  I feel that I am losing less hair.  Maybe it even feels thicker.  I know it is growing faster.",Both of these products work well together. The shampoo ...,1404777600,,
2999,5,True,"09 6, 2013",A1ANGX1BIKKJL1,B0012Y0ZG2,{'Size:': ' 7'},Tresha Gillingham,"Best shampoo and conditioner for fine, bleach blonde hair! The only set that makes my hair smooth and HEALTHY! LOVE IT!",Best product for fine bleach blonde hair!,1378425600,,
278,5,True,"11 16, 2015",A2A83NR45HQ2OV,B00006L9LC,{'Size:': ' 281'},melody a burke,Love this body wash!! My absolute favorite! And very hard to find.,Five Stars,1447632000,,
1754,5,True,"09 5, 2015",AF61N91A61THX,B000URXP6E,{'Size:': ' 6 Pack'},Melissa Sallady,Found this while on holiday in London.  I love this shower gel and the fragrance,My little secret,1441411200,,
3584,5,True,"02 22, 2016",A3BWOPUC4BK90E,B0012Y0ZG2,{'Size:': ' 483'},Amazon Customer,Fast delivery and great product!!!!!!,Five Stars,1456099200,,
4713,3,False,"05 25, 2008",AKJHHD5VEH7VG,B007V6JNE0,,Mindee Urbis,"I'm giving this three stars because it does work but the results do not justify the price.

I've been using this for over two months. Before I started I couldn't even get my lashes on a curler. They were that short. Within two and a half weeks I could see a difference. Within a month I could get my lashes on a curler.

This product did make my eyelids itchy. No irritation in my eye though when I accidentally got some in it.  I also noticed a weird looking line above my lahses that is lighter than the rest of my skin.

I've used this as directed.  I did see improvement but I think there is a natural plateau to the lenght and amount of eyelashes that one's DNA will allow. I've hit mine.  Overall a good product but I can't see spending the money on it again (I got mine for 60% off and still can't justify it).",My results,1211673600,,
120,5,False,"12 29, 2016",A2KPY1O5YG9B6I,B00006L9LC,{'Size:': ' 28'},lhasa lover,"I'm 63 with still nice hair but so much less than when I was younger, before menopause, so I bought both the shampoo and this conditioner to help strengthen and grow my hair possibly thicker again...the shampoo made my hair feel so stiff it was hard to push my fingers thru my scalp, I wasn't happy, but rinsed and put in this conditioner..........WOW..... my hair turned into silk.....my scalp felt cool like there is mint in the conditioner.....hope it works, I will stick it out because of the conditioner.....I also never understand when a company make the shampoo bottle larger than the conditioner bottle...we all use more conditioner than shampoo, ..i will update in a couple of months",great conditioner but please make a larger bottle,1482969600,3,
2555,5,True,"04 9, 2016",A153D6FAV4L389,B0012Y0ZG2,{'Size:': ' 1 Pack'},Serendipity,Good price.  Good product,Five Stars,1460160000,,
803,5,True,"08 26, 2013",A251F9Y0GSZALP,B0009RF9DW,{'Size:': ' 149'},HouseNoni,"As with other Savannah bee products, this feels good, smells delicious in the shower.  Hard to find but really helps with dry skin.",love Savannah Bee products,1377475200,,
4134,5,False,"02 21, 2016",A2DK8CVJ2HYDRI,B00157OBRU,,Pamela Biafora,Absolutely Love this,Five Stars,1456012800,,
804,5,True,"08 23, 2013",A2G7EEQJKKOU8R,B0009RF9DW,{'Size:': ' 45'},Linda Whiten,"I have loved this for years, bath and body discontinued it, never thought of looking for it online.  So glad I did",Ile De Tahiti Moana Coconut Vanille,1377216000,,
3933,5,True,"02 3, 2014",A3UIVN10P30BE2,B0012Y0ZG2,{'Size:': ' 200ml/6.7oz'},Kristin Henry,"I purchased a bottle of this shampoo because it's my favorite, ever. But when it arrived it had been wrapped too tightly and the top of the bottle broke off during shipping. I kept it because I was almost out of my bottle but let them know it had arrived damaged. They were nice enough to replace my bottle and send a very brief apology. You can definitely buy this stuff anywhere, but there's some peace of mind that comes from knowing your supplier will take care of you.",Great customer service...,1391385600,,
5119,5,True,"04 26, 2018",A190ENIBZ72LMF,B000FI4S1E,,Innessa,"Great gel, it is organic and smell so good, natural!!!",Five Stars,1524700800,,['https://images-na.ssl-images-amazon.com/images/I/71fWVkyq4ML._SY88.jpg']
1564,5,True,"07 18, 2016",A23TC03PKGDVQM,B000URXP6E,{'Size:': ' 191'},Kindle Customer,favorite product by  avon,Five Stars,1468800000,,
3372,5,True,"02 5, 2017",A3J0XGWTJWZKLZ,B0012Y0ZG2,{'Size:': ' 10'},Kimberly,Still do not know whey Old Spice discontinued this it is their best scent..,... know whey Old Spice discontinued this it is their best scent.,1486252800,,
4783,4,True,"06 20, 2015",A35LFTGC7TO48F,B00JF2GVWK,,AnnaG,"I received my order on time, and the products were not broken which I was afraid of.....the smell is heavenly Caress body washes never fail","I received my order on time, and the products ...",1434758400,,
2359,5,True,"04 5, 2017",A2RWJPXMBFGCF0,B0012Y0ZG2,{'Size:': ' 281'},N. Donastorg,"This body wash smells amazing. Let me see how to describe ""amazing"" as a scent. It smells like you just showered in a botanical garden on a beautiful spring day.  Plus your skin feels silky smooth thereafter.",Spring is in your shower,1491350400,,
1481,5,True,"01 5, 2017",A2T6UI6V98KT94,B000URXP6E,{'Size:': ' 586'},Joi Sanders,This is one of the most beautiful lotions I have ever used. Compliments on a daily basis! It is so soft and smooth. Love it!,Ultimate Kors,1483574400,,
2455,4,True,"09 21, 2016",A2WNVJ6S7OVZP4,B0012Y0ZG2,{'Size:': ' 15'},Amazon Customer,It worked very well i disliked nothing,Four Stars,1474416000,,
722,5,True,"09 19, 2014",A2BFYX5LXWT7J,B0009RF9DW,{'Size:': ' 22'},Melody Surdahl,"Azur is always my favorite in the Thymes collection because of its clean, fresh scent. I like that my skin feels moisturized when using this product in the shower.",Always a favorite.,1411084800,,
1557,5,True,"07 26, 2016",A3QDLODOQKUXGN,B000URXP6E,{'Size:': ' 281'},Kitty,Great fragrance and product.  Will purchase again.,Great Body Wash,1469491200,,
4095,5,True,"10 8, 2012",A1SC0VA3U18WUP,B0012Y0ZG2,{'Size:': ' 261'},Ica2284,"I am a huge fan of Molton Brown products, especially the Travel Reviving Cempaka Bath & Shower gel. It's a bit pricey ($28-$30) but it's worth it...especially after long, stressful days.",Perfection,1349654400,,
2445,5,False,"10 19, 2016",A3JQ30S858QNER,B0012Y0ZG2,{'Size:': ' 561'},Joseph D. Drypolcher,"So excited to see this on amazon! I found this hem while traveling and couldn't find it anywhere when I got him, this scrub is seriously the best. Gentle and effective.",The best scrub,1476835200,3,
731,5,True,"08 8, 2014",A3TBIPGY6C5KIL,B0009RF9DW,{'Size:': ' 143'},Mustaine Lee,love this product! ran out of face wash on a trip once so I used this and have used it as face wash ever since!,body & face,1407456000,,
4475,5,True,"12 17, 2015",AROYPRQ35VSAT,B001OHV1H4,{'Size:': ' 281'},Meghan,If they discontinued this scent I would go postal. <3,Five Stars,1450310400,,
2439,5,True,"11 1, 2016",A2PW5N4QDA3AG9,B0012Y0ZG2,{'Size:': ' 7.6oz'},Amazon Customer,Very good,Five Stars,1477958400,,
4461,5,False,"01 24, 2016",AM88FAF0V7U6D,B001OHV1H4,{'Size:': ' 483'},Amazon Customer,Awesome product,Five Stars,1453593600,,
2320,5,True,"09 14, 2017",A1U4MBURSADCDU,B0012Y0ZG2,{'Size:': ' 29'},roxy sox,love this shampoo,Five Stars,1505347200,9,
3274,1,True,"03 28, 2018",A28F08XFZRKIH5,B0012Y0ZG2,{'Size:': ' 8.5oz'},Amazon Customer,No seal on bottle. Extremely runny. Like water. Seams tampered with.,Not sealed!,1522195200,,
1172,5,True,"11 11, 2013",A3JNP9PGF2DMIO,B000FI4S1E,,Kindle Customer,This smells so good exactly like the body lotion and spray mist. It is a soft femine fragrance not too overpowering.  I would highly recommend!,Beautiful Scent,1384128000,,
3042,5,True,"05 27, 2013",A32MXI9376X72P,B0012Y0ZG2,{'Size:': ' 33.8 oz'},furga,"Not found often elsewhere, such as Sephora and other similar stores.
It's not cheap but it lasts for a long long time.",Huge! Really,1369612800,,
3089,5,False,"10 8, 2012",A9QBM4RNQ7L9T,B0012Y0ZG2,{'Size:': ' 169'},Kathy T.,"I purchased this for my daughter for her science class, and this is the second year she is using it. It still looks like new - which is amazing considering my daughter is a bit on the messy side.",Lab Coat,1349654400,,
4741,5,True,"04 15, 2007",A25C2M3QF9G7OQ,B000FOI48G,,Comdet,"This is an outstanding product!  I was a bit hesitant to order it given some of the reviews, but when it was discounted on a Friday Sale, I figured I'd give it a shot. SO glad I did!

To get the most out of the unit you have to read the manual. It clearly states that you should not leave water in the reservoir (why you would want to anyway is beyond me - why would anyone want to use stale water?). If you don't leave water in it, it won't leak out on your counter. Pretty simple equation there.

I agree with several others that the tongue cleaning attachments are basically useless. They don't fit into the holder anyway, so just toss them out. Sure, try it, but I'll bet you'll find it to be basically useless compared with a true tongue cleaner (i.e., a scraper type device).

The water reservoir could be a bit bigger - an additional 20% bigger would be nice. But, it's very easy to fill even when the unit is running (keep a glass of water handy and just pour it in when the water level is at the half-way point). Simple and easy, and the smaller reservoir does have the benefit of keeping the unit size nice and compact.

Sound level is very low compared with past WaterPik units. No, it's not silent, but it is no more noise than you would get with any other electric appliance in the bathroom such as an electric toothbrush or a shaver.  In fact, it is less noise than my shaver.

The auto-retractable hose is a very nice touch and keeps everything neat. Again, a couple inches longer would be nice, but there's the compact size trade-off again.

In actual performance - wow!  You will never believe that your teeth could get this clean! Wonderful feeling. There is a wide range of power adjustments ranging from very gentle to ouch! I've found setting the dial to the 5/6 range gives a good cleaning without any discomfort.

Good performance at a good price -- can't ask for more than that.",Clean teeth and fresh breath!,1176595200,8,
4160,4,False,"08 2, 2016",ALNFHVS3SC4FV,B001ET7FZE,{'Style Name:': ' Bubble Fruit'}, Seas the Day ,"My kids love using the Colgate pumps. I think it just seems fun to them and they are easier for kids to operate than having to squeeze tubes. I do feel like the pumps leave a little bit left in the bottom though so you get a little bit less product with them. The pumps are definitely less messy though.

Our order came as 6 pumps of Colgate Maximum Cavity Protection in mild bubble fruit flavor. The toothpaste is a blue gel. Its slightly fruity but still minty. All 6 pumps had an expiration date of 10/2017 (this is 8/2016) so the expiration date is over a year out - plenty of time to use all 6 pumps. All the pumps have a safety seal on the pump that has to be broken off so you know they are sealed and safe.

The kids really like this flavor and the pump.",Kids Like the Flavor and the Pump,1470096000,,
4190,4,False,"09 2, 2017",AGEKVD8JPZQMT,B001LNODUS,{'Color:': ' Lavender Blossoms'},Matt,"This has a very nice scent and works well in your drawers, but you do have to put them in a mesh bag b/c they are small and can get messy.  The scent lasts a long time.  Overall, very nice for my clothing drawers.",nice scent,1504310400,,
4882,5,False,"08 31, 2017",A25QBCHO0KFT0P,B00W259T7G,"{'Size:': ' 150 Gram', 'Color:': ' Mint Leaf'}",the old lady who lived in a shoe,"The 150 gram bar of Mint Leaf Pre de Provence Shea Butter Soap is delightful. The soap has little bits of mint leaf in the bar that you can see. The soap is great for bathing with or even washing your face because it has shea butter as part of the ingredients. It also has fragrance added, which helps enhance the aroma from the soap. This is a French milled soap and you can feel the difference when you wash your hands or your body. This is a luxury soap and will make wonderful gifts also. I do not have a single negative thing to say about this soap. The soaps come in 150 and 250 gram sizes. These are the soaps you want to soak in the tub with and enjoy the feel, the scent and the calmness from the scents.",Very moisturizing for bath and face,1504137600,3,"['https://images-na.ssl-images-amazon.com/images/I/71noYAOk-7L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71f3WCELfBL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/7129wcmWh9L._SY88.jpg']"
