,overall,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,style,image
499688,1,,True,"01 28, 2010",A18YWFVY9EY1UK,B000TZ8WZQ,Jenn,"While the concept of having a LED flashlight attached to a flexi leash is awesome, the execution of designing this flashilight was poor.  The first time I used it the battery cover popped off.  It kept happening until I finally had to use tape to tape it down.  Hopefully if they make another version of this light they will take into consideration that the cap pops off frequently and build a locking mechanism into it.",Bad Design,1264636800,,
827253,3,,True,"07 14, 2016",A38B5R8AW57SNK,B001JQLNB4,JH,"Pro: 40lb terrier couldn't destroy it.  Keeps him busy for a few minutes.  Would buy it again.
Con: Dog bats it around and gets to the treats pretty easily.  Kind of expensive.",Dog bats it around and gets to the treats pretty easily. Kind of expensive,1468454400,{'Size:': ' Large'},
118557,5,,True,"06 14, 2014",A3Q4GSLV0K24DO,B0002AS8D4,Bluemaxx 2001,"I have used this on my marine tank for months and it has
stood up well to the salt water condensate that
accumulates on it. I just wash the salt crystals away,
and what is left is a product that looks like new.","Fits well, thick and durable materials",1402704000,"{'Size:': ' 36""'}",
776984,5,,True,"11 2, 2016",ATAYQ2U1EN64G,B001AT66NK,bsun,worked like a charm,Five Stars,1478044800,{'Size:': ' 36-Inch'},
1792871,5,2,True,"06 10, 2016",A339FRZRMZ9GXQ,B0141GD8AC,trapper jane,"My cat loved this.  She was only about 7-8 pounds, but it would be stable enough for a bigger cat. Tricky to put together with non-English instructions, just look at picture to figure it out.",8 pound cat loves it! Very stable.,1465516800,{'Color:': ' Almond'},
1318643,2,,True,"10 9, 2014",A24I90FX7DAAL5,B00B6Z14FI,ItsMeNessa_,It's super cute but poorly made. The gems keep falling out.,Two Stars,1412812800,{'Size:': ' xs'},
863685,2,,True,"01 13, 2014",A22QD0KFCEHG7,B001TLS0B0,Suzanne Boland,It makes my german shepherd smell good but it unfortunately didn't have any effect what so ever on her behavior.,Well it smells good...,1389571200,{'Size:': ' 3-Pack'},
1078807,5,,True,"11 5, 2015",AB14Q6QDIXMCI,B004ZJILM6,Max&amp;Lani,"My dogs love this! this is about my 6th one. Aside from the feet and beak, my big dogs don't destroy it. They destroy other toys in about 5 minutes and I end up with stuffing all over the house. They have never gotten to the stuffing in this duck and they love it.",My dogs love this! this is about my 6th one,1446681600,{'Color:': ' Gray'},
1658822,4,,True,"02 8, 2017",A2T6Q1D4T6LHJI,B00QXO146Q,Deborah B,Last week was the first time I've used this product and so far so good.,... time I've used this product and so far so good.,1486512000,,
1135083,5,,True,"11 3, 2015",A1X8288643LHOY,B005HIIN8G,psychnurs,These are really nice. They fit well and do their job.,Really good product,1446508800,,
662505,5,,True,"08 5, 2015",A25PZ9TRAAW84F,B000YAJKL6,Amazon Customer,"Great product, awesome price and fast delivery.",Great prices.,1438732800,"{'Size:': ' 50-Feet', 'Package Type:': ' Standard Packaging'}",
1520047,5,,True,"11 26, 2016",A3C8IELW8LWPZX,B00JAUGXC0,Dsunfish2000,"Though it was an expensive buy, the house IS certainly well made with excellent materials. Two of my outdoors Kats (total of 6) love this house and each one takes turn sleeping in ""the tube"" on cold nights/days. The other Kats have their own houses, so they would careless about a Tube House. I LOVE LOVE how E A S Y it is to open and clean the pillow and the blankets - I supply my own self-warming blankets [AND I HIGHLY] recommended YOU do the same. No matter what type of house you have, Kats need self-warming blankets - ""space blankets"" OR go for the electrical ones. So far, water and ice proof and no more messing with tarps, extra wool blankets, mats, etc on houses that claimed to be ""outdoors"" when they aren't. I'm hoping to get a second house.

UPDATE readers:- JUST got two more of the same one (above) and more ""space brackets"". I remove the plastic flops to let the Kats get use to going and out freely.",Well Made and LOTS of room for Kats!,1480118400,,
1599353,5,,True,"09 2, 2017",A3FLOWOKVNQ72S,B00N3K01LC,baitmaster,"One of the best buys I've seen for bags. Big enough for any sized dog, would buy again.",Best buy!,1504310400,{'Size:': ' 1 Rolls / 400 Count'},
938100,2,,True,"10 30, 2010",A11PJ7OO6EMVI1,B002ZHRTAK,justsayin,Was hoping this would solve my dogs early and late night potty breaks since I live in an apt. NO Go! And I mean no go! It's too small and my dog won't even sniff it. Wasted my money on this one.,Two thumbs down,1288396800,"{'Size:': ' 25""x20""x0.5""'}",
1509123,3,,True,"03 17, 2014",A2VSQHRZZCGL9H,B0002DHR06,Amazon Customer,"All three of our cats run away as fast as they can soon after this is sprayed. Sometimes, I'm quite sure it's synthesized lion hormone because it has the exact opposite effect of calming these poor kitties--it sends them scrambling for cover!

Seriously, what IS this stuff? The vet swears by it, but the spray is an absolute no-go in our house.",Not sure this is accurately named,1395014400,{'Size:': ' 75ml'},
1380821,3,,False,"04 20, 2017",A3GYL6WBWOUBEH,B00CR3857I,Taylor Marie Lewis,"Smaller than I thought it would be, works great though!",works great though!,1492646400,{'Color:': ' Taupe Paws'},
1914936,1,,True,"09 15, 2016",A257WAZ986ENYP,B01EG58C36,Amazon Customer,"Worked greats when it works. I have had this for 30 days so far and 4 times it gives me this ""EE EE"" error. I was very upset as I  feed my pets 4 small portions a day and I have no clue when the error happened. I come home and the are trying to get my attention and and going to the food cause they are hungry. Looks like and works well when it works and I'm hoping my issue is not normal.","Works great, when it works.",1473897600,,
2068050,5,,True,"07 16, 2018",A3VFLMK14EYUFC,B00TYGQ0OG,Ann,"Im very impressed with this product. Ive been having issues for quite some time with keeping my water parameters in good level because I have an overstocked African Cichlids. It have gotten so bad that Ive been doing some water changes every 5 to 7 days and after 2 days, my water gets to be blurry and nitrites/nitrates are getting up there again. Until I found this product and was a little skeptical in trying it. But I decided to take a chance. And its almost been a week and I haven't been doing any water changes and my nitrites/nitrates are pretty low. And my water is still crystal clear after 6 days. I think I can go extra few more days before I have to do water changes again. Will definitely keep buying this product to make my life easier and Im sure that my cichlids appreciate having a better water parameters that they get to live in.",Amazing product will definitely continue to use it!,1531699200,{'Size:': ' 1000ml'},['https://images-na.ssl-images-amazon.com/images/I/71FJUeWezfL._SY88.jpg']
1996781,3,,True,"06 20, 2013",A1EE7UET6C3QNJ,B003O2SMAQ,M. Matheney,My 7 month old English Lab puppy chewed the ears and legs off within a couple of days.  Good toy but for active chewers it disappears quickly.,Good toy,1371686400,{'Size:': ' Large'},
1646710,5,3,True,"09 7, 2016",A22CQDSU419NAQ,B00PZ67VGU,Suzanne O&#039;brien,"We have brushed Rhett's teeth, our 115lb resident Doberman.  But I don't feel with that I get everywhere and his patience is limited with that.  So instead, I do this product and it's water treatment cousin.  Rhett is now 6 and he has been on this product (and the water treatment too) most of his life.  Rhett has never had his teeth professionally cleaned because of anesthesia concerns with him.  His last check up, the Vet was astounded at his high-quality teeth.  There is a wee bit of stain on some of his back teeth which I am currently working to spot clean, but most importantly, the vet said he did not currently need a cleaning which is great news, again due to anesthesia concerns.",Ark Naturals Plaque Zapper Really Works!,1473206400,,
1807167,5,,True,"05 31, 2017",A3FWH4J2LVOLIF,B015D67968,Doreen,"Good bowls for the price, but very thin, I use them for outside time for water.",Five Stars,1496188800,,
579185,4,,True,"01 15, 2015",A3MC3R239ZT2JF,B000NWJEDO,AmateurReviewerType,"We are just beginning to introduce this style of headcollar to our pets, so our experience is limited. The product, however, fits as described and arrived in perfect condition.",fits as described and arrived in perfect condition.,1421280000,,
1797107,4,,True,"08 9, 2017",A2QV8B7FY0WLEX,B014GH55MA,Sam II,My youngest cats enjoys running in and out of this!,Four Stars,1502236800,{'Color:': ' Brown'},
1469296,5,2,True,"02 15, 2017",A113HLL8ZKVWZZ,B00H8MDKBE,Love_Life,"I have been using this for my new kitten and does what it says ""clumps"" which makes it so much easier for clean up. I especially love that Amazon delivers the heavy package to my apartment door (I'm on the 3rd floor, no elevator).",Works!,1487116800,{'Size:': ' 28-lb'},
1332355,5,,True,"11 21, 2016",A1A4LFBIFIBHIA,B00BJLS55G,AAA,"Thick and easy to read (with lots of room for personalization).  I bought this because my nervous little dog has chewed his other aluminum tag to bits.  We shall see if this is less appealing.  (I have a feeling the color they place over the aluminum on the tags issued by the county may have some sort of a flavor . . . . yuck!)  So far he hasn't tried to chew this one.

UPDATE:  He has tried to chew on this tag, but doesn't seem to like the taste of stainless steel - lol - so no damage at all!  I recommend this product totally.  It has rusted a bit (inside of the lettering) from him having it in his mouth, but I hardly fault the manufacturer with that.  The lettering is still perfectly clear and well done.  I purchased a second for my other dog (who doesn't chew his tags) and it is beautiful.  I don't anticipate having to replace the tags again unless we move.",Thick and easy to read; stainless steel is best,1479686400,"{'Size:': ' Small', 'Pattern:': ' Bone'}",
1315212,2,,True,"12 24, 2017",A38BACEDL3BB2N,B00B4UR08K,John L.,only one squeaker which is a big thing for GSH  he ate ears off first day  remainding toy still in tact  would rate higher for more squeakers and sturdier fabric,thought it would be stronger being a KONG toy,1514073600,"{'Size:': ' Medium/Large', 'Package Type:': ' Standard Packaging'}",
933788,5,,True,"09 29, 2017",AV8SEQYKSR87,B002V28R6Y,Amazon Customer,:),Five Stars,1506643200,"{'Size:': ' 7 lb', 'Flavor Name:': ' Healthy Growth Chicken & Brown Rice'}",
1903409,3,,True,"08 27, 2016",A3QMCTYEDVRETX,B01DOO1YUS,Monika,My cats love this. I don't know if it helps with hairballs since my cats are finicky and devour these but inconsistently.,My cats love this. I don't know if it helps with ...,1472256000,,
1244896,5,2,True,"03 14, 2014",A10L2IMY5LCLE1,B0084DU2KS,Malerie M.,"So far, I'm loving this collar. The design is cute, the fabric is sturdy and durable, and I really notice an improvement in my dog's pulling when using this item. The wide band seems comfortable and stands out nicely. Her old collar was thin and just got lost in her fur. I will be back when my other dog needs one, for sure!",Great for dogs that pull,1394755200,"{'Size:': ' Medium - 1 1/2""Width', 'Color:': ' Pitter Patter Pink'}",
1671047,4,3,True,"03 11, 2015",A1K6X3YXEV5RLG,B00S7FCA58,Jessica Vollmer,It was a little big on her when it arrived but with a little help from the dryer I shrunk it perfectly. It is cute and colorful and a great product for the price,It is cute and colorful and a great product for the,1426032000,"{'Size:': ' M', 'Color:': ' purple'}",
476282,5,,False,"09 2, 2017",AIKP93T0PJICG,B000OX89XI,Michele Wozniak,Very nicely made. I bought this crate for my three pound Pappillon puppy and as always Midwest crates perform exactly like the company claims. This is my third crate from this company and I have always been pleased with their attention to safety.,If you want a good dog crate,1504310400,"{'Size:': ' 18-Inch w/ Divider', 'Style:': ' Single Door'}",
813323,2,,False,"04 1, 2016",AG7LNSR3CRTTG,B001FNZG96,Marie,I bought this for my 11 and 4 month old American bullies at my local petco. My 11 month old had the speaker busted within a couple minutes and then lost interest in it. It doesn't seem to be made tough enough for my dogs. I would not recommend this for bigger dogs.,Not made for bigger dogs,1459468800,"{'Size:': ' Large', 'Color:': ' Periwinkle'}",
1916785,1,,True,"07 15, 2015",A2SAW87BJ0XVK1,B01EKBRGLA,ALEXA OAKS,Too small and terrible color.,NO,1436918400,{'Pattern:': ' 2 Pack'},
1582679,4,,True,"01 13, 2017",A3RNZ9DYKJQD7G,B00M3SC7D0,Cheryl Ft Worth,smells so nice,Four Stars,1484265600,{'Size:': ' 12 lb bag'},
1228215,5,6,False,"02 11, 2013",A1IM23R7PH6HL9,B007R3R52E,Chiman8top,One of our Shih Tzus was fascinated with the orbee-tuff mazee and played with it for about an hour. Our other Shih Tzu got frustrated and walked away after 15 minutes. I saw a picture on Amazon of a chewed up mazee. My dogs don't chew their plastic/rubber toys. So if your dog is a chewer this might not work for you.,Hit or Miss,1360540800,,"['https://images-na.ssl-images-amazon.com/images/I/51CvC5TWVBL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41cNoDAGy6L._SY88.jpg']"
315995,5,,True,"02 3, 2014",A2TOUMUWSN7FJY,B0009YK3Y0,Mary,I bought this ball for my dog Duke and he loves it.  I like that it is soft and doesn't damage the furniture or floors.  He plays with it often and I am glad for the distraction because he always wants me to play with him and I am sometimes busy and can't do that.,Duke loves this ball,1391385600,"{'Size:': ' Medium', 'Item Shape:': ' Football'}",
76344,5,,True,"09 12, 2015",A2F0Q8V3W0YTK5,B0002A5WOC,Zach Ohlman,Froze my ammonia at 4ppm and I've been able to get it down to .2ppm safely with this and not any bad algea outbreaks. Just the brown hair algea that happens after the tank first cycles but this stuff works great.,2ppm safely with this and not any bad algea outbreaks,1442016000,{'Size:': ' 250 g / 8.8 oz'},
790901,5,,True,"04 20, 2016",A3PM9D7HHDPA81,B001CQ31N4,bet,as described - happy customer. budgies love it.,Five Stars,1461110400,,
1744419,5,,True,"10 19, 2016",A1UN4Q5DLEUWBS,B00Y09E2JC,Texas01,Love it! Looks great and perfect size!,Awesome,1476835200,"{'Size:': ' Medium', 'Color:': ' Pink'}",
734885,5,3,True,"02 19, 2013",A1PYK7ST6EMPWE,B00176GXAC,Vancouverite,"Used it on my other dog house and work like a charm
Keeps the wind and rain out and my dog is happy!",Best place to buy and did the job,1361232000,,
598500,4,,True,"04 10, 2015",A247AEH9K2MJVY,B0015QUUDA,greg,"Our minny Aussie puppy had a problem with his left front elbow due to an unfortunate collision with a bigger dog, but this seemed to clear it up.",Our minny Aussie puppy had a problem with his left ...,1428624000,{'Size:': '  Pack of 1'},
77162,5,8,False,"04 10, 2013",A33MVSUWS2B6PA,B0002AB7RS,PrecioustoHim,"I have a 5 yr old Boxer that I have not been able to keep out of the trash, I had to purchase a kitchen can with a lid on it, but the spring that raises the lid got worn out and you need 2 hands to get the lid open....Grrrr! What a hassle just to get the lid open! So i started leaving it open all the time in the hopes my girl wouldn't notice after all this time...Wrong assumption, she dove right in the second night and the trash was out on the floor.

I am disabled and cleaning the floor is not a happy moment.
So along comes THE SNAPPY TRAINER....and walla after strategically placing it inside and atop a 3/4 full kitchen trash can , and going and sitting in the living room waiting for the moment....a little while later I sees her mosey into the kitchen not thinking a thing is amiss...she sticks her lovely head inside the can and SNAP....she runs back into the living room...STOPS...turning to look back....tilting her head the way dogs do...and peeking around the corner back at the can, as if saying, ""Gosh mom there's something alive in there.""
My little terrier was jumping and running as she was right there too!

Both dogs have never even given thought to getting into the trash again. That incident took place several weeks ago and I have left the can lid up since then with no trash on the floor.

Now if i can just figure out how to use Snappy Trainer to get them to pick up their toys and put them into the toy box every night :)",Love it! Keeps both my dogs out of Trash,1365552000,,
2090320,5,,True,"04 14, 2018",A1T5YOZF9ZBXV1,B01C6J6YSO,Kurt,Our dogs love it! Keeps them busy for awhile.,Five Stars,1523664000,{'Color:': ' Blue'},
890095,5,2,True,"12 9, 2016",A1ZVA6EFVPQCGP,B0027IQC78,317-GOT-TINT,"I am very pleased with this product.  This food allows me to provide my dog with a more natural raw diet.  It is very simple to use.  I mix a new batch with water immediately after our dog finishes eating.  We store it in the garage fridge for about 12 hours, until he is ready to eat again.  This allows a good length of time for the food to rehydrate.  His teeth are white as can be, and there is far less shedding in our home with the use of this product.  For reference, He is a 18 MO German Shepherd and a bag of this lasts about 10-14 days, feeding him 2x's a day.  I also add about 1 cup of Fromm Large Breed Kibble in there just before serving.  Fromm makes a very good product as well.",I am very pleased with this product,1481241600,"{'Size:': ' 8-Pound Bag (makes 40-Pounds)', 'Flavor Name:': ' Grain Free Turkey'}",
853164,5,,True,"03 6, 2016",A2OC5RNJVUCV5I,B001PKTWDA,Geekoh,"Our rottie loves this and hasn't torn it up - which makes it fairly inexpensive, since we don't have to replace it as frequently as cheaper toys.",Survives the 14 mo old rottie,1457222400,"{'Size:': ' Large', 'Color:': ' Granny Smith'}",
1076021,3,,True,"02 23, 2018",A2ZITLJXTIU1SB,B004XKUR5G,Kenzie,I purchased 42 cage for my lab puppy. This cage is giant. I love the option of a side door- which we use more than the end door and its super convenient. I will note this cage is not heavy duty and seems pretty weakly built. This is a great buy for a wel behavied dog but I can see a rambunctious dog being able to tear this cage apart.,Not heavy duty but good for less rambunctious dogs.,1519344000,{'Color:': ' Black'},
1783904,5,,True,"02 17, 2017",A1ALR19ARMI5GB,B0135X6ZBG,Keith Myers,Finally solved the litter over the sides problem from my sometimes over-enthusiastic cats.,Love it.  Should have been using this product for years instead of make-do litter boxed I have been using.,1487289600,{'Size:': ' N/A'},
305190,5,,True,"11 27, 2014",A36P5HHKQDY21F,B0009YGZWO,nate,"Did the job, no more leaks. Easy and cheap fix",awesome,1417046400,,
414285,5,,True,"12 11, 2013",A3NOLRH4EA8BZ4,B000ILEIUE,Vinny,Our dog LOVES these cookies! I used to get them locally but hey have become hard to come by so when I found them on Amazon I had to get them. The expiration date is well into the future so I'm sure all the boxes will be long gone before they become stale. They are a little more expensive then where I used to buy them but not overly bad ... but at least I can get them.,Blue Dog Bakery Softies,1386720000,,
957768,5,,True,"07 14, 2013",A1I539BXSM7IS8,B003AYL9NU,SkyCam,"Each dog gets their ""toothbrush"" every night.  I have an older overweight dog and so really appreciate giving him a treat/toothbrush that doesn't serve up a lot of calories.  I like these so much, I have them on auto-delivery.",Dogs Love Them,1373760000,"{'Size:': ' Small/6.2-Ounce, 18 sticks/Pack'}",
1018601,5,,True,"12 9, 2015",A1IK9HCGSXWGPH,B0046ZRXZU,Rebecca D,I have never found a better stuffed toy for my active Shih Tzu chewer.,Best Stuffy on the Market,1449619200,"{'Size:': ' Small', 'Pattern:': ' Slap Happy'}",
1859344,5,,False,"11 11, 2016",A5QN0QWD8Y49P,B01A6C5BOG,Whitney,"So much nicer than typical retractable leashes! instead of a string to band, the whole length is a band, It's also great at locking and easy to store because the band retracts all the way to the clip!",Highly recommend!,1478822400,,
1414020,5,,True,"09 26, 2017",A1GK8Y8BM8WNVQ,B00E3R16PE,Brian Zen,"These are a big hit with our 1-1/2 year old Cavapoo foo foo dog. I wish they lasted him a bit longer as he goes through one in 5-10 minutes, but he loves them. It is one of his favorite snacks. I tried to get him some pork roll type treats that would last longer but I thnk the smoke puts him off. He dances and prances for these though.",Doggie loves em,1506384000,"{'Size:': ' 15 pieces/pack', 'Style:': ' Beef'}",
461369,5,,True,"04 10, 2016",AL4QZYTMC819C,B000NVBVCW,khrackerjakh,Healthy Product - easy to prepare - my Papillons love it! I sometimes give them as treats.,Love the small nugget size.,1460246400,"{'Size:': ' 8 ounce', 'Flavor Name:': ' Chicken'}",
1996992,5,,True,"06 13, 2018",ANIORLJ42MWMQ,B003PL699M,SandraMaria,This is a perfect kabob for fruit and veggie treats for my chickens. I hung it from a chain inside their run so when I have to keep them penned up they have something to do and a treat to eat!,"Bawk bawk, perfect for chicken treats!",1528848000,,
2055543,4,,False,"05 21, 2016",A5WZ7SU30I7BW,B00LL4FC5W,Lisa Write,"<div id=""video-block-R2DFDUR2GJS4KL"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/D1Kv65frD%2BS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/91BY3gnWPlS.png"" class=""video-slate-img-url"">&nbsp;This is a great introduction to cat toys for own your feline friend. I have a few foster cats, aged kitten to adult.  I tested this out with each age group, and the kittens went the wildest for it.  I'll post some video of the kittens/mom playing, and at the end, I'll quickly show the lures and attachments.  Note: I was not able to get full fluid motion with the feathers as they are in a large bathroom until they are cured of their colds.  I did get full motion with my adults, and they were not as interested....I can't be sure if it's the bell distracting them or something else, but they simply did not seem to enjoy it as much as the family in the video. In fact, one of the adult cats seemed rather put off by it, and she generally adores feathers.  I have other toys with bells that they enjoy, so I just cannot imagine why they weren't crazy for this.

Overall the price of this toy is great for what you receive, but the way the lures/string are attached poses some issue during play when compared with other toys that the Bird Catcher is trying to duplicate in a condensed form (Da Bird, the Cat Charmer....both of which I've purchased).  When the feathers are spinning and flying, the motion is full and fluid, but at times the string gets tangled with its own lure, and other times the string gets caught in the feathers.  This happened in the video, and we only played for a few minutes.  The string is rather stretchy = less control of movement.  Also, if you want to allow your cat the satisfaction of a good ""catch"", (which usually means they get to drag their prey off), it means dropping the handle once they've got their kill in their mouth.  Be a little more careful since this is a wooden handle.  Each of the attachments has a bell.  I believe it can be removed with effort, but be careful as the lure openings are tricky.

I'd recommend this toy to someone on a limited budget.  Personally I have more recently tended toward wire lure toys, as they are durable and provide a good amount of control.  The cats are able to get the toy in the mouth and pull with no give, which they seem to enjoy.

Above all, regardless of what type of wand toy you choose, please DO NOT LEAVE THEM OUT.  There are several reasons for this:
1) The wire/string/rope can get caught around a body part and harm them. (I know of a cat who lost a leg due to a wand toy getting caught in it. Imagine if it got stuck around a neck.)
2) Cats enjoy this bonding time with you.  Wand toys are meant to be an interactive experience.  No toy is as important as time with you!
3) Hiding and rotating toys will keep them fresh and new for your pet.",Great starter toy!,1463788800,,
567955,5,,True,"06 18, 2016",A28QJB392PSMPX,B0012LHMTI,weasel,I used to get this supplement from my vet and it cost 3x as much.  My cat loves it and gets one everyday and he can't wait to get it.,Great supplement,1466208000,,
840709,4,,True,"08 14, 2015",A1ACGT2G8MG97V,B001NIZAH6,LaVonne Milne,Very nice drinking fountain. Didn't realize that it strongly suggests replacing filter every 2 weeks... that can get pricey! The cat loves it and I know she's getting plenty to drink.,SLURRRP,1439510400,,
1660989,1,,True,"08 31, 2015",A2ZZ8SL6X51M2O,B00R3G8D8A,HeyTrud,Way too big for even a 13 Pound Bichon and way too heavy. The Bichons spend about a minute and it's gets thrown out like everything else Antler made.,NOT for 13 pound or smaller dogs,1440979200,{'Size:': ' Medium Split Elk Antler (5 to 6 inches)'},
1555903,5,4,True,"10 31, 2014",A1RKRG5S6D9OJP,B00KREQZJ4,Nerds Gone Wild,"I started my puppy on Blue Buffalo Chicken and Rice Recipe (puppy) but she had frequent gas and loose stools. When I switched to the Freedom Grain-Free variety, this changed drastically. No more smelly,loose poops and way fewer horrific dog farts.
She did enjoy eating both kinds though and both gave her a shiny, pretty coat.
However, the grain free is definitely superior because aside from lacking grain it also contains fish oil, which the other puppy recipe doesn't have. You can see and smell the fish oil when you open a bag. It's super good for their coats and digestion.",She did enjoy eating both kinds though and both gave her a ...,1414713600,"{'Size:': ' 24 lb', 'Flavor Name:': ' Chicken Recipe', 'Package Type:': ' Standard Packaging'}",
1700760,3,,True,"01 1, 2015",A2X41HCFG7JF94,B00UJXLH7I,Kindle Customer,My dog loves this kong frog but the squeaker broke after a month.,My dog loves it but squeaker broke.,1420070400,{'Size:': ' Large'},
543138,5,,True,"01 26, 2012",A2XYZQ77E88LIG,B000YDQ90I,Matt,Best filter on the market as far as I'm concerned. A must for any aquarium owner. Easy to use and change with your aqueon unit.,Aqueon Filter Cartridge,1327536000,"{'Size:': ' Large', 'Style:': ' 12 pack'}",
531547,5,,True,"05 14, 2015",ACZI73NXJSHRW,B000X958MS,mary badeen,My kitties love this stuff.,Five Stars,1431561600,{'Flavor Name:': ' Tuna'},
1764792,5,,True,"05 5, 2017",A25LNGRJ4RNIJQ,B0108WNCUE,Vallery  M.,this is the 3rd set i've ordered!!  they are extra bouncy and heavy duty,Five Stars,1493942400,"{'Size:': ' Small', 'Color:': ' Blue Mix (6-Pack) Small'}",
1597823,4,,True,"10 1, 2016",A1BJKH15SCBPE0,B00N19NU6I,E. Hallberg,This is a very nice quality dog bed for the price.  Sturdy sides and top.  And  it is collapsible for travel.  My Dachshund loves it.,Nice quality and good price,1475280000,{'Color:': ' Cream'},
1636930,5,,True,"04 24, 2017",A1KEQ6B2WKEUE,B00PCL5VR4,Debbie Borchers,Use these every day!,Five Stars,1492992000,"{'Size:': ' 180 Count', 'Color:': ' Green'}",
291509,5,2,True,"08 9, 2013",A2Z92ALFLOLOSG,B0007CQGX6,Yvette N. Berke,Have used this both for holding area for spay / neutered kittens and as a training cage for litter box training of just weened. Large enough to accommodate litter box and other items.,Cage on wheels works great,1376006400,,
1588959,2,,True,"03 2, 2015",AQGGK340JR2V9,B00MI2RQ46,Dr. Loomis,"Looks nice, feathers are longer than da-bird, no artificial colors, and I didn't smell any chemical odors like some people have been reporting... but it doesn't twirl.  It doesn't float.  It doesn't flutter.  My cat still chases after it and plays with it and chews it up... but I feel like its less fun for ME because it doesn't float and flutter.  I bought the 12 pack and I regret it.",Does not float or flutter.,1425254400,{'Size:': ' 12 Pack'},
1778001,4,,True,"08 25, 2017",A1UAH0OTNF9T7K,B012A3T31Q,Steph M.,Slightly too big. Dog is 43 pounds.,Too big,1503619200,"{'Size:': ' Medium', 'Color:': ' Purple Dusk'}",
1465055,5,4,True,"07 30, 2015",AL2NJFKV7DV4X,B00GZMV16E,PeacockBlue11,"I have been purchasing harnesses left and right trying to find something for my mini Aussie.  She doesn't like the collar and the doesn't like the harnesses with the fabric chest piece.  I was so excited when I put this on her and she happily stood up without squirming around or trying to pull off the harness.  My dog is about 30lbs and I purchased a medium, it fit her perfectly.",Perfect for picky dogs,1438214400,"{'Size:': ' (19.5"" -25.5"") Chest Girth', 'Color:': ' Florence Orange'}",
878719,5,2,True,"06 8, 2014",AQQG1U2XDCMLE,B0020N940C,N. Shiyandja,"I hate putting compostable dog poop into plastic bags to clog up land fills.  I tried a doggie septic tank - that was a disgusting disaster.  This is the solution, if you have a clean-out accessible - highly recommended

I read some some dialogue on whether or not this is acceptable. Your sanitation department might not like having more solids to handle in their plant (mostly for cost reasons) and discourage this, but their alternative would be you send it to a landfill.  Better for the sanitation plant operating cost but not better for the planet.  Dog poop is easily handled by a sanitation plant and this is green solution.  See the NRDC review here [...]",Fantastic,1402185600,,
1241544,4,,True,"01 11, 2018",A2GVMFQNI159QO,B0081XG2DW,A. Dejesus,"Very fresh, sweet hay and my guinea pigs loved it. However, there are lots of little pieces in the bottom of the bag which goes to waste.",sweet hay and my guinea pigs loved it,1515628800,{'Size:': ' 56-Ounce'},
1995203,5,,True,"03 30, 2018",A444YN2T72H0H,B0038QJLQC,E. Aberts,My cat loved this kitten food. Helped him keep his weight up in his last year.,Five Stars,1522368000,{'Size:': ' 3-Ounce'},
97586,5,,False,"03 29, 2014",A1IGCUY11IG8I2,B0002AR19Q,Natalya the Spy,"I bought the purple one for cats, but it is the same ""brush.""

As you can see from the other reviews, it works pretty well on cats.

My cat has super soft, fine fur. It gets onto things and is hard to get off.

But the best thing is that this brush actually works well on clothing and the couches/chairs, etc. IT is slightly tacky. Not sticky, exactly, but it attracts the hair in a clingy way. It's quite brilliant. Glad I made the purchase.",Great brush,1396051200,,
936516,3,,True,"05 12, 2012",A1JBA0VIJTEU0T,B002Y3O4OE,D. Stephenson,This sweater runs small and was nearly too much so for my small Chihuahua. It is definitely heavy enough for a cold day. Legholes are a bit too big.,Heavyweight shirt,1336780800,,
677963,5,,True,"04 20, 2016",A3CXDCWT19L7CH,B0010P66Z2,Cathy L. Bateson,great product,Five Stars,1461110400,"{'Size:': ' Regular/Small', 'Flavor Name:': ' Original/Wishbone'}",
955836,4,,True,"03 7, 2017",A3S9U2O6IEZDAR,B003ARUKTG,dawn b.,keeps dog entertained,Four Stars,1488844800,{'Size:': ' 4 Inches'},
1265583,4,,True,"02 4, 2018",A27PSQQW1SJYL1,B008Y527PE,Sarah Ruth,"I want to love this toy as much as my cat does. He adores chasing after it every time I bring it out. Unfortunately, he likes to chew on what he catches. I'm nervous about him hurting his mouth or teeth on the wire. Switching this out regretfully for a more chewing-friendly chase toy.",I want to love this toy as much as my cat does,1517702400,"{'Size:': "" 30'""}",
1569157,2,,True,"05 6, 2017",A4L8BYHN87LUD,B00LHYFZH6,Susan Lohmann,Bought this to help with car travel for my son's Husky.  It did not seem to help with her anxiety at being in the car.  She did seem to be somewhat disoriented by the product and huffed a bit after taking it.,No Quiet Moments,1494028800,{'Size:': ' 70'},
632187,5,,True,"11 12, 2014",A3R740QV05RC0K,B000VTRI32,TDalias,great price,great price,1415750400,"{'Size:': ' 26-Pound Bag', 'Flavor Name:': ' Reduced Fat', 'Package Type:': ' Standard Packaging'}",
