,Unnamed: 0,overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image,review_clean
368,30609,4,,True,"08 29, 2015",A3SHEWLXT5M0UT,B000VZYYWY,{'Format:': ' MP3 Music'},C. Davis,liked,Four Stars,1440806400,,like
369,107017,5,,True,"07 4, 2015",A3B3O292TF4H9K,B00Q6JOWBM,{'Format:': ' MP3 Music'},A. Fallaw,love this,Five Stars,1435968000,,love
370,100260,5,,True,"01 11, 2015",A3DY2RKJLJHT9M,B00K9DOP7C,{'Format:': ' MP3 Music'},William F. Korolsky,Everything as expected. Thank you.,Five Stars,1420934400,,expect thank everything
371,123901,4,,False,"03 31, 2016",A2HMYDL0C91P3N,B000V693II,{'Format:': ' MP3 Music'},Autumn Dreams,okay,Four Stars,1459382400,,okay
372,91791,4,,True,"07 14, 2015",A3SVCK3QJ0QGK7,B00EQRI186,{'Format:': ' MP3 Music'},felicia,great song.,Four Stars,1436832000,,song great
373,134214,5,,True,"02 28, 2018",A2VF5T0X0FPDG2,B00136NE62,{'Format:': ' MP3 Music'},Marcia M.Janikowski,Love it!,Five Stars,1519776000,,love
374,161365,5,,True,"02 6, 2015",A18LOSGUIALRLU,B00FPX9XGO,{'Format:': ' MP3 Music'},sherry atchley,love this music,Five Stars,1423180800,,love music
375,56606,1,,True,"04 15, 2014",A3DG93E8TXMKZF,B001KOWH0G,{'Format:': ' MP3 Music'},JohnAroundTheCornerReviews,"This is NOT a piece of music.  It is only used for tuning up an orchestra or instrument.  Unless you want to tune your musical instrument, DO NOT DOWNLOAD.  All this is is a single tone, DO NOT DOWNLOAD.","All this is is a single tone, DO NOT DOWNLOAD.",1397520000,,tune single use piece musical want tune instrument music download tone orchestra unless
376,29947,5,,True,"02 25, 2013",AHGWLTJQMNBRS,B000VZO8QG,{'Format:': ' MP3 Music'},Lakay,"if not for Johnny Cash i would have never known of this song, i got this one so i could have both versions.... i like the Johnny Cash version better....",interesting song,1361750400,,johnny never version song version like good got would could one know cash
377,20038,5,,False,"07 20, 2016",ALIBRR4PLLLX2,B00136NOGC,{'Format:': ' MP3 Music'},a customer,"I've played this theme song more times than I can count.  This song is about how people in fear have the Ghostbusters to call.  How when in danger they have heroes to turn to.  The song inspires and entertains.  The music energizes fans everywhere, and the Ray Parker Jr.'s voice is powerful.",Classic.,1468972800,,count energize everywhere jr.'s play entertain ghostbusters i've song hero fan theme fear call music powerful people inspires danger parker turn voice ray time
378,5638,5,,True,"02 27, 2013",AD3VJNKDVFDYG,B000VHOUMG,{'Format:': ' MP3 Music'},R. MCRACKAN,This is a great classic song. We all know the message and we all know what it's for. My suggestion is to stop reading reviews and go enjoy this with someone is a dimly lit room.,You know what this song is for,1361923200,,know read great review song enjoy dimly classic stop lit suggestion message go someone room
379,153780,4,,True,"11 13, 2014",A1WW8DVM45IQVX,B005JT0AUM,{'Format:': ' MP3 Music'},Alienai,"Bloodshot Records has alot of oldies that bring childhood back. Fun to hear, fun to sing. And strange when you remember all the words!!  Wee Hairy Beasties, love the names. Kids loved it and so did I.",Wee Hairy Beasties make you smile!,1415836800,,beasties oldie childhood kid strange bloodshot name bring record word remember sing love hairy fun hear wee love back alot
380,13820,5,2.0,True,"09 23, 2012",A1UI3GTWA5NZL0,B0011ZT5MM,{'Format:': ' MP3 Music'},Ai,"If you have ever had that feeling like you could just explode, implode, spontaneously combust... Then this is your cure.",Ever Get That Feeling?,1348358400,,feel explode spontaneously like ever cure combust could implode
381,4262,5,,True,"06 10, 2014",A1MAZQUR7WF4,B000V638BQ,{'Format:': ' MP3 Music'},Elizabeth,"What a great song!  I greatly appreciated the lyrics, how a father stretched beyond his patience is able to pass on wisdom to his son, and the ending reference in the dream of hearing God pass on the message was so powerful as well.  What a brilliant song, and brilliantly sung.",Brilliant!,1402358400,,beyond brilliantly lyric able hear father great sung pas appreciate song wisdom end son dream stretch patience greatly god message powerful well reference brilliant
382,163008,4,,True,"03 13, 2017",A292ZFVKSR1QY6,B00IXBOHWK,{'Format:': ' MP3 Music'},Donna lindsey,Yes he knows my name! This is a good song,"Good, good song",1489363200,,yes good name song know
383,42761,5,,True,"03 22, 2013",A6OL4ZKQFA2HW,B00136LO78,{'Format:': ' MP3 Music'},James J. Reynolds,"I love Pink's music, this is one of her best in my opinion. it's an oldie but a goodie...you will not be disappointed.  This song DOES NOT have explicit language.",Who Knew (Main Version,1363910400,,opinion disappoint best song explicit goodie...you music language one oldie love pink's
384,143423,5,,True,"09 19, 2014",A39EZTITCAIK2,B001FAM99E,{'Format:': ' MP3 Music'},Donna J. Little,Grandma good old days. Still a fun song. Check it out!,Five Stars,1411084800,,day grandma still fun good song check old
385,48946,5,,True,"02 15, 2016",AR8G6QJ6QD9PQ,B00137VCQK,{'Format:': ' MP3 Music'},zztigger,Reminds up how far our sin is from us and God. Great song and reminder.,Great song and reminder,1455494400,,great far reminder song god remind sin
386,109370,4,3.0,False,"05 21, 2015",A23LHYBAB2SXWC,B00TQTE8UE,{'Format:': ' Audio CD'},nin/ja77,"It is amazing that this album is so truly great coming 18 years after Faith No Mores last release 1997s Album of the Year. After testing the waters with a 2009 reunion Faith No More finally have delivered a new studio album. New material from reformed acts can be a dangerous thing. Often adding nothing to earlier work and end up usually feeling out of place when put next to earlier work, thankfully no such problems with Sol Invictus which from start to finish is a fine album.  From the laid back, moody opener of the title track Sol Invictus to album closer From The Dead Faith No More demonstrate that they still have a lot to offer in 2015 and at a time when rock is supposedly dead Faith No More prove that it is only dead to those who don't know where to look. The early signs were good with the Black Friday release of MotherF*****r which sounded like a different version of Tomahawks I.O.U to the second single the driving Superhero which was a straight up throw back to Faith No More KFAD 1994 era.  Bassist Billy Gould really shines this album with his bass driving a number of tracks such as Separation Anxiety and album stand-out Matador. If this album had been released in 1999 or early 2000 it would have been the album that the current line up of the band would have made, that fact that it came in 2015 does not distract.  Make no mistake this is a great Faith No More album, Tomahawk fans will notice similarities (in particular Cone of Shame & Motherf*****r) between that bands past release and this. That is to be expected as Patton has released 4 albums with them. At 10 songs some will say it is too short but I feel it is the right length and perhaps there is more to come as on this form it would be truly disappointing if they do not follow Sol Invictus up with more material.",It had no right to be this good...,1432166400,,feel know sign mistake second track kfad black tomahawk reform rock work act notice like drive come straight song distract come demonstrate motherf*****r fine usually moody next title billy last problem follow nothing shame length thing anxiety tomahawk faith matador great different amaze feel bass fan sol early line put finish really dead fact offer lot new back make place right material stand-out good single i.o.u dangerous add truly sounded number patton studio early version band time test perhaps more album would particular track still prove separation reunion finally friday similarity closer start band form year release current make release shine album cone short disappointing invictus often lay opener come look superhero gould bassist end supposedly deliver year past expect say thankfully throw water era
387,104885,4,,True,"06 8, 2015",AEN6Z8ZH80IB5,B00O64D75Q,{'Format:': ' MP3 Music'},SHARONDA  BROWN,Great song!  I hear this song and I just want to start dancing.,It's going down!,1433721600,,great song want hear dance start
388,140155,4,,True,"12 12, 2017",A3DPPZCPCLWWQH,B0013EWFO6,{'Format:': ' MP3 Music'},Mayhem,Loved it,Four Stars,1513036800,,love
389,158076,5,,True,"03 22, 2014",A27HKE3D4C3V9Y,B00AXVHEGO,{'Format:': ' MP3 Music'},Robert Morris,"Ms Andrews has a voice like an angel. She puts her God given talent to work glorifying Him, and I pray she keeps up the wonderful work.",Strong Voice,1395446400,,put talent work pray like keep wonderful god andrew glorify angel voice give
390,106206,5,,True,"11 3, 2015",AZWULMAOSR7IR,B00OXE3MO0,{'Format:': ' MP3 Music'},Jazy,Love it,Five Stars,1446508800,,love
391,143541,5,,True,"03 26, 2015",A3GJ6CFWN47N0U,B001G61AJW,{'Format:': ' MP3 Music'},Francis Tuifao,I love it. This song is now in my music library. Thanks.,"Ennio Morricone - Il Buono, Il Cattivo, Il Brutto (The Good, The Bad, & The Ugly - Main Theme) (The Good, The Bad, & The Ugly)",1427328000,,love music library song thanks
392,124172,5,,True,"07 28, 2016",A5VKAGKURFJ,B000V9AXJ8,{'Format:': ' MP3 Music'},Nicole,This is an awesome song. I like the message it holds.,good song,1469664000,,song awesome hold message like
393,22311,4,,False,"11 1, 2012",APH8DPK6LWHNW,B00137IHO0,{'Format:': ' MP3 Music'},Ray Clark,Another great oldy.  Love it on my workout play list.  Love to run to the oldies.  This is a good remaster.,bringing back the memories,1351728000,,oldie good great list workout oldy run play another love remaster
394,6853,5,,False,"12 5, 2014",A10YBR8TO794IN,B000VZUIAQ,{'Format:': ' MP3 Music'},Mae Eaton,"The sound is not muffled. It's great to play, even over a speaker! I",It's great to play,1417737600,,muffle play great speaker sound even
395,167452,5,,True,"01 25, 2017",A2LI0X82E96JAK,B00YI4BBA2,{'Format:': ' MP3 Music'},David Cardona,"These guys know what they are doing, all of their songs are very good, well put together and Cirice is definitely one of their best.","all of their songs are very good, well put together and Cirice is definitely one ...",1485302400,,know cirice good definitely together best put song well one guy
396,24289,5,,True,"11 15, 2012",A21TPK1XUZ6K4Y,B00137OHD0,{'Format:': ' MP3 Music'},kracque,I feel like this song relates to some woman. I don't know.....I just like the tone in Carrie's voice when she sings this song. Worth the money to buy this song. Thanks,powerful,1352937600,,relates sings worth feel song money like woman carrie's thanks know.....i tone buy voice
397,32509,5,,False,"07 2, 2013",A2JKVFMQXXEP3V,B000W239UY,{'Format:': ' MP3 Music'},vicki belcher,i love vince gill. he has a wonderful voice. all his songs really speak to you. we played this song at grandma funeral. i would recommend buying any song or album from vince gill. he also has great duets,sentimental song,1372723200,,duet speak played buying gill great song vince grandma album would wonderful recommend really song also funeral love voice
398,4806,5,,True,"02 10, 2013",A2QJPUQ9DBVHT7,B000V68LJ0,{'Format:': ' MP3 Music'},Al,SIMPLE MAN BY LYNYRD SKNYRD IS A GREAT GREAT TUNE.  I HAVE BEEN A SKYNYRD FAN FOR A DECADE NOW AND NEVER TIRE OF THEIR MUSIC.,SIMPLE MAN,1360454400,,skynyrd man tune never great lynyrd simple decade sknyrd music tire fan
399,93128,5,,True,"12 2, 2013",APUE13MSJ328S,B00FHU3G6I,{'Format:': ' MP3 Music'},Merry,"All I have to say is YES. Yes to this song, yes to this pairing of genius', yes to everything that is this entire song.",This song is everything I didn't know I needed.,1385942400,,genius say pair entire yes song everything
400,128094,1,,True,"04 24, 2017",A1CYZ85I9M5NXK,B00108F3I0,{'Format:': ' MP3 Music'},hanif b urquhart,Was looking for the original this isn't it,One Star,1492992000,,look original
401,124244,5,,True,"04 29, 2015",A384XR2WG8UEJO,B000VAHEO4,{'Format:': ' MP3 Music'},Christina,:),Five Stars,1430265600,,
402,162612,3,,True,"12 31, 2014",A1FULI29QBC22E,B00ID1T4CS,{'Format:': ' MP3 Music'},Dr. Sams,"Not CAJO's best but what's cool is that even CAJO's mediocre albums dominate the majority of what's out there today. His God, City, USA album is a lot better than this one so there's always redemption around the corner with CAJO",Not CAJO's Best but it's decent,1419984000,,majority city album today dominate redemption around best usa mediocre cool well cajo cajo's album what's there's god corner one always lot even
403,160612,5,,True,"12 16, 2015",AVMEEY4UR2JLA,B00ELB14YA,{'Format:': ' MP3 Music'},drew kohl,"Great price, item exactly as advertised. Overall very happy with purchase.",great sounds,1450224000,,happy great purchase exactly price advertise overall item
404,11954,5,,True,"06 1, 2016",A3LD9MWYUZ3B8L,B0011Z2Z0Q,{'Format:': ' MP3 Music'},stefan poole,This is all good,Five Stars,1464739200,,good
405,134958,5,,True,"04 4, 2015",A2XBMGETQRI2SG,B00136PU0A,{'Format:': ' MP3 Music'},Magna Goldenberg,I loved this song when I was around ten years old. :),Five Stars,1428105600,,love year old around song ten
406,87010,5,,True,"01 31, 2014",A11P853U6FIKAM,B00BXGWR56,{'Format:': ' MP3 Music'},Kindle Customer,"Matt Maher is my favorite Christian artist, and this particular song has been a life-changer for me.  I play it at least once a day.",Favorite Artist,1391126400,,least day favorite christian artist song particular maher play life-changer matt
407,3809,5,,True,"08 27, 2014",AC31ND7HT5SQ2,B000V62TQG,{'Format:': ' MP3 Music'},Iamnic,Love,Five Stars,1409097600,,love
408,76534,4,,True,"01 16, 2015",A1CFYK6MW2FULG,B007JOM5XA,{'Format:': ' MP3 Music'},narrell soule,nice item,music,1421366400,,item nice
409,2329,5,,True,"10 31, 2015",A3CJKFS9JDR2CN,B000TDYS9C,{'Format:': ' MP3 Music'},Chappell,love this,Five Stars,1446249600,,love
410,85445,5,,True,"09 4, 2014",A22YDWGMZVVTR,B00B6CDOFO,{'Format:': ' MP3 Music'},katharine,like,Five Stars,1409788800,,like
411,23388,5,,True,"02 8, 2014",A1DYZ7H8WRLKL2,B00137MJFS,{'Format:': ' MP3 Music'},hsppy,Reminds me so much of my daughter.that passed away at 32 years of age. I think she was an angel that was sent here show uphow to love unconditionally,my daughter,1391817600,,year age unconditionally away send much pass daughter.that remind uphow show love angel think
412,25182,4,,True,"08 26, 2015",A3IH5L48F016GF,B00137TG3Q,{'Format:': ' MP3 Music'},Nitemajique,sassy,Four Stars,1440547200,,sassy
413,84210,5,,True,"03 21, 2013",A13KYZ1GZO9TLZ,B00AIGPKFG,{'Format:': ' MP3 Music'},Purple Sage Healing,I use this music for background ambiance in my holistic healing practice.  It creates a very relaxing atmosphere so my clients feel rested.,Peaceful,1363824000,,use feel creates rest music holistic background relax practice client ambiance heal atmosphere
414,147288,5,,True,"01 4, 2016",A38BC7JH4CN4I,B001T5JFQ0,{'Format:': ' MP3 Music'},Patrick K. Mabry,NO COMENT.,Five Stars,1451865600,,coment
415,48894,5,,True,"03 3, 2013",AS9T78ELSSDJY,B00137TNVG,{'Format:': ' MP3 Music'},Becky M,"This also is another great rendition of Barber's Adagio.  I just love this piece\song.  It's also attached to Christ's passion on the cross.  That's what I think of whenever I hear this piece.  It is so heart wrenching and bittersweet.  Bernstein concucts this and the NY Philharmonic plays it so passionately.  Again this is an old rendition and I have this also on either vinyl or cassete tape, I forget which because I have those packed away and play CD's and mp3's now.  I'm so glad I found it in mp3 also.",another great rendition,1362268800,,christ's passion away cd's piece\song whenever vinyl either philharmonic great bernstein piece i'm ny passionately cassete forget adagio old attach found play heart pack glad hear that's bittersweet concucts also play another love cross rendition wrench think barber's tape
416,98122,5,,True,"12 10, 2015",A3W3GALJ6F66D9,B00IXBOP8G,{'Format:': ' MP3 Music'},BN11,Excellent song!!!,Five Stars,1449705600,,song excellent
417,105240,5,,True,"02 25, 2015",A3LIOQ6M991VBX,B00ODGXFCW,{'Format:': ' MP3 Music'},nikki,"i love this band , and this song , its on my everyday play list",great song,1424822400,,play everyday love list song band
418,77351,5,,True,"06 8, 2013",A2XR0RUGUVCXX5,B007XR1CUA,{'Format:': ' MP3 Music'},Amazon Customer,"I love this song, it really puts Sunday Morning into perspective and gives you motivation to get through your week.",Awesome feel good song,1370649600,,put get give sunday song motivation really week love morning perspective
419,1526,5,,True,"06 29, 2016",A27JDEKPZITWW,B000SZX8H4,{'Format:': ' MP3 Music'},Steve,Great Heart song,Five Stars,1467158400,,song great heart
420,59841,5,,True,"08 24, 2013",AIH70EEUT8XN2,B001R62FAY,{'Format:': ' MP3 Music'},Dawn Furlo,It was so fun to hear this song at our 40th Class reunion.  Being able to download song to iPhone was easy.,1973 Class Reunion Selection,1377302400,,class hear easy fun reunion able song download iphone
421,1232,1,,True,"01 2, 2015",A56XVP4BQFWRC,B000SXKWXY,{'Format:': ' MP3 Music'},james sanchez,never ordered it,One Star,1420156800,,never order
422,100936,5,,True,"08 22, 2014",A2IOOH76T0G1MU,B00L2B5MKY,{'Format:': ' MP3 Music'},williams,I Love This Album!,Five Stars,1408665600,,love album
423,51408,5,,True,"12 13, 2012",A1QSM4J5IKE4BQ,B00140ZU1O,{'Format:': ' MP3 Music'},J. Horn,great song by system of a down one of my favorites as well heard it once and had to get it,great song,1355356800,,get favorite great song system one well hear
424,122382,4,,True,"10 3, 2014",A1RGJA7LQ3B5H7,B000TE7IGG,{'Format:': ' MP3 Music'},John Cuellar,It is one of the early Daft Punk songs and it is okay.,Technologic,1412294400,,one okay punk daft early song
425,13349,5,,True,"10 2, 2013",ATC9XVIZY0DL2,B0011Z8OFQ,{'Format:': ' MP3 Music'},Lita French,"One of the all time greats, sang by so many different artist, but always a heart grabber, it can apply to so many people!",Beautiful!,1380672000,,many sing grabber artist different time heart people one always apply great
426,110708,5,,True,"07 10, 2016",AZD8SMNGQI98O,B00V079MVA,{'Format:': ' MP3 Music'},Perfect Moment,soothing and calming,Five Stars,1468108800,,soothe calm
427,41212,5,,True,"12 20, 2014",A3NFZR5IWPACQD,B0012QHVEE,{'Format:': ' MP3 Music'},Harold J,The jazz inspired drumming is fantastic. As are the keyboards & guitar.,"A 'sticks in your head"" Classic",1419033600,,guitar fantastic drumming keyboard inspire jazz
428,82019,5,,False,"01 29, 2013",A2ELQF6RB9PIM9,B009L5EOCU,{'Format:': ' MP3 Music'},myluvrby,perfect music for working out! all her songs have strong meanings and really pump you up to complete your exercise entirely,great song,1359417600,,meaning work music really songs entirely strong perfect complete pump exercise
429,86844,5,,True,"07 17, 2013",AOZYVALWGGOMO,B00BWGHIHY,{'Format:': ' MP3 Music'},Virginia L. Forney,I Love Robin Thicke He really sang this song and you really get up and dance with song. When I first heard this song I Had to Have it.,Another song that just make me want to dance,1374019200,,get sang first thicke song really heard robin love dance
430,82281,5,,True,"04 20, 2016",A1D14VC7G3KXSP,B009TZATWG,{'Format:': ' Audio CD'},HERBERT LLOYD,nice,Five Stars,1461110400,,nice
431,33400,5,,True,"08 10, 2015",A2VYPEKBMV1E14,B000WQ6XK8,,Wiseguy,These songs helped us get through the difficult times cause it spoke about the feelings we had that we could not put into words..,Classic lyrics that applied to the feeling during your first break up......,1439164800,,get difficult word feeling put speak could cause song help time
432,161809,5,,True,"12 9, 2016",A2WTYY8I0WZZZZ,B00GKGELBM,{'Format:': ' MP3 Music'},Arhue,"The best generalized baroque collection at the best imaginable price. A true audiophile might wish to specialize with recordings of specific baroque pieces, performed by specific musicians and specific orchestras, but the value of this collection is so unquestionably superb that only a snob would not be immensely pleased with it! This series is a great value at a much higher price, and certainly just as enjoyable at this much lower price.",No need to hesitate!,1481241600,,enjoyable orchestra perform musician unquestionably specialize certainly much generalize great collection superb immensely price recording best high baroque imaginable specific value snob would audiophile true pleased might series piece low wish
433,156434,5,,True,"05 30, 2014",A1E23YTGHD2RD6,B0091LH1WE,{'Format:': ' MP3 Music'},Richard Rivera,Now that is what I enjoy the best!  Her vocals and the music are perfect in this song.  Keep it up Kelly!,Cool and sexy jam!,1401408000,,kelly best enjoy song vocal music perfect keep
434,132724,5,,True,"05 5, 2015",A29V7E1TFYXKJ,B0012EFZR6,{'Format:': ' MP3 Music'},charws,"A good, pleading love song.  Too bad the so-called music of today isn't like this.  George....hands down.",Good music!,1430784000,,so-called today love music george....hands good song plead like bad
435,155739,2,,True,"06 30, 2016",A28M14UKMDYE4G,B007P9A13K,{'Format:': ' MP3 Music'},Amazon Customer,No one of pitbull's best.,Two Stars,1467244800,,one best pitbull's
436,163159,4,,True,"09 18, 2015",A305HCNN7B19TI,B00J8SRD50,{'Format:': ' Audio CD'},David M Rich,I am new to Umphrey's Mcgee and I like it fine. It is so hard for me at 73 to find music that appeals to me I have been a fan of this type of music for 40 years and Umphrey's Mcgee continues that genre for me.,I am new to Umphrey's Mcgee and I like it fine,1442534400,,year hard type find appeal genre continue like music umphrey's fan fine new mcgee
437,147585,5,,True,"06 9, 2013",A33EIZD6GMJ1WL,B001VSUZ6O,{'Format:': ' MP3 Music'},LoveAmazonBoom,"My daughter had this song on her MP3, I liked it so much, I decided to purchase. Fast paced country crossover to Pop Rock. I've heard it on the radio many times. I recommend this song. Both country and rock and pop rock fans alike. :-)",Great catchy tune for a 'country song',1370736000,,many much pop radio i've rock song country fan decide purchase recommend crossover alike daughter hear like paced time fast
438,1423,5,,True,"10 20, 2013",ATC9XVIZY0DL2,B000SZGWDG,{'Format:': ' MP3 Music'},Lita French,"Some of our best singers are from the oler songs, and this one is no exception, beautiful, soulful, and relaxing!",Oldie Great!,1382227200,,beautiful exception soulful best singer relax song one oler
439,70997,5,,True,"12 2, 2013",AGBQJLG0ZU074,B0059H09DC,{'Format:': ' MP3 Music'},Bob,Because Adam Levine who is on The Voice is one of my favorite singers and his songs like Moves Like Jagger are hugely popular. He and Blake are the best on the judges panel also.,Adam Levine is big.,1385942400,,popular blake levine favorite move adam jagger hugely best like singer songs one also judge voice panel
440,68358,5,11.0,False,"12 7, 2010",A1D6HK21UH1163,B004EY31TK,{'Format:': ' Audio CD'},Jason A. Cleveland,I have no idea what you people listened to this album is great! Redman spits crazy ryhymes over crazy beats what more can you ask for? If you want his old music buy his old albums!,Strong album............,1291680000,,listen idea redman crazy album great want old spit music album people ask buy ryhymes beat
441,134518,5,,True,"01 18, 2017",A1A3R2SG60TOR0,B00136NN04,{'Format:': ' MP3 Music'},JULI,Love this song!!,Five Stars,1484697600,,love song
442,98561,4,56.0,False,"05 1, 2014",AEK2F5IOIYPBX,B00J80ED9M,{'Format:': ' Audio CD'},Daniel E. Fox,"Let's face it--the Pixies couldn't win here.  If the new songs sounded too much like Doolittle or Surfa Rosa, people would be saying they are just resting on their laurels and reliving their past (albeit without the inimitable and sublime Kim Deal).  if the music deviated too much from the classic Pixies sound (and chord structures, let's face it---some of their songs are similar), then people would be asking why this isn't just another Frank Black solo album.  I think they find a pretty healthy medium here---there are at least a few songs here that absolutely stand up next to anything on Doolittle (I love Greens and Blues, Indie Cindy, Ring the Bell, and Magdalene 318, for starters).  There are a few songs which are just so-so, but really not a lot of those (the hit-to-miss ratio is pretty good for a 12-song album).  Yes, like many others I miss Kim's bass work and awesome background vocal work, but Black Francis's vocals are great on here and nearly make up for that, and Joey Santiago's guitar work to me is almost as integral to their sound as Black Francis---his crazy solos and surf-punk stylings sound awesome on here.  I'm awfully glad to have new Pixies material...it's good to have the real thing back (they have been imitated and cribbed by other bands constantly since their heyday).  Viva la Pixies!",New Pixies is worth celebrating,1398902400,,hit-to-miss relive black vocal crazy much find it---some work ask francis---his inimitable here---there magdalene like pixy vocal green glad say song think medium others next chord least cindy many thing rosa kim's great surfa real so-so bass albeit indie integral starter music ring nearly surf-punk really deviate bell face love lot new back viva deal ratio solo similar stylings yes good win let's sound it--the almost awfully sublime band miss album la would background joey solo blue laurel guitar sound make constantly i'm doolittle rest imitate cribbed since awesome classic francis's without frank people past another kim structure anything heyday absolutely santiago's healthy pretty material...it's stand
443,6210,5,,True,"05 4, 2016",A3ASUV965NSQ6Q,B000VWMTHE,{'Format:': ' MP3 Music'},Tonya Crippen,Nice song,Five Stars,1462320000,,song nice
444,163422,5,,True,"01 5, 2015",A2IIHYLKO4OUB1,B00JQI02XW,{'Format:': ' MP3 Music'},Monique De Gonzalez,Love it.,Five Stars,1420416000,,love
445,169741,5,,True,"09 21, 2017",A35LFP1O4VH5ZP,B01H7XAFSO,{'Format:': ' MP3 Music'},Vanessa Mitchell,Drake is awesome...,Awesome!!!,1505952000,,drake awesome
446,85454,5,,True,"01 28, 2014",A2TKE89PNQG57O,B00B6CDOFO,{'Format:': ' MP3 Music'},mark tutt,If you like Celtic music this is a great addition to your musical library. It's one of those CDs that you can start on your Kindle and then just continue to read. Note keep the volume down or you'll stop reading and start listening,Great music,1390867200,,kindle volume read addition great musical continue listen like stop read music one celtic cd note library keep start
447,135237,4,,True,"07 18, 2014",A2L2L7B9AMUU09,B00136POYC,{'Format:': ' MP3 Music'},Amazon Customer,:),Four Stars,1405641600,,
448,169593,5,,True,"06 11, 2018",AWECA47ROGUDC,B01F97L79G,{'Format:': ' Audio CD'},walter volkman,"Good music on this one , as always..,",Five Stars,1528675200,,one always music good
449,79882,5,,True,"01 4, 2013",A300G4KPPMZF2A,B00940XJQO,{'Format:': ' MP3 Music'},Rachel,"I love what David Guetta does with his stuff. And Sia is one of my many favorite artists, so yeah. ;)",Loved it!,1357257600,,guetta favorite many yeah david stuff sia one love artist
450,4183,5,,True,"11 25, 2013",A1326CKJ4FZLG4,B000V62QCI,{'Format:': ' MP3 Music'},Super mom,"Good, fun song, great to get ya in the mood to exercise. The quality is good, easy to download to cloud player and to computer and ipod.",The way I are,1385337600,,player get good ya great song mood cloud fun download ipod quality exercise computer easy
451,53494,5,,True,"09 28, 2013",A1TUZL12O7X1A9,B001BHHTR8,{'Format:': ' MP3 Music'},Kindle Customer,"I love the song and the convenience of downloading it. I fully recommend ""Ain't No Sunshine"" by Bill Withers. It is among the best songs you'll ever hear.",Great song,1380326400,,download song best fully withers ain't ever recommend hear bill song among sunshine love convenience
452,42035,4,,True,"01 4, 2014",A36I012JJTZUZ,B00136J7RC,{'Format:': ' MP3 Music'},P. Strickler,The Music Theory of diatonic Major Scale is part of musical knowledge. This concept isn't Rocket Science to understand but important,This is example of a song that people who teach a person to play should be able to use for FREE,1388793600,,knowledge important theory musical major understand science diatonic music part rocket scale concept
453,21413,5,,True,"03 16, 2014",A2WMV7U1FJEW03,B00136RS8C,{'Format:': ' MP3 Music'},Dottie Biz,It is George Jones' signature song and I am his fan.  The pathos of an unrequited love always gets to us.  George's voice isn't quite as strong as it was in earlier days; but he gets it done.,Faithful to the end,1394928000,,day quite song signature earlier unrequited george's george jones pathos fan always do love get strong voice
454,143545,5,,True,"11 4, 2016",A1FVW47U1G96QV,B001G6H80C,{'Format:': ' MP3 Music'},book man,downloaded one of my favorites.,Pure Jackson Browne!,1478217600,,one favorites download
455,103528,5,,True,"05 26, 2016",A1O6HQY3JLU5JG,B00NIK2QM4,{'Format:': ' MP3 Music'},lordoflies,outstanding song,Five Stars,1464220800,,song outstanding
456,98880,5,,True,"09 7, 2016",A1PTD0V4ZFWAQV,B00JHBHZ8S,{'Format:': ' MP3 Music'},Lilbit729,I just love this song.  It makes me happy!,Happy,1473206400,,happy love make song
457,153919,5,,True,"05 20, 2016",AGTM2VNAL7VS3,B005LMEFQC,{'Format:': ' MP3 Music'},Love Samsung!!!!,"Perfect sound, excellent quality",Five Stars,1463702400,,quality perfect excellent sound
458,124215,4,,True,"05 16, 2017",ASFQBB524HVRJ,B000V9G7YS,{'Format:': ' MP3 Music'},curly1,Like,Four Stars,1494892800,,like
459,16108,5,,True,"12 3, 2014",A3BE0Q1V44PT23,B00123F8Y2,{'Format:': ' MP3 Music'},Cecelia A. Ynoa Lantigua,My son recently passed away and this song made sense of his death,Gone too soon,1417564800,,pass recently son sense death away song make
460,133249,5,,True,"09 14, 2017",A7EZFG25QTK3I,B00136JJ3Y,{'Format:': ' MP3 Music'},LADYBUG,NICE,Five Stars,1505347200,,nice
461,62028,5,,False,"03 25, 2013",A1ALU5GF6HPJNZ,B002KU3SEI,{'Format:': ' MP3 Music'},erulez1234,Great song. It has a good feeling to it with a good beat. The cloud player makes it very accessible,replay,1364169600,,feel player great accessible beat cloud make song good
462,154461,5,,True,"12 20, 2015",A38WGA0TG6ZNPD,B0064UPUDC,{'Format:': ' MP3 Music'},mblakebiellier,Awesome!,Five Stars,1450569600,,awesome
463,158867,5,,False,"06 9, 2014",A1CC70OQXQGYJT,B00BXBE556,{'Format:': ' MP3 Music'},Joe,A very good song and I encountered no issues downloading this song and the sound quality was as expected. Recommended,Awesome song,1402272000,,recommend downloading expect encountered sound quality good song issue
464,46254,5,,True,"08 18, 2013",A2RLP66DQRDPGD,B00137II62,{'Format:': ' MP3 Music'},Alicia R. Morrison,"Very good for the modern age.  I think the video is very well done.  I think it is a good way to get over a broken relationship in which one party takes advantage of the other and tries to come back, like the Little Boy Who Cried Wolf.",Love the music video.,1376784000,,get video age modern relationship good wolf broken way like take boy party little well one come do think back cry advantage try
