,Unnamed: 0,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,style,vote,image,review_clean
105,1374920,4,True,"11 24, 2015",A1R91O3S6IK9D3,B0090SJZAY,D. Dimick,good quality. Hard to use but once you figure it out it works great,Four Stars,1448323200,,,,figure great use quality hard good work
106,1598368,3,True,"04 18, 2015",A8J3K0B20YY95,B00DWELUPU,Yoda,I want to love this light but the integrated clip on the back is made of hard plastic and when mounted on a seat post or handlebar moves around too much and can scratch.  I'd rather see this part have a softer rubber insert remedy these problems.,I want to love this light but the integrated clip on the back ...,1429315200,{'Color:': ' Black'},,,problem clip insert hard plastic i'd move seat much post around rubber want light integrate soft scratch remedy mount love part back see make handlebar rather
107,2033367,5,False,"05 5, 2015",ADFOJ2MNIUTEQ,B00S6YD0T0,Girlieeee,"A great camping lantern!  The LED lights are very bright and the remote control makes this SO convenient to use from anywhere on your campsite (20 ft away, max).  It takes three D batteries which aren't included.  They are very easy to install, you just unscrew the bottom and pull out the battery compartment to pop them in.  The on/off button is rubberized for easy use.  There is also a handy indicator light on the remote control so you will always know if it is working or needs batteries.  There are 24 very bright LEDs.  Two really nice features are that there is a built in compass and a pop up hook, both on the handle.  The remote control also has a metal clip that can hook onto a hook on the handle or onto a keyring or somewhere in your tent.  The lantern comes nicely packaged in a box for safe shipping.  *I received a sample of this item at a discount in return for an honest and unbiased review*",Bright remote controlled lantern!,1430784000,{'Color:': ' Clean White'},14.0,,know camp review nice away keyring pop compass use bright sample remote onto button nicely handy ft led convenient lantern package tent battery clip great discount handle box compartment safe somewhere really include hook max campsite pull on/off come light light lead metal item also honest receive easy bottom install unscrew indicator need build anywhere two work take battery make return rubberize always three ship unbiased feature control
108,440158,5,True,"10 26, 2010",A3GDS5H5NAHEKD,B00165ZBO8,knifeguru,"Small,rugged, can fit almost anywhere. Amazon and Cold Steel are #1. Knife Guru, keep'em sharp...",Stealth,1288051200,,,,"cold fit amazon knife small,rugged steel anywhere guru almost keep'em sharp"
109,2733063,5,True,"05 3, 2018",AJ4K1B1KH3D8E,B00K314RIC,Carl G.,Best investment I've ever made on a hunting stand. Highly recommended.,Five Stars,1525305600,,,,recommend highly ever i've investment hunting best make stand
110,1066196,2,True,"02 11, 2014",A1BBYM16F25F9J,B004MF0YSM,bohemian,Maybe I got a bigger size but it seems to fit well. While trying to do pull-ups my palm gets pinched so it hurts quite a bit. Tried different ways to hold the bar but no good. I had the more expensive one from bionic (http://www.amazon.com/Bionic-FITNESS-M-Fitness-Gloves/dp/B001ZTOYP2/ref=pd_sim_sg_2) which was great but after 6-8 months it was time to replace it. These looked reasonably good and had decent reviews so decided to try them out. I think I am going to order the bionic ones again. They fit absolutely perfect and have the right amount of padding for avoiding calluses.,Doesn't seem to protect from calluses,1392076800,{'Size:': ' Medium'},,,try go good pinch pad seem maybe fit great quite reviews amount different big bar bit bionic palm hold month time size try decided order get looked pull-ups callus way well one hurt replace decent get try perfect right think expensive one avoid absolutely reasonably
111,1221246,5,True,"08 1, 2014",A37XD7KTYU8VZ6,B0060BCLB4,Peter,Very good for the money but don't try to compare them to $100 sets,Five Stars,1406851200,,,,try compare good set money
112,593850,4,True,"11 14, 2014",A2D52GYT3BEAQX,B0016HSA4O,WDMax,"Simply the best. I have been cycling most of my life. Currently doing 60-100 miles a week so I do get my share of flats. You just can't beat this kit. I have tried many other kits, but I keep coming back to Rema when I can find it.  Still don't know what that noodle is used for ;p",Simply The Best,1415923200,,,,can't cycling know get many rema flat use find best try come life noodle mile kit share kit simply week beat still back keep currently
113,1591816,5,True,"12 31, 2016",A298WXL8A9FXF4,B00DQ1RDWS,Luke,"really cool, holds charge tested in H2O and held up great under 3' of H2O pressure! fully charged operates on low for at least 5 hours!",solar works well,1483142400,{'Color:': ' Soft warm LED'},,,least hold low charge great fully cool hour charge hold really tested pressure operate
114,122102,5,True,"01 17, 2011",A3Q2JMJNMVCGFI,B000ECQ80U,shog,"Carry a shower kit in a mesh bag, had some plastic mirrors that got scratched to oblivion riding along.  This thing stands the test. Not too thick to be heavy and dangerous, not too thin to easily bend. Edges beveled to prevent injury. One side is decently reflective, especially compared to a plastic camping mirror after both undergo heavy abuse.  Edit: Some [...] stole it! Edit 2: Some bastard stole the replacement!  The next one i got, I tied a lanyard through the hole to make it harder to forget in the shower. The lanyard hole is not beveled, it is sharp.",good and durable,1295222400,,15.0,,mirror compare camp oblivion edit mirror lanyard replacement plastic thing hole side dangerous make reflective harder prevent bevel test decently undergo forget thin along stole stand especially get rid tie shower thick mesh bend kit bag heavy scratch abuse one bastard carry edge next injury easily sharp
115,1946003,5,True,"09 23, 2017",A1DCI0H05F1WHZ,B00NW93XPK,Amazon Customer,"These are great! They were slightly big on me. I am 5'5"" around 130 ish and the Medium was great. I probably would have gotten away with a small but I am happy with my medium. They are soft and comfortable. I haven't washed them yet or worked out in them so we will see how that goes.",These are great! They were slightly big on me,1506124800,"{'Size:': ' Medium', 'Color:': ' Red'}",,,ish soft away go probably work big wash great comfortable slightly get around yet happy would medium see small
116,2292125,3,True,"04 24, 2016",A1ILXQ1S6HKL52,B01730JK32,steve yurik,"runs a little big,but nice hat...",but nice hat.,1461456000,"{'Size:': ' Small/Medium', 'Color:': ' White/Grey/Mineral Blue'}",,,"run hat nice little big,but"
117,2418759,5,True,"08 28, 2016",A3F0TAVYANCHW5,B01DJ38W7W,Spinoza,"Great pair of functional and stylish polycarbonate sunglasses. Great fit, great for biking, won't fall off your face, and puts up with a lot of wear. Comes in a very stylish hard shell carry case in drawstring pouch with optical cloth. Excel job shades for sports, driving, or just around town.",Poshei is posh,1472342400,{'Color:': ' Black&Black'},,,bike fall put sunglass wear stylish excel hard drawstring case great fit come around polycarbonate driving cloth pouch pair town face lot shade carry sport functional shell job optical
118,2226575,5,True,"04 29, 2015",A3KLQND0QHY81J,B013S1VRQ8,T.J.,It's fun.,Cool bottle.,1430265600,,,,fun
119,457330,4,False,"12 28, 2012",A2JSKM60VTCNI,B0017IHRNM,Paul Stuart,"Reviewer Disclaimer: This was received as a Review Product for the Amazon Vine Program. This program does NOT compensate nor reward for positive reviews. ** After two wonderful experiences with the Stainless King line (the 16 oz food jar and travel mug are outstanding), I logically expected a trifecta of greatness from its bigger and badder 40 ounce beverage bottle.  Unfortunately, however, something was lost in translation as these products got supersized. The fit and feel of the 40 ounce beverage bottle feels a bit off to its little brothers, the steel seemingly not as durable plus seal no where near as confident. I can't help shake the feeling that the beverage bottle is a dent fest waiting to happen, also Russian roulette in store for a seal that doesn't screw in as confidently as it should.  Thus and surprisingly, it appears that the Stainless King works wonders for smaller storage units where compact and durable can be attained. The metal design and top heaviness simply don't translate as well to larger versions with bigger surfaces. Will it keep liquids as cold/hot as the smaller travel mug? Certainly. But I can't shake the feeling that the 40 ounce beverage bottle needs more plastic support to make it truly work.","Not as well built as smaller, Stainless King offerings",1356652800,{'Color:': ' Cranberry'},,,feeling product plastic storage work wonder positive appear confidently badder however reviewer travel compact near simply attained product can't brother roulette certainly support greatness something liquid feel surface compensate feel steel program unit unfortunately line surprisingly little food jar cold/hot wait large durable lose experience confident translate truly fit amazon design big version bite help outstanding thus stainless get vine metal top reward also bottle translation ounce fest work small russian logically receive beverage mug oz make plus need review shake seemingly two seal screw wonderful supersized happen well expect heaviness king disclaimer dent trifecta keep store review
120,366850,5,True,"01 18, 2015",A3SNHQIRWM6GFR,B00126HZZ4,rafael lleras,excelent product to use and enjoy at the gym,Five Stars,1421539200,"{'Color:': ' Black/Pink', 'Style Name:': ' Medium (Fits 7 - 7.5 Inches)'}",,,use excelent gym product enjoy
121,2171755,5,True,"03 11, 2013",A17LYYSH3J4BS9,B00ZF59C2M,Fullstature,"This item met all my expectations as a well made and professional defense tool. I highly recommend it for anyone concerned for home, auto, or personal protection.",top-notch!,1362960000,{'Color:': ' Black'},,,concerned anyone home highly protection recommend item auto tool well meet personal defense make professional expectation
122,1916816,4,True,"12 22, 2014",A19I4JAF1WES5,B00N0NGU7G,Gabriel Venegas,Great for soft toss.,Love these!,1419206400,{'Style Name:': ' Baseballs - Pack of 12'},,,toss great soft
123,105447,4,False,"01 14, 2012",A1GIY2QII3YV92,B000BT7HWY,Joseph Bates,"I rate items based on three criteria - Does it work as advertised?  Does the value justify the cost?  Does it improve my life?  I put my recommendation at the top, then answer those three questions below.  RECOMMENDATION  I recommend the Cyclops fluid trainer to anyone looking for alternative ways to get rides in, or for anyone who wants to feel productive while watching TV.  The construction is super solid, and it was very easy to assemble.  FUNCTIONALITY  It works exactly as advertised.  Unlike stationaries and spin bikes, this fluid trainer provides a very road-like feel.  The resistance ramps up as you speed up.  It takes some time to figure out the settings you need - placing the column too loosely against the bike tire results in annoying slippage when you get into the higher gears or higher RPM.  It's tough to get it too tight though, so I tend to just err on that side of things.  It ends up feeling SUPER solid though.  VALUE  Fluid trainers are the most expensive type of trainers.  If you just want to feel productive while watching TV, and you don't really care about tranlating those workouts into real, road-riding improvement, you could save money by getting a magnetic or resistance trainer.  But if you're a road cyclist and this gadget is a means to that end, I'd say the value is there, and you should bite the bullet and spring for the fluid trainer.  DOES IT IMPROVE MY LIFE?  I love being able to get in a workout when the weather is gross, or when it's just too hard to get out of the city.  I love having a nice place to store my bike as well.  It's a beautiful machine and it's nice to have an excuse to place it someplace conspicuous.","Quiet, road-like, convenient, sturdy",1326499200,,,,trainer feel nice hard ride assemble work road-like someplace result value recommend way could conspicuous need bike figure gadget expensive cost advertise slippage tranlating column tight get want excuse road-riding loosely fluid anyone i'd solid mean feel real money provide unlike put thing really rate resistance love annoy place answer cyclist improvement bike functionality trainer beautiful err able cyclops speed city type rpm question machine spring workout item super bite gross higher want time improve magnetic tire top spin end work easy tv road criterion tend side store watch construction bullet gear workouts stationaries though life take weather end ramp tough alternative setting well base get say three exactly place productive save recommendation look care justify
124,2136644,5,True,"04 15, 2016",AA3UJ9QB4CBFV,B00X90ZYJ0,DirtDobber04,"Love this bike light. Amazingly bright. The first night I charged the battery and let it run on high and it lasted 3 hours and I turned it off and it was still bright.  The housing, battery, connections, etc all seem to be of high quality and solid.  I am going to purchase a second light to have one on my bars and one on my helmet.  I had an issue with the battery, but contacted the company and had fantastic customer service and they replaced the battery very quickly.  Just ordered my second light as well.",Love this bike light,1460678400,,,,turned let second high go helmet company quickly charge solid bright bar first connection light customer housing purchase run seem order contacted hour service fantastic etc one well love amazingly still issue quality last night battery bike replace
125,2564887,5,True,"01 25, 2017",A1N5UYYQ96CMZM,B001PR0AIE,Amazon user,excellent,Five Stars,1485302400,,,,excellent
126,1318208,5,True,"09 14, 2013",A1NCYLVWEWMXNK,B007P5O9NM,Tony,"Yeah...I know it says it is a ""BedNet System"" and one would think that it is a simple pop up mosquito net.  Not true.  This is an awesome trail tent for hiking when combined with the fly.  Funny....cheaper to buy the tent and the fly separately instead of buying the EBNS.  It is extremely lightweight, sets up in seconds and tears down just as quick.  If you are looking for a lightweight tent for long distance hiking that actually keeps you dry when it rains.  Look no further.  This is it.",Awesome light weight tent.,1379116800,{'Color:': ' Coyote'},2.0,,know fly distance mosquito second quick pop rain say trail hike buy funny....cheaper simple ebns awesome tear extremely separately yeah...i net instead system long keep look would dry bednet true set buy one combine actually lightweight think look tent
127,203632,4,True,"10 31, 2012",A1TW9830UF2MW1,B000KH1BF6,pilotharv,Item was shipped promply and arrived just as described. I am sure my granddaughter will enjoy this item and it will get her started in a life with golf as a pleasurable hobby.,Gift for my 4  year old granddaughter,1351641600,,,,arrive get promply golf pleasurable sure granddaughter enjoy life describe item start ship hobby
128,1953634,5,True,"11 9, 2016",A61HDX1CUVYKT,B00O76JSJM,David Schmitt,"Great quality, even better price...not 1 ball was unusable or sliced in any way",Five Stars,1478649600,,,,well unusable great ball quality price...not slice even way
129,585760,5,True,"02 20, 2009",A3VU75LG2ZSXK6,B00165Q908,John Williams,"This is a great bag for the price. holds all my stuff (change of clothes, computer, cell phone, lunch, toolkit and tubes) for my commute to work with plenty of extra space. Beats out all those overpriced ($80)designer bags i've seen at the bicycle shop's . get this bag and put the extra $40 in your pocket not the bike shop's.","Great Bag for the Price, Plenty of Room!",1235088000,,4.0,,commute get phone bag bicycle change toolkit great i've work price pocket stuff shop's cell lunch clothes extra put space see hold bag overprice tubes beat plenty computer bike
130,975857,4,True,"07 28, 2012",AC9CSVFT965XG,B003TOYD1Q,shek,"I generally like this product. It comes with a strap however the cart doesn't have any specific area to hook it to and so you just kind of run the strap through the legs. For this reason it has tendencies to slide off. I chose to use ratchet straps instead and it works better. I will be installing some rings onto the cart or something to hook the straps to and than i think it will work fine. When it works, it works great. Be prepared to make some modifications.","Needs some modifications, but it works",1343433600,,2.0,,chose prepared reason cart kind instal make modification ratchet something great use onto work come like good instead run specific strap however strap ring slide generally legs hook fine tendency product think work area
131,810530,5,True,"01 5, 2016",A28JKDBE0NMWUV,B001WJ577O,Computer Expert,perfect,Five Stars,1451952000,,,,perfect
132,548681,5,True,"09 30, 2014",AT0Z7F3LW834U,B001448VBG,Doug W,Good rope to tie chicken to.  Didn't use on traps.,Good rope,1412035200,,,,rope use trap good tie chicken
133,1781159,5,True,"04 21, 2017",A187IAITE746XL,B00IY9D63M,Roger Micheli,Fast delivery & great shorts. Adidas has great products,Five Stars,1492732800,"{'Size:': ' X-Large', 'Color:': ' Black/White'}",,,great product adidas delivery short fast
134,1234295,5,True,"10 8, 2012",AAD94LGA2QWCP,B0066N725Q,Jamal,"Pretty basic workout shirt except the back of the shirt has a more thinner mesh type fabric than the rest of the shirt which makes it great for working out, it helps cool you down much faster.",Good workout and casual shirt,1349654400,,,,except help type fabric much great workout work cool make faster basic mesh thinner back shirt pretty rest
135,1072794,5,True,"02 6, 2016",AB7N50L04OHL4,B004OVLSOS,Got what I wanted!,Got what I wanted and it was as described.,Five Stars,1454716800,{'Color:': ' Gray'},,,get describe want
136,1798550,3,True,"02 19, 2018",A3JX6YB87TC1SL,B00JJQQJ3S,Amazon Customer,Im not a ball snob and find this ok but feels hard if the club face. Not any extra distance that I can ascertain after playing 2 rounds. Biggest part that I did not like as much was the feel of my putter.,Cheaper ball and not any extra distance but OK,1518998400,"{'Size:': ' 15 pack', 'Color:': ' White'}",,,distance ascertain hard big putter much find feels play club feel round like ball snob ok extra im face part
137,1527759,3,True,"04 9, 2015",A83J682316KEA,B00C3Q898E,M4RC3L0,"You get what you pay for - As long as you properly set your expectations here, you will like this product.  It's cheap construction but the design is very much alike what you would get for way more money.  So, it does the job, for less, but don't think it's a piece of art :).  A problem we had was that it was missing the bolts and nuts to fix the longitudinal bar to the parallel ones.  The kit only came with the screws to fix it on the wall - Nothing you can't resolve spending a couple dollars on your local hardware store.  Other than that, I wouldn't pay much more for about the same product, and exactly the same functionality as the branded others selling out there.",Cheap as expected,1428537600,{'Color:': ' Wall mount Bar'},,,local much fix dollar way like come sell longitudinal spending pay parallel properly product think one others job can't get nothing brand screw problem bar money long less miss wall functionality nut couple design cheap bolt would alike resolve art expectation construction piece set kit hardware exactly store
138,777794,5,True,"06 24, 2014",A3DSPPAH8BT2TG,B001QA4DVA,L. Tieman,I use them in a Innovations Chuck and they work just fine.  The price is much more appropriate.  The packaging is nothing but who cares.,A Commodity Cartridge at an Appropriate Price,1403568000,,,,chuck nothing innovation much use work packaging price care fine appropriate
139,1039883,5,True,"09 18, 2015",APW6EV323RV2,B004E2C20Q,TrueTest,Great,Condor does it again,1442534400,{'Color:': ' Black'},,,great
140,933118,5,True,"11 13, 2015",A2YMEVVXN6184V,B003BC7MZ0,DC,"Works just as described. Measure the outer diameter of your frame to get the right size, and you're good to go! Solves a big problem on frames that need cable stops.",Fantastic little device!,1447372800,"{'Size:': ' Single / 31.8', 'Color:': ' Black'}",,,get measure good outer big diameter problem cable size frame solve describe go stops need frame work right
141,2125885,5,True,"07 29, 2015",A184RAYLT46WSZ,B00WNHAL8O,Anthony S.,came in early and is exactly what I needed.,Great Product,1438128000,,,,exactly need early come
142,1158198,4,True,"04 4, 2018",A2M9NAR8DRT3RO,B005CI1LFI,N8.T.,I finally used it today.  It was great.  My only gripe was that one of the buckles wouldnt tighten.  It would come lose.  But it wouldnt become undone.  I put my jeans over it so it wasn't a problem. Other than that I walked around in relative comfort and I wasn't worried about snakes.,Great value,1522800000,,,,snake tighten jean walk use problem today great become around gripe undone would put one come comfort worry buckle finally lose relative wouldnt
143,116889,5,True,"07 20, 2008",A29V7GE9FQ5T17,B000DZF6WO,K. Wilson,"This is a very comfortable seat escecially for the older rider, these are much better than the ""wedgee seats"" that come on new bikes. You can glide right over the bumps without wincing in pain. Great job Schwinn.",Best I've ever had,1216512000,,2.0,,seat much rider comfortable great glide wince seat schwinn escecially pain good without come bike wedgee new old bump job right
144,2105519,3,True,"06 21, 2017",A1RDH71L290UMI,B00VKK3I6W,Michael Vera,"There are Ok for the price, but I tried Bones products and they work better for me.",but I tried Bones products and they work better for me,1498003200,{'Color:': ' Racer Red - Washers and Spacers'},,,well tried product work ok price bone
145,2134760,5,True,"09 15, 2015",A24PJ2I90DB3M8,B00X6ZKQA0,Tsukikenn,"excellent bottle.  It looks like it might leak but it doesn't!  Pours nicely from the retractable spout.  Nice size for carrying in a backpack or bag.  not too heavy when filled with a liquid yet enough to keep you hydrated on a day trip.  and if you need to carry more, buy 2!  width fits nicely in cup holders in cars, golf carts, et al.  I would definitely buy this again - next time as gifts for friends.",practical for carrying in a backpack or carry bag,1442275200,"{'Size:': ' 18oz', 'Color:': ' Brushed Stainless'}",,,spout day look nice golf enough et al leak definitely width pours retractable yet nicely like time size excellent carry backpack holder fit trip cup would friends hydrated bag heavy fill buy gift need bottle might carry cart keep next car liquid
146,881594,5,True,"08 31, 2016",A3KF1LX3T66IJZ,B002N4P9HK,User,Biggest little backpack you can own!!,Five Stars,1472601600,"{'Size:': ' One Size', 'Color:': ' Snappy Green'}",,,backpack little big
147,1179483,5,True,"06 11, 2014",A2A3DAL95H86XD,B005HJ94Q0,missy,Easy to use! Ready to go right out of the bucket. Throws very well. Works so good I ordered another one to give to my father. Highly recommend!,Great Cast Net!!!!!,1402444800,,5.0,,give good father use ready highly ordered bucket recommend go throws well one another work right easy
148,1801823,5,True,"06 2, 2015",A39Q8WH5OA1DLU,B00JMXQGFE,Alicia Constant,"Came sooner than expected which is great, very pleased.",Five Stars,1433203200,{'Color:': ' Black'},,,expect great sooner please come
149,105104,5,True,"12 12, 2010",A3TA1A3PXA42T4,B000BSZDRQ,George S. Nieldan,"This is basically the same review I wrote for the non-black standard Flash version.  However, the difference is in the look of the knife overall and not in the function.  I like the looks of this all black version very much. Side-by-side I would choose the Black version over the standard Flash, however, they are both good knives and it is a matter of preference if you can only choose one.  The black handle and black blade of this version makes it quite appealing.  Even the clip is black with this version, which is a nice touch.  I would recommend lubrication and any personal preference adjustments to the ""action"" of the knife immediately so you can begin to use the knife right away with optimal results.  I already own one of these as an EDC knife and that is why I have purchased more.  This knife is quite sharp out of the box and it opens quickly.  I like the ""safety"" feature that locks the blade so that it doesn't open accidentally.  The best feature for me is the low profile clip that allows the knife to be carried but not seen.  It is elevated a bit off the end of the knife so that no part of the knife shows outside your pocket.  All that is visible is the clip.  Most knifes have a small portion of the knife end that sticks out of the pocket.  With this style of knife, you can't see any of the knife outside the pocket.  This makes this a discreet EDC knife that is also functional and of an excellent quality.  The handle is quite sturdy and has textured feel that increases the grip.  The partially serrated blade is quite helpful in getting through boxes, rope, plastic, etc.  Overall this is a lightweight and handy knife that is worth the price and superb for EDC.  If it is stiff or doesn't open the way you like, just adjust the end screw and lubricate it with a drop of oil.  I have also used WD-40 on this style of knife and it does wonders cleaning it and making it look brand new again.",I like the look of this Black version better than the standard Flash,1292112000,,22.0,,look box nice away elevate plastic black much serrate use quite open wonder way feature like immediately result however recommend visible handy rope function action open carry can't clip sturdy textured make already blade feel begin partially preference handle box accidentally appeal brand see knives one optimal touch part new quality right sharp low knife increase good lock discreet quickly use worth outside knife bit price flash side-by-side version safety purchase lubricate would write stick profile standard etc also lightweight even see functional cleaning matter basically drop lubrication edc adjustment choose show superb style oil pocket best overall helpful look excellent screw end make stiff allows adjust non-black get difference personal grip small portion review
150,1273445,5,True,"09 26, 2014",A34923FH3DC9OG,B006YU7RMO,Danny Boy,"I wanted a (relatively) inexpensive 1x4 scope to put on my Mini 14. This gun is my ""throw around"" gun that takes more of a beating compared to my more expensive rifles. It also stays under my bed instead of getting locked up in my safe. I purchased this model solely based on the price and the fact that I already had a pair of 1 in Ruger Scope rings (5 - High). I couldn't be happier with the VALUE of this scope. It is very clear, sturdy, and holds up well compared to more expensive scopes with illuminated reticles. The lowest setting is slightly more than 1x ""true"" magnification but my target recognition with this thing is still FAST! The 4x setting is just enough for me to reach out to the max distances that I would ever want to shoot a .223 out to. If you need the benefits of a 1-4 but don't want the extra cost of illumination this is a great option.  Items of Note: 1) I thought the ""Pig Plex"" written on the reticle would be very annoying but it is not. I'm too focused on the clarity of the glass! 2) I thought I wouldn't get annoyed with the words ""Hog"" written on the caps but its turns out I do. I will probably get those replaced some day. 3) The outer crosshairs of the reticle are thick. I was worried about this but found it slightly helpful when trying to quickly get on target. They also didn't hinder my shooting at longer distances.",Great VALUE 1-4 scope,1411689600,,22.0,,ruger reticle cap think longer focused ever value distance model extra stay true shoot ring need turn expensive cost illumination shoot glass get crosshairs high illuminate sturdy thing enough gun benefit great slightly already want find low put safe thick write solely pair fact scope max annoy relatively compare option try set annoyed quickly probably out item target price beat want purchase would hold happy bed also inexpensive worry still recognition mini fast plex day clarity magnification reach i'm reticles around word helpful instead take scope rifle pig well get base throw note lock hind hog clear replace
151,2426467,1,True,"07 6, 2014",ANNC9AJ5CK6KP,B01DYIKLI0,Regular Everyday Normal Guy,"Leaks. Bought 2 for snorkeling purposes because I and the lady could not care less about mouth breathing.  We tried everything from pushing them in tighter, getting better suction, less suction, wetting the rubber, drying the rubber - nothing works. The flaw that caused the leak comes from the middle part over the nose. It's a 2 piece design, just f-ing stupid if you ask me.","getting better suction, less suction",1404604800,{'Color:': ' Clear Lens / Black'},,,purpose snorkel mouth nothing leak buy breathe leak cause piece design come rubber stupid wet tighter try good less middle flaw nose ask everything could push dry get part work lady f-ing care suction
152,327310,5,True,"09 19, 2014",A2A3GRXROHDGR,B000WSUZ50,E,fit perfect and lengthened the pull as i wanted,Five Stars,1411084800,"{'Size:': ' Large', 'Color:': ' Black'}",,,fit pull perfect want lengthen
153,1423154,5,True,"09 8, 2015",A1KZUXKH22WIJT,B00A6TBITM,john armold,Received and accepted,Five Stars,1441670400,,,,receive accept
154,401843,1,True,"10 4, 2013",A27E39NM9PQFA8,B00144J9DK,George O. Worthington,"Hey, what can I say - I ordered a heavy action 7 foot rod and received something that would break on a guppie (6'2 inch light action rod).  Paid for two day shipping as I needed the rod for this weekend. Now I'm off to pay much more to buy something local and have to be hassled with sending this incorrect merchandise back.",Amazon sent the wrong rod,1380844800,,,,day local hassle inch much something foot guppie i'm break light two weekend order would hey heavy buy pay pay send say need back ship action rod merchandise receive incorrect
155,1910790,5,True,"06 3, 2015",A2KZ0KNHMLZA6M,B00MTV0TP4,Tara Pieratti,Great or anyone with neck issues!,Five Stars,1433289600,{'Color:': ' Blue'},,,great anyone issue neck
156,1011996,5,True,"05 15, 2017",AOCU44KEWP5UW,B0046IEC2E,Wes,I gave this to my son for his birthday.  The stuf sack for the bag is well made with good stitching. Should stand up to the abuse he will put it through. The sleeping bag is well made and looks to be favorable for cooler camping. The zipper is sturdy and runs smoothly right out if the sack. Well padded and a nice fabric texture would make for many comfortable nights. I will have to revisit my review after our first winter camp out.,Top notch.,1494806400,{'Color:': ' Blue'},,,camp stuf look smoothly texture nice many sturdy good stitch make pad fabric birthday run comfortable camp first night favorable son would put revisit abuse bag well winter sack right stand sleep cooler zipper make review give
157,1735353,4,True,"02 21, 2017",A2M268F6II4D3S,B00HOTSJO4,iggy,No review,No review,1487635200,,,,review
158,1451251,5,True,"01 2, 2017",A3VRYS7DP841U1,B00ASSR020,Kingfish,worked great on my first trip . i did what someone else suggested and cut the fingers off rubber gloves for the hooks . it fit great on my challenger even with the raised rear spoiler that is much higher than the more common spoiler most challengers come with .,fits my challenger with the raised rear spoiler .,1483315200,{'Style:': ' 2-bike'},,,else cut finger challenger work much raise great fit first high rubber common challenger trip rear spoiler come someone glove suggest even hook
159,1524221,5,True,"03 9, 2015",ARJ8YGRQUYWDQ,B00C0LXKV8,teugene,"Nice product,  It comes as a kit, with the five rolls of tape and a generous roll of narrow tape (white  in color) to secure the top and bottom of the newly applied friction tape.  There also is a piece of nylon material, about 6 inches square, the purpose of which is a mystery to me.  All in all, a good buy.",A good buy!,1425859200,,,,bottom generous mystery nice secure material purpose good roll color roll piece come friction newly apply top white kit inch narrow buy square also nylon product tape five
160,2055034,5,True,"01 12, 2017",A54RSPUTX3WIA,B00T2V9ONW,C. Keefer,Fit as expected.  Padding is a little on the thin side so not as much cushion as some other shorts and pants I own.  But for a light ride they work.  Would not recommend for a bumby trail.,Fits as expected,1484179200,"{'Size:': ' US M/TAG L:Waist 29""', 'Color:': ' Blue'}",,,pad side much trail fit work light thin pant bumby would recommend little short expect ride cushion
161,2607653,5,True,"01 16, 2016",A33BIWPM8NXLYQ,B004OYDOK6,EyeBall,Sog has not let me down. The handle is very comfortable.,The handle is very comfortable.,1452902400,,,,sog comfortable let handle
162,665552,5,True,"01 7, 2013",A3M9PK9A10JCHF,B001CF4ZHG,7 Hands,"I have 4 kids all different ages and differing sizes.  This was a wonderful investment for our ""mini ball team!""  They are doing various suggested exercises.  GREAT!",GREAT,1357516800,,,,kid great sizes different team investment ball wonderful various differ exercise suggest age mini
163,2669346,4,True,"11 19, 2016",AM2B7IKSMHC3Q,B00AKCU3Q4,Tyman Jim,Very good product for sighting in a rifle scope.  Works as advertised.,Four Stars,1479513600,,,,product scope work rifle good advertise sight
164,2720506,2,True,"05 14, 2018",A2856FYTVTC328,B00I0B5VU0,Cicero,"Seems like a decent product, but the 3XL does not comfortably fit on me, I am 5'11'' 250lbs. Still scratching my head as too why there is no size chart contained within the product description. That simple step would at times prevent a dissatisfied customer posting 2 stars. I like Amazon but skimpy / poor product descriptions occur far too often.",No size chart,1526256000,"{'Size:': ' XXX-Large', 'Color:': ' Blue Charcoal'}",,,post far poor within seem prevent fit time head simple amazon scratch description step occur contain customer often like size description would comfortably star skimpy dissatisfied decent product still chart
165,2565591,5,True,"03 20, 2018",A2E608MIHAFUCZ,B001Q98TNY,Hill,I like the concept,Five Stars,1521504000,,,,like concept
166,2065514,5,True,"01 7, 2016",A10QW6BAIUL7D1,B00TNARVYQ,Amazon Man,XXL is somewhat of a small XXL.,Small but still awesome.  Go Spurs!!,1452124800,"{'Size:': ' XX-Large', 'Team Name:': ' San Antonio Spurs'}",,,xxl somewhat small
167,2224048,5,True,"09 20, 2017",AFR8APTBW1UKX,B013LPRERW,Cryss,Great material! Good size.,Perfect mit,1505865600,"{'Color:': ' Yellow', 'Hand Orientation:': ' Right Hand Throw', 'Style Name:': ' 12""'}",,,size good material great
168,1445244,5,True,"08 30, 2017",A2E0IQNPB63P6R,B00AOH3HD6,Chase Johnson,Works great used it to make custom pads for my home made boards,Five Stars,1504051200,{'Color:': ' Black'},,,custom great make board work home make pad use
