,Unnamed: 0,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image,review_clean
543,369226,5,False,"03 24, 2016",AMBZ1T1BAUY76,B00LEPDR8C,Tommy 5FDP,"This is maybe THE most underrated game that Xbox1 has to offer... Good graphics, smooth game play, a long and well thought out story, memorable characters and dialog, funny and humerous moments, great weapons, TONS of skills, TONS of secrets to find, good balance between magic, gunplay, and swordplay, a great ending, the list just keeps going on. If you like FPS games, this is a must.",Are you ready for the Wang ?,1458777600,,{'Format:': ' Video Game'},,secret memorable go good swordplay ton magic weapon maybe great think find list character humerous game must skills end story smooth like long keep graphic underrated well game play gunplay offer balance fps moment dialog funny
544,298083,5,True,"10 10, 2014",A2CY1DIG26KRXJ,B00C27SCC2,ltmoe8,"Remarkable game, this is the kind of game you will enjoy,","this is the kind of game you will enjoy,",1412899200,,{'Format:': ' Video Game'},,game kind enjoy remarkable
545,342121,5,True,"01 24, 2016",AMP6GGLHAHDAE,B00HQMRTPO,BW,Very neat and worked great. Was't sure if it would support the Xbox  Kinects as well as it did. Happy with this purchase.,Very neat and worked great. Was't sure if it would support the Xbox ...,1453593600,,,,kinects work sure great neat xbox happy purchase would well was't support
546,232518,5,False,"10 20, 2012",A2XX2A4OJCDNLZ,B004W1IX1G,RatherLiveInKeyWest,"For the first year of Wii-dom, this set of games was what we did as a family almost every night of the week. We bowled against each other, our son dominated the family in baseball, we did the fitness routine (a challenge consisting of a mix of the sports) to try and improve our skills and condition, and we played a little Wii golf.  As year two and three of ownership came and went, we moved on to more advanced games, but still pop in Wii Sports from time to time. Kids are older now, one gone to college and the other in high school, so it does not get the use that it once did. When in elementary school and up to high school, this game rocked.  It also teaches you how to use all of you Wii accessories in preparation for the advance games.  Good disc",Fun first set of games to get for your Wii,1350691200,,{'Edition:': ' Software Only'},,ownership play pop use wii college elementary come move rock disc week try fitness night get high advance routine go little advanced one bowl accessory go good first game skills almost school time improve condition game also challenge still sport mix baseball golf kid dominate consist teach set two son year wii-dom three every preparation old family
547,237226,1,False,"07 2, 2014",AFSO322QHIPYE,B0050SWUTQ,cbf,"loved the first two, couldn't finish the 3rd.  Like all great games that become popular, the industry ruined this one.",loved the first two,1404259200,,{'Format:': ' Video Game'},,love popular one great become like industry first ruin finish two game
548,215714,5,True,"08 14, 2015",A3RXESO9973JWR,B003R783IY,L. S.,Good value quality product.,Five Stars,1439510400,,{'Format:': ' Video Game'},,quality value product good
549,446344,5,True,"08 5, 2013",ASWHAWQ4Q1NF7,B00000K2R8,Alan Lubeski,This devise makes the dreamcast controller vibrate wile you play the games. Now you might not that that matters but it honestly adds a fun depth to the games you play and it makes them a little bit more interactive.,Sega Dreamcast Jumpack,1375660800,,,,dreamcast devise bit game honestly add interactive fun make little vibrate play depth might wile matter controller
550,369737,1,True,"07 18, 2015",AV5W36QQGB2PB,B00LLIQS6U,Ubiq,"Lots of folks game as an escape from the necessity of constantly interacting with others. This is not the game for those people. Destiny forces you into lots of purposeless contact with other players.  There is no storyline to speak of and you can't play it in true campaign mode. There are always other players shooting at your targets. It cannot, repeat cannot, be played offline. The producers present this as an anti-piracy device, that you must always be connected to their servers. The truth is it's just a massive rip-off that allows them to skimp on content. Don't buy this dog.",Save Your Money,1437177600,6.0,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 3'}",,can't server folks speak escape mode destiny contact play necessity producer force massive storyline constantly target rip-off cannot anti-piracy must campaign device content true purposeless offline present allow repeat player people dog truth buy game play always connect others shoot interact skimp lot
551,89003,5,False,"06 2, 2015",A2O0LFHVG8D4Z7,B000GH3D1K,Thomas,"This game has the song ""True Love"" by Jun, which is the opening theme to ""Nyan~ Neko Sugar Girls"", a hilarious series on YouTube. That's all you need to know. Buy it now!",IT'S SO SUGOI DESUUU~~!!!!!,1433203200,,{'Edition:': ' Game'},,know hilarious neko open youtube nyan song theme jun true that's buy sugar game need love series girl
552,410839,5,True,"11 23, 2015",A1PZGUWM9C3W4H,B00ZQ2YFFI,Stephanie,"Not as good as Tomb Raider (2013), but a worthy follow up.  The 360 version doesn't have the gorgeous graphics of the new gen, but still up to par for the last generation.  Gets a bit repetitive and doesn't have the variety of landscapes the last game did, but still very enjoyable. Doesn't really do anything strikingly new.",Not as good as Tomb Raider (2013),1448236800,,{'Format:': ' Video Game'},,enjoyable follow par gen good strikingly generation gorgeous raider tomb bit repetitive variety version landscape graphic really game worthy still get new anything last
553,303888,5,True,"10 14, 2014",A2749TZ7CN91Y3,B00CMQTUSS,footie429,perfect,Five Stars,1413244800,,{'Format:': ' Video Game'},,perfect
554,460797,5,True,"05 11, 2017",A33E64WUETAMF2,B0007UVXRW,Luke,Played great. I met no issues while playing it.,Five Stars,1494460800,,,,great meet issue play play
555,181193,2,True,"12 9, 2016",A1C8J2REZTKQG,B001NT9TK4,Justin Pena,Was the unlucky guy to get a dead wheel.,Two Stars,1481241600,,,,dead unlucky get wheel guy
556,11361,5,False,"10 3, 2001",A2AU2BQAXAHR94,B000035Y63,R. Slack,I own this one.  Have not worn out my scratch and sniffs yet.  A must for collector of SNES carts.,Smells good,1002067200,5.0,,,collector sniff worn must yet scratch one snes cart
557,233727,5,True,"08 5, 2014",A1L8YTICTVN5,B004XV6ST4,Vincent,This does the job j right easy to set up would recommend to someone to it if they would ask me!!!!!! :),does the job,1407196800,,,,set would recommend ask someone job right easy
558,405506,5,True,"06 3, 2016",A2F2VPH0SUOITK,B00Z7V9P8K,Ross H.,"Looks great, Thanks!",Five Stars,1464912000,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",,thanks look great
559,468500,5,True,"09 7, 2017",A20PHND0DEWRYE,B000RW3V3E,Williams Rodriguez Castro,excelente,Five Stars,1504742400,,{'Platform:': ' Nintendo Wii'},,excelente
560,254119,1,False,"11 16, 2011",A3KZEGBTPH6MMF,B005EWB3AU,Lucy Cat,"I was shocked when I unwrapped this Logitech mouse-- it is by far the cheapest quality and flimsiest mouse I have ever attempted to use.  I have been using Logitech products, especially Logitech Mice, for well over 10 years and typically they are guaranteed to deliver a solid performance product.  However, with this mouse they've really done their name a disservice.  The plastic is cheap and easily bends when squeezed in the palm of your hand.  There is no weight of any kind to the mouse (its light as a feather) so moving it across your mousing surface is awkward and definitely detrimental for gaming purposes.  The programmable hotkeys are not a particularly compelling feature, most mice (especially gaming mice) have plenty of programmable buttons.  Also, there is no Mac OS X support so this mouse (including scroll speed) cannot be customized AT ALL for Mac users.  Given the rapidly growing market share of OS X users, Logitech would do well to get on board with their products!  I really cannot recommend this mouse with any confidence.  It doesn't have any positive, notable features.  At this price point, I would surely imagine any other mouse would top this one.  Overall: ""F"" - pass on this product!",Not up to Logitech standards!,1321401600,3.0,,,unwrapped cheapest product plastic awkward hand use guarantee performance they've feature positive ever however recommend surface shocked share market bend product grow user detrimental rapidly scroll get mousing name hotkeys mice button os definitely solid disservice palm feather really one quality point far squeeze notable kind speed price cannot light flimsy cheap weight across especially game would mouse particularly imagine top mac also customize plenty easily typically purpose year deliver pass logitech overall moving attempt include board programmable use well confidence do compel surely give feature support
561,421498,5,False,"11 10, 2015",AOEDWQLH2WKKW,B015IX3X3E,Eric T,"This controller worked great with my windows 10 machine (MSI GT72 Dominator, 2014), the only issue is the directions are worse than useless, they are wrong.  To pair with your remote: 1. Press and hold button on wireless receiver for about 3 seconds (until light starts blinking) 2. On remote, turn on the remote by pressing and holding the X Box log briefly. 3. Then you can press and hold the binding button on the remote for a few seconds.  You should see the flashing white light turn solid. The factory instructions conveniently skip the steps about having to hold the button on the receiver, and also that you have to actually turn on the X Box remote before binding (it doesn't turn on automatically).  That aside, as soon as I figured out how to pair it the remote worked for Minecraft Win 10 edition, and should work for any other games supporting controllers (not all of them will work).  The XBOne remote is a nice fairly ergonomic remote, which keeps pretty much the same ergonomics and layout as the XB360 remote.  Slightly different, but nothing too material.  My only gripe is the cost of this setup isn't cheap, and I believe the wireless will allow you to stream your XBOne to your PC? But maybe that is a different adapter, I am unsure as I don't have an XBOne, I got this with the intent of using it as a controller for the windows machine.",One controller to rule them all,1447113600,,,,adapter nice xbone much edition maybe remote work button automatically log skip start actually cost hold press useless conveniently controller nothing bad allow briefly press stream pc great solid ergonomic slightly different receiver gripe layout factory intent box flash fairly pair unsure issue turn aside setup window wrong material hold soon believe win instruction work machine game light cheap binding get white wireless also dominator figure see controller step msi second ergonomics minecraft support blink keep direction use pretty
562,246425,5,True,"09 27, 2015",AKZK5ZO2SALSU,B00519C7JC,senortito8,GREAT GAME,Five Stars,1443312000,,{'Format:': ' Video Game'},,game great
563,461748,5,False,"07 7, 2006",A2FXQ0APU9ZLP1,B0009UC6D0,Natacon,"Finally a game I can play for a long time! I only bought Tokobots a few hours ago and so far, I haven't been able to put it down. It's addictive almost. The graphics are well done as well as the gameplay itself. My only complaint is the camera system (you have to move around alot to get the right angle). Otherwise a great game. I wouldn't recommend it to everyone only because not everyone is into puzzle-platformers.",A good game with the most awesome robots ever.,1152230400,4.0,,,angle addictive get far able move buy great otherwise puzzle-platformers around almost gameplay time long system everyone complaint recommend hour put graphic well game play ago do tokobots finally alot right camera
564,56459,1,False,"02 14, 2005",A1ZPVW0WXNJ3YZ,B000261N76,Alex,"HOW FUN IS IT TO REALLY BE CATWOMAN?  Not fun at all when you can't play the game.  No.. seriously. You can't seem to play this game. The camera angles are unbelievably bad.. ( some of the worst ) and the gameplay is VERY repetative.. Also - When you kill a person, they just get a yellow glow around them. What is up with this game? EA you can do better, and  I hope you start showing it again..  This game is reccomended from me to be intended for a 5 - 7 year old girl with WAY too much free time.  The only good thing about this game? The graphics. That's it.  Believe me - It's not worth the GREEN.. SKIP IT  This was also voted the worst game of 2004 by Gamepro ( A video game magazine )  But in my opinion.. it's one of the worst ever.  P.S. Reminder: STAY AWAY!",I'm not overreacting at the lameness of this game,1108339200,3.0,,,catwoman glow away voted much person way ever yellow skip graphic angle can't reccomended p.s get video thing magazine well repetative bad fun hope really that's one play green show believe seriously free good worth kill intended time ea gamepro bad game also unbelievably start opinion around old gameplay seem reminder girl stay year camera
565,185884,3,True,"05 28, 2014",A3FO6B7ZMI0T2L,B001TOQ8K2,Doog37,"I probably had unfair expectations of using this as a way to have a quick sweat, with some fun at the same time. But the pace at which you can punch is too slow for anything other than warming up a bit, nothing that will make you sweat. The game is fun enough, but very little of an upgrade (other than graphically) from NES's legendary Mike Tyson's Punchout.",Was hoping for more of a workout,1401235200,,,,nothing upgrade sweat enough make graphically punchout quick probably nes's bit mike way tyson's time fun warm little pace slow legendary use game unfair anything punch expectation
566,229836,3,True,"03 2, 2015",A1LKTHEUY1BQC1,B004OQGXX4,me,"returned, my daughter already had one. but from what I understand a good game",but from what I understand a good,1425254400,,{'Platform:': ' Nintendo Wii'},,one daughter understand game already return good
567,339240,5,True,"10 19, 2014",APBTM7CI6UJ4M,B00H5V9SLE,Cristina Daniella,Excellent game to play with the family. Love the graphics engine.,Five Stars,1413676800,,{'Platform:': ' Xbox One'},,game play excellent love graphic family engine
568,77446,1,True,"09 7, 2013",A225E52B8Y3POB,B000CN750I,SBSeed,"neither of the disks work, no information on the disks could be read or retrieved. tested on all PS2 systems (regular - mini) both mini's and regular PS2's can read blue disks.  fully tested, a fully failed product... suspect someone left these on magnets, whether on purpose or not doesnt matter anymore.","like new, death",1378512000,3.0,,,regular magnet purpose mini's system disks work retrieve whether doesnt suspect fully read fail left information blue neither could anymore test someone product mini matter
569,94244,4,False,"03 2, 2007",AINWD4W4NMO4Q,B000JCE30C,Brian Forrester,"While not a huge fan of NBA Basketball (I prefer the college game, hence the 4 stars), NBA 2k7 is the best basketball SIM available for the PS3.  I say SIM because this game plays more like the true game of basketball...it isn't an acarde type of basketball game.  I rented the game for a week, so I didn't have enough time to build a full appreciation for the game's ups (or a full dislike of the game's downs)  Pros:  - player models and movement are superb.  Players even have similar jump shot mechanics as the real life players.  Shaun Marion (sp?) has his signature ugly jumper and all.  -  realistic game play.  You won't be running fast breaks for dunks on every posession like other NBA games.  This game plays very much like real basketball, which I think is the game's most important quality.  Cons:  - getting used to the R2 sprint button.  I know, I know...most of the PS3 sports titles are doing this now, it's just going to take adjustment.  I just don't like the L2 and R2 buttons for this.  I've found that holding those buttons down for long periods of time (like sprinting and playing face-up D in hoops games) causes hand cramps due to the longer range of motion on these 2 buttons in comparison to the PS2 dual-shock controller.  I don't like that you can't change the button mapping to be more like the previous games.  In all of the button map options in 2K7, R2 is the sprint button.  That annoyed me.  - Sixaxis free throws.  This felt like a gimmick to make use of the motion sensing capabilities of the PS3 controller.  Luckily you can change it back to use the analog stick for freethrows.  - I don't care for the right analog 'Shot stick'.  I'd prefer to use this for advanced dribbling moves (cross-over, spin move, etc).  I find the freestyle dribbling system in the 2K basketball games difficult to use.  I have a hard time of getting it to do what I want.  I didn't play a lot of the other game modes, and didn't have enough time to play much into a franchise.  All said, this is a great hoops game.  I won't buy it, only because I'll likely buy the College Hoops 2K7 game when it's available.  But if you prefer the NBA game, or must have a hoops game now, this is by far your best bet.",Best hoops sim available,1172793600,5.0,{'Format:': ' Video Game'},,player know freestyle mapping marion sense move realistic hard much option i'll title appreciation i've hand use find shot luckily freethrows long face-up button college sixaxis dislike like know...most ups cross-over say true prefer player week think can't important pro franchise enough nba due con i'd analog button take change basketball...it great dual-shock real must long range found huge play star advance mechanic capability mode cramp play movement model lot quality hoop back sim right hence sprint similar far hold jumper go free likely gimmick type use annoyed game want full rent dunk cause time bet buy sprint throw etc game fan felt spin sport acarde even jump controller adjustment fast difficult game's make move down care build superb play run stick best signature map break shaun previous system life ugly comparison motion available sp say get period every basketball dribble posession
570,117717,3,True,"07 29, 2008",A1Z6KY0CW1PKWD,B000VINP1W,Rick,"This is an ok game to spend playing on an afternoon with nothing better to do. It has nothing really unique about it but it is cool running around as the Predator. There's a few things I didn't like about it. No jump button? Kinda irritating. Also, the fighting is a basic slish slash two hit combo that is frankly boring to watch after the first few times you see it. The different Pred views, (heat,alien, and mechanical) are completely useless. Plus, one of the big draws of the movie was the PredAlien. Not even hinted at. Doesn't exist in the game. And the whole game has but one boss fight, against a helicopter for that matter. Really, I found myself looking forward to the extremely short game to be over. This game is really only good for people who love Predator and Aliens. But even then, it'll just sit in your PSP case.",For fanboys only.,1217289600,3.0,,,"button extremely like fight slash exist movie frankly completely times slish useless nothing big unique different kinda well find draws ok predator thing really predalien one love psp heat,alien helicopter whole aliens good boring first pred cool watch afternoon view spend bos irritating game also see jump even hit matter it'll forward sit case plus short playing run around two combo fight there's basic people mechanical look hint"
571,428640,5,True,"10 11, 2017",A12KW0VZWMC9R9,B018V3ISJ2,Tonya,LOVE IT,Five Stars,1507680000,,,,love
572,75785,3,True,"12 8, 2005",A54DEGICQXPZ8,B000BC38K6,William McNeill,"I want to amend my review just a tad. If you're new to the series, I would definitely get this title. Yes, the first few rounds feel like every other Civilzation title in the series. But once you get to the middle rounds, the addition of Religion and Great People definitely add a new component to the game. And the audio and graphics are amazing, which I think I forgot to mention below. Once you download the patch, the zoom function rocks. When you go to the most zoomed out level and scroll, the world revolves like a globe. Really cool. Here was my original review:  Yes the discs are mislabled, and yes some of the zoom features don't work, but other than that everything else runs fine for me, although I should add I haven't gotten to the end yet. But, technical issues notwithstanding, my main complaint with the game is that nothing major has changed. Oh, sure there are new religions and units and the micromanagement is lessened, but the gameplay still feels very similar. In the beginning you move around a few pieces exploring the map. You build a few new cities which eventually become unhappy for reasons you can barely control and you bump into other civs that all have better technology than you. Other than the fancy new graphics, I feel like I'm still playing Civ III, which felt an awful lot like Civ II. If you're new to the series and have the hardware that can support the game, then I would say consider buying this and would revise my rating to 4 stars. But if you already have Civ III then I would say don't bother.",Good but not great,1134000000,3.0,,,lessen civilzation move mislabled religion component work round like complaint graphic download level revise add fine world think function title scroll get nothing iii barely support eventually revolve reason definitely amend addition great run sure feel buy already amaze feel oh technology unit well civs middle although tad religion star really technical series lot new change city original bump audio similar ii yes consider zoom become rock first major want cool would discs forgot globe everything issue explore game felt still patch fancy else unhappy rating zoom main bother build civ gotten play begin i'm micromanagement around notwithstanding map yet gameplay mention end people go hardware control say awful piece every feature review
573,30410,4,False,"04 7, 2008",A14NA0W8ESGDSI,B00005TNI6,T.L.,Final Fantasy X was a great game... so long as you can ignore Tidus's continual whining and his obsession with his 'story.'  It sets you into an interesting plot and puts faction against faction in an exciting story which rivals many of the stories of previous Final Fantasy's. It was also the first Final Fantasy to include talking so it added something new to the whole series.  The character models were beautiful as well along with the music and the story was filled with a large selection of mini games to choose from. Generally it was a solid game and still would be fun to engage in today.  Definitely worth playing if you haven't already.,Final Fantasy X - The Last Great Final Fantasy,1207526400,2.0,{'Format:': ' Video Game'},,plot generally character put tidus's many definitely something today great solid already faction long interesting music fun set model series new added whole obsession beautiful rival large worth talk first game excite would game also still mini include whine story choose engage fantasy fantasy's play continual story along previous fill well final ignore selection
574,46759,1,True,"09 7, 2015",A1BPRRT5QIKU8J,B00009TW6R,Lance Rivers,I loved this BUT it doesn't work with Windows 10.... NUTS !!!!,One Star,1441584000,2.0,{'Format:': ' Video Game'},,love nut work window
575,146051,5,True,"10 4, 2014",A105A034ZG9EHO,B000XJNTNS,K. Mras,my son loved it,Five Stars,1412380800,,,,love son
576,292141,1,False,"09 16, 2014",A3I74XXQM08W98,B00BGA9Y3W,C.Strawn,"This was a pretty big let down for me.  Nothing they said during their interviews was true, game play is VERY linear.  You will be playing the same strike missions over and over with slightly higher level enemies and Crucible is just a unbalanced mess were level does matter.  They stated in the interview that level advantages won't exist in crucible so that a level 15 player can compete with a level 25 but that was a total lie. I am currently at level 22 and when i face anyone below 20 they are just no match and this is because the weapons you pick up at over 20 have much better specs. Ya they lowered the damage points but what about all the other aspects of the gun? Nope still the same. Also you are not guaranteed a match item for coming first in a match, I actually discovered that if you sit down during a match and just let other players beat the snot out of you, you have the same chance at getting a match item as the person who came in first. So why try?  The environments are pretty small and the edge is not clearly defined which has led to many deaths during gameplay. Exploring is boring since it usually doesn't pay off.  Like i mention before I am currently at level 22 which is greater than the level cap at 20 which means my level is based on the items I mount. So far only items classified as rare and above will give you ""light"" which is needed to level up and now playing regular missions has become pointless since those missions basically only yield uncommon and below items.  This game was such a let down that I decided to pick up Battlefield 4 and just play this when ever i want to play Halo (which was 100x's better).  I will say this though, it is still early in this games life and events are scheduled to happen so I might change my review but as of right now I don't recommend this game.  Update 10/10/14 I have basically stopped playing because of how unbalanced gameplay is. I re-made a new character using a hunter and was amazed at how dominant this class is in crucible (which is basically the only game mode that isn't boring) and decided that this game was crap and not worth playing. This game is call of duty with a halo skin which is why i believe there are so many mixed reviews about how well this game is. If you like COD and Halo then you will most likely find this game entertaining for a few hours.","Nothing special, Bungie just ain't what it used to be.",1410825600,8.0,{'Format:': ' Video Game'},,player give duty mixed clearly much chance interview person advantage find guarantee like come ever say mess recommend exist event true hour level lower player define edge pay classify skin environment character actually usually might amaze try nothing point mode many anyone hunter linear pick change big weapon gun slightly mean yield re-made good lie play rare face beat new need stop discovered uncommon currently right battlefield regular let far enemies believe likely nope worth state become first boring item update high game light want lead early strike decide call schedule damage item explore game also interview pointless match crap still deaths crucible matter basically aspects cap mission sit dominant ya great specs class review play mount since total gameplay come mention though life cod halo entertain compete happen snot use well get unbalanced base say small pretty review
577,360725,5,True,"09 25, 2015",A16D4GAVMSR810,B00KSR396C,HUDSONTW,"This is one of my favorite games and it makes all of my friends want an Xbox. They love it and I love it. It's all out perfect. The world is so vast and the cars are so amazing. There's so many vehicles to choose from and almost never ending races. The Kinect features are awesome. I love it,  everything is relatively realistic and there's so much that's well rounded and perfectly balanced.",Yes!  10/10,1443139200,,"{'Edition:': ' Day One', 'Platform:': ' Xbox One'}",,relatively vast favorite many kinect realistic choose round much perfectly never amaze game want awesome end almost xbox balanced friend make there's everything that's one well vehicle love perfect world feature race car
578,45832,5,False,"02 1, 2005",ANLRQ7OKT2OZ7,B000099T1Y,Amazon Customer,"but worth all of the effort.  no game prior has ever challanged both my skills and sanity to the extent of this game.  and no other developer has dared to throw a game at you and go, ""try THIS, suckers!"".  yes, the game has a high difficulty (try it on HERO mode), but it never comes off as cheap and unfair.  yes, you will restart missions over and over and over again, yes you will die repeatedly during platforming sessions and bossfights, and YES you will curse more than you've ever cursed at a game, but you will also enjoy every moment of it, as well as relish the challenge.  the shear number and variety of things to do is refreshing, as is the open-ended (for the most part) mission structure.  while it's true that GTA3 invented this format, i always felt that GTA3 was far too open-ended, often bogging down the gameplay and progression to the point where i didn't even care about the story anymore, let alone feel like finishing the game (which i haven't to this day).  jak2 doesn't fall prey to this, as it's variety of missions are kept within a structure, only becoming available once other conditions are met.  also, the graphics in this game are amazing.  the amount of power ND pulls out of the ps2 hardware is astounding (according to the timeframe the game was released).  this game alone proves the the ps2 is not outclassed in the graphics dept, you just gotta know how to USE the hardware, which ND has no problem with.  all in all, this is a spectacular game.  naughty dog have proved once again that they are one of the top dev houses in the world.",Blood-curdlingly hard!!!,1107216000,2.0,{'Format:': ' Video Game'},,fall know power effort amount use nd curse enjoy become progression like ever mission true graphic prey bossfights accord curse hero try world naughty high bogging mode within developer repeatedly open-ended invented problem shear amaze feel structure refresh dept thing relish anymore prove format one challanged meet part unfair extent finish point dev let far yes session worth come gotta number skill cheap variety alone sanity pull house difficulty dog top game also sucker felt challenge dare even day keep proved mission timeframe release never astound prior moment condition die often story gameplay spectacular outclass platforming go well available always hardware throw every restart care
579,240584,5,True,"09 14, 2013",A32I5PAO0GORJF,B0050SX1JO,Owen K.,"I bought this game primarily for the tennis and I'm not disappointed.  Hands down it is the best tennis simulator available.  I have played Virtua Tennis 4, Grand Slam 2 and Top Spin 4 and the Sports Champions 2 tennis beats them all as a simulator, easily. To be clear, if you're looking for iconic courts, famous players and controller play then this is NOT the game for you.  But if you want to simulate tennis in your living room and play challenging games with genuine tennis shots then look no further. Top spin, lobs, slices, passing shots . . . they're all here and are performed with the Move controller exactly as if you were holding a tennis racket.  It is scary realistic play.  And challenging too.  The game accommodates all skill levels and keeps it just challenging enough to keep you interested.  As you progress through the game the opponents get tougher until you feel you're up against Serena or Rafa.  I am now playing a system opponent who never faults, reaches every cross-court shot and hits with full power!  Challenging.  This game has me sweating in minutes.  Best thing is it rewards you for improving your skill and stamina. Buy it if you want to play real tennis.  If you want button clicks and joystick action buy the others.",Great Game - Best Tennis simulator out there!!,1379116800,,,,genuine champion simulate move realistic power play lobs hit shoot button racket scary slam player improve room others action perform virtua tennis opponent get thing enough reward disappoint minute hand feel real joystick interested stamina shot simulator play cross-court challenge beat accommodate opponent pass hold reach primarily game want full sweat live top level buy game spin sport rafa iconic controller easily skill buy click court never play i'm grand slice best tougher progress look system keep famous available they're exactly every serena look keep clear fault
580,180401,5,False,"04 19, 2012",A1X1CEGHTHMBL1,B001MBU0AG,JJCEO,"We own about every game Playrix has developed and they are entertaining and fun to play.  This game is a combination of a journey through the ancient world while finding hidden objects and touring the ancient lands of Rome, Greece, Troy, Phoenicia, Egypt, Babylon and Carthage.  The game has very good graphics and sound effects.  There are 66 levels to play and they will take you through the 7 different lands to explore.  This is one of the three games based on the Atlantis series.  They are all fun and I believe you will enjoy them all. I recommend them all to you!",A very entertaining match 3 game that is fun to play!,1334793600,,{'Edition:': ' Standard'},,land ancient sound believe hide journey good explore object effect take greece phoenicia playrix carthage different troy combination enjoy game find rome fun recommend entertain graphic level one game play base three series world every tour egypt babylon develop atlantis
581,8531,5,True,"09 4, 2015",A1I2Q8XQOFXHUP,B00002STPG,Jon,I got exactly what I paid for. Good quality case and game disc.,Good quality case and game disc,1441324800,,,,game get exactly quality good case disc pay
582,410656,4,False,"10 20, 2016",A2T07E77MFVL40,B00ZPTMX60,MMArk,"I didn't receive this game on the time it was promised.  However, Amazon went above and beyond to make it right. Amazon gets 5 stars for costumer service. Especially when it probably wasn't even their fault.  However, the game itself is ""meh"".  I guess if we weren't comparing this to the first 3 (which we will) it would be a good action game. Just good. However, what made the original 3 Gears games AWESOME were the dark gritty tough characters.  Oh, they're in the game, you just can't play as them.  That is even more maddening.  The new playable characters are watered down politically correct and just... not that tough. That's what happens when you try to please EVERYONE.  I get it.  They are trying to make as much money as they can by appealing to every race, gender, etc.  Just one big happy family.  But, that's the problem with it. It feels weak.  It's just ok. Horde 3 mode saves this from being 3 stars.",I guess if we weren't comparing this to the first 3 (which we will) it would be a good action game,1476921600,4.0,"{'Edition:': ' Standard', 'Platform:': ' Xbox One'}",,madden much character however service receive try guess action everyone can't get dark mode gender compare meh big problem please feel costumer oh money go happy ok appeal star that's one play new original make right try beyond good probably amazon first politically game time especially would etc game promise weak even fault watered save make gear awesome gritty correct race playable happen tough horde they're get every family
583,337621,2,False,"08 8, 2014",AU54AUT75ZMST,B00GV4V8XC,Classic GameFan1991,"Okay, okay, I know that many have already cited this complaint, but I'm here to provide my version of the story. I was thrilled to actually see a Square Enix RPG that had an open-world map since there aren't too many of those anymore, but the story repeating itself on the second half was like a painful slap to the face.  SPOILERS START -------------------------------------------------------- What is extremely ridiculous is that if you want to see the ""true"" ending, you must go through the crystal bosses *five* times, yes, you have heard me, five times, and the fact that I already awakened the crystals once should have been enough, but no, you must be in pain while playing this, and get punished for making progress in the game, which is really awful. I do not know what the developers were high on, but it is very clear that they haven't thought through what the player would feel once he or she has realized that one must play through the exact same song and dance again to get any additional benefits to the plot holes if you do. ----------------------------------------------------------- SPOILERS END -----------------------------------------------------------  In conclusion, this game could have been amazing, but really blew everything up that was awesome about the game halfway through, which I have never had happen before. I've played RPGs that were difficult all the way through, or RPGs that varied in difficulty, but never had I played an RPG that forces you to essentially play the game twice. I think I'm going to wash away the rotten taste of this with the good old 90's era RPGs that Square made back when they were their own company, and didn't resort to playing tricks like this on the player or compress the game with incredibly small areas with no world maps. Yeah, I think I'm going to play Final Fantasy IV, thank you very much...",Get Ready to Brave Through the Same Game Twice!! (SPOILER WARNING),1407456000,2.0,"{'Edition:': ' Standard', 'Platform:': ' Nintendo 3DS'}",,know player trick second away painful played much additional force taste i've think yeah small way plot end extremely wash like blew complaint halfway true boss cite compress could hear half era spoiler actually rpgs world think time realize get maps high many enough punished benefit make already open-world amaze feel song must iv pain enix resort repeat really anymore one square fact play conclusion face back make exact yes developer go company good twice crystal vary slap want crystal version difficulty would everything game area provide see thank start five ridiculous difficult rpg never fantasy play i'm since incredibly awaken awesome map story old progress okay hole end thrill happen go essentially awful rotten final dance clear
584,123344,5,False,"05 4, 2008",A2ZTKY4SAR20JT,B000XJNTNS,mugirl113,"To be honest I was sceptical about getting this game and thought about maybe not getting it.  That would have been terrible!!  This game is so much fun to play and I wouldn't play it any other way than with the Wii Wheel that comes with it.  We bought an extra wheel so we could both use it.  This game does not disappoint in the fun factor!  From the start of the race until the finish you will have so much fun.  It took about 10-15 minutes to get used to the wheel, but after that its been wonderful.  The levels are a blast and its really cool that they have brought levels back from pretty much every Mario Kart version (SNES, 64, GBA, DS).  I tested it out last night online and it was a whole new game playing against people from all over the world.  It shows you where each player is from before the race starts, so its cool to see you are playing with people from the UK, Canada, Asia, and others.  I didn't experience any lag in the 2 or more hours that I've played online.  My Score: Graphics - 4.5 Audio - 5 Replay - 5 Fun - 5 Controls - 5",WOW......so inovative and fun!!,1209859200,,,,player score play much maybe use thought i've bring wii way extra hour graphic start factor could world others night last canada get sceptical minute disappoint fun finish really play asia blast new back control audio whole replay take online use gba terrible come cool version would level test game uk snes honest mario see start kart buy experience show play wheel race wonderful people get lag every pretty
