,Unnamed: 0,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image,review_clean
307,252003,5,True,"12 9, 2017",A335DX7JUPBXAT,B00112IM56,mary thornton,Mary T. Great product,Great product,1512777600,,,,product mary great
308,432550,5,False,"08 1, 2016",A369FIEDIN8FFV,B003VN9752,Ralph,"This product is exactly what you think it is, artificial cherry-flavored sugar water... and it's wondrous. In all seriousness, this is Kool-Aid; if you wanted a healthy fruit juice, you've come to the wrong part of Amazon. That said, this amazing product will give you a great sugar rush and quench your thirst. The twist off tops make it easy for kids and grown men/women alike to grab a cold one and start guzzling. The liquid deliciousness of this drink will amp you up to the point that you too will want to BURST through a wall to surprise your friends with a KOOL ""oh yeah."" Don't think about it. Relive the childhood you've forgotten or make a great childhood memory for a new generation. The only downside to this is that you're going to want more.",SUGAR!!!! SUGARRRRRRR!!!! SSSSUUUUGGGGAAARRR!!!,1470009600,,"{'Size:': ' Pack of 12', 'Flavor:': ' Cherry'}",,give deliciousness wondrous cold yeah fruit say twist amp come product think guzzle quench forgotten generation great relive amazing want downside oh thirst surprise friends one grown part wall new memory drink wrong point go men/women amazon want cherry-flavored rush burst alike artificial top juice water start easy liquid grab childhood kool-aid kid make seriousness sugar exactly healthy kool
309,919365,5,False,"09 18, 2016",A3CM0UVNMMS5AP,B00VPRO87S,Cole,I had the lumberjack and it was great! The best part is the super easy clean up. The coffee grounds are in what looks like a large tea bag. After brewing I just take it out of the jar and through it in the composter.,I had the lumberjack and it was great! The best part is the super easy clean ...,1474156800,,"{'Size:': ' 10 Pouch', 'Flavor:': ' Lumberjack Blend'}",,look tea large take composter great super best clean brewing like ground jar bag part lumberjack easy coffee
310,406956,5,True,"05 25, 2016",A1UGUGQFNLYHCA,B0031Q80UM,Greg or April,yum,yum,1464134400,,,,yum
311,1072128,5,True,"05 12, 2017",A2U6VP21H9UVV3,B00519J9GG,Ida&#039;s Girl,"Mrs. Bridges make many fine marmalades, and this one is a new favorite at our breakfast table.  You can always count on Mrs. Bridges to make true Scottish marmalade  and this is no exception.  I love the Pink Grapefruit.  You will soon be scraping the bottom of the jar and ordering more.",Classic Marmalade with a Twist,1494547200,,,,count bottom favorite soon many exception make pink grapefruit marmalade mr breakfast true jar marmalades one scraping always fine love bridge new scottish ordering table
312,732773,5,False,"05 21, 2016",A3N3J7M6XITZ38,B008QMX2SG,Jesse,I have tried many kind bars. I like this flavor a whole lot so far. I have eaten 3 bars and they were both filling and good. They are cheaper to get here vs. my local stores and i'm sure I will purchase more!,Good flavor and filling,1463788800,,,,local get far kind many good flavor sure bar cheap i'm like store tried purchase filling lot eaten whole
313,786838,5,True,"03 29, 2016",A1KLF8RHIA23ST,B00HDLZ072,daisy flower,I love the nuts. They were even delivered sooner than expected.,Great nuts.,1459209600,,"{'Size:': ' 1 Pound', 'Flavor:': ' Cashews - Whole'}",,expect love nut sooner even deliver
314,492434,5,True,"08 26, 2014",A3JL6CFOP7VPA4,B004X71550,Southerner,"This is a great product for baking to replace sugar. It was recommended in Maria Emmerich's KETO eating lifestyle books. I gave a package to a friend who used it in her low-carb cheesecake - she emailed me that this was SO GOOD in her cheesecake, as it did not have the bitter aftertaste of the product she had been using. She was very pleased with it, as am I.",Great product for low-carb baking - no bitter aftertaste,1409011200,,,,keto cheesecake good use recommended bitter great maria eat low-carb friend please use sugar emmerich's bake replace product package lifestyle email aftertaste book give
315,460237,5,True,"05 28, 2017",A3UUOSIUEOA0G1,B004CIOFLG,Elizabeth C. Hardeman,"Yummy, yummy, and more yummy!!",Love Lindt,1495929600,,,,yummy
316,90183,4,True,"01 3, 2015",AXIALS930LGDF,B000FFIL60,Kindle Customer,"For someone accustomed to the delicate taste of green teas, this one is definitely on the strong side both in terms of the smoky gunpowder flavor and the caffeine content.  I am still in the process of working out the best tea-to-water ratio.  The color of the dry pearls is greener and shinier than most pearl tea I have seen perhaps because this one is organic.  I just ordered the Jasmine pearls from the same company hoping they are more delicate tasting thus better suits my palate. This is a good tea though.  I will keep working on it.","Good green tea, but on the strong side",1420243200,,"{'Size:': ' 1 Count', 'Flavor:': ' Gunpowder Green'}",,pearl company suit side tea good flavor hop pearl definitely shiny taste process color tea-to-water best work though accustomed palate well organic perhaps content caffeine delicate order dry thus greener see gunpowder tea smoky one someone green strong still term jasmine keep tasting ratio
317,943749,5,False,"08 25, 2016",A7ECGOYL96IUC,B00Z0XQNKS,April,"These are great and taste great too. I enjoyed these with my sister-in-law who eats gluten free all the way. The brownies were easy to make and it was easy to bake to perfection. I did not have any issues making these brownies. Loved the flavor and the moistness of the brownie. It made for a really tasty treat and since I enjoyed most of them, they kept really well too. I was able to enjoy these over time rather than worrying about them getting hard or stale too fast. I received a sample of this product in exchange for my honest and unbiased review.",Great Flavor & Easy to Make,1472083200,,"{'Size:': ' 14.50 Ounce', 'Flavor:': ' Brownie'}",,kept gluten bake eats able free hard treat make flavor perfection exchange taste great brownie make sample enjoy since enjoy way sister-in-law love time worry really stale issue well get easy product tasty honest unbiased brownie make receive moistness rather review fast
318,1141571,5,True,"03 23, 2018",A3IROF5QTRWS40,B01E60R8JK,Larry Fried,very high in calories but tastes great,great for snacks when you're out and about,1521763200,,"{'Size:': ' Pack of 2, 16oz'}",,great taste high calorie
319,382973,5,False,"07 31, 2014",A15DRR8GKD70F2,B0029JXNDG,Bob Shearer,great product & Service,Five Stars,1406764800,,,,product great service
320,1099967,4,True,"09 9, 2015",A25D1CQGKBTP9,B00D5Z4PGW,Alanna Lashlee,Have yet to use but smell wonderful.,Four Stars,1441756800,,,,use wonderful smell yet
321,538272,5,True,"07 7, 2016",A1IIJHJAKU92HM,B005NEXK6Y,Ellene,"A great spicy curry flavor that compliments this company's red, yellow and green Thai curry pastes. A great addition to the pantry.",A Great Addition to our Pantry,1467849600,,{'Size:': ' Pack of 4'},,curry pantry flavor addition great company's paste red yellow spicy compliment green thai
322,284863,5,False,"10 14, 2016",ARLWS0LMC8MET,B0019L8JSO,Dean,This is just great brewed shoyu,Great,1476403200,,,,brew great shoyu
323,287518,4,True,"01 27, 2013",A2Q8YDXT8P29P9,B001AC8JL4,Lora,Awesome sweeties! Highly recommend. They are very sour but after a minute they become very sweet and lovely. Perfect sour sweeties! :),"Very sour, then sweet",1359244800,2.0,,,highly lovely become perfect recommend sweet minute awesome sweetie sour
324,321535,5,True,"03 9, 2018",AV0A56U05LR2Z,B001ET709A,Caballero4,Good deal on a 4 pack of oats. We like the oats a lot.,Five Stars,1520553600,,{'Size:': ' 24 Ounce (Pack of 4)'},,oat lot pack good deal like
325,340933,5,True,"05 7, 2015",AWMB2P80FGC89,B001LM2JI2,Wabe,"Without question the most delicious Dijon mustard I have ever tasted.  It was recommended in a taste test magazine article and I had to try it for myself.  It hits all the right notes of flavor, spiciness, and texture.  I love it",Best Dijon Mustard,1430956800,,,,spiciness texture delicious dijon flavor recommend hit taste test note magazine without ever right try love taste question article mustard
326,265570,5,True,"06 28, 2015",A1FTQGPC5S6WFF,B0014DZGUQ,G,I have been using this for a few years in well-known cake mixes. The taste was always normal and no one noticed that the cakes contained no eggs. However I never could get the consistency perfect. My cakes would fall apart and I had to resort to just making cupcakes. I finally got the measurements correct though in terms of egg replacer to eggs and now I can give this thing 5 stars!,However I never could get the consistency perfect. My cakes would fall apart and I had ...,1435449600,2.0,{'Size:': ' 16'},,fall give year get thing cupcake never taste make contain correct measurement though replacer get egg cake however would consistency star resort well-known could use one always perfect noticed term cake egg finally mix normal apart
327,329582,5,True,"12 18, 2017",AN4FW5VUZ42LR,B001GQ3E4G,Kindle Customer,"I bought this on a whim. I've been curious about them for a while. Well I have to say it was very well received by the entire family. Even my husband who normally cringes at the idea of anything added to his normal products. He likes everything plain and simple and would never have tried this on his own.  Its a very nice smooth taste. Its just a hint of the white chocolate ,so you can notice it but it doesn't overpower the peanut butter flavor. It's also just sweet enough. I made peanut butter and honey sandwiches with it and it turned out great. I was also going to look up recipes and experiment with that as well.  I definitely recommend trying it out. I don't see why anyone wouldn't like this. I also plan to try some of their other products after my experience with this.","Peanut Butter & Co. White Chocolate Wonderful, 16 Ounce Jars (Pack of 2)",1513555200,,"{'Size:': ' 16 Ounce Jars (Pack of 2)', 'Flavor:': ' White Chocolate Wonderful'}",,product nice like honey taste i've notice smooth like recommend cringes try normal normally turn anyone enough flavor definitely great simple entire make hint add try sweet go curious chocolate butter would white everything also experiment even see received plan husband plain whim idea buy experience never overpower sandwich try look recipe well say anything family peanut
328,2980,5,True,"09 29, 2013",AAZ084UMH8VZ2,B0000DI145,D. L. Brown,"I love the taste of this peach tea and I cannot keep it in my household. I like the coloring and the flavor, how quickly it brews either weak or strong, that choice is yours. The tea is so easy to make, a child can make their own glass without supervision. I recommend this flavor for a change of pace from your regular sweet tea. I like mine sweetened with agave, sugar works just fine too. Everybody that drinks this in my home likes it and always request more. I would give it more stars if I could, this is how much we like it.",My house loves the tea,1380412800,2.0,{'Flavor:': ' Peach'},,give regular sweet agave home tea make like flavor quickly change either child much choice taste supervision mine cannot drink sweeten like without glass would recommend brew star pace request could sugar everybody always fine love strong weak work keep color peach household easy
329,1021438,5,True,"03 28, 2018",A1MZ4WE5Q21ACY,B0000GGHNI,Kenneth M. Goldstein,"Chipotle peppers are nearly impossible to find in Hawaii, so when we tasted this wonderful sauce at a neighbor's house, I immediately ordered several of them. Just a few drops adds an incredible amount of taste to any cheese dish. We make quesadillas (tortilla heated until grated cheese melts), & this sauce turns them from great into incredible!",Adds ZAP! & ZING! to any dish!,1522195200,,,,several chipotle pepper house incredible make taste find amount great sauce hawaii grate immediately add quesadilla order tortilla wonderful impossible nearly drops heat melt cheese turn taste dish neighbor's
330,250105,4,True,"09 5, 2017",A15F0SRTKTOFJT,B0010SEVWO,JustCallMeD.,"First off, I would have given these 5 Stars if not for the fact that many/most are very small (in comparison to those I've eaten in the past 20+ years). WTS, they are definitely fresh and taste great... I just wish they are about twice the size (seriously).",Great Taste... Small Size,1504569600,,"{'Size:': ' 1 Pound', 'Flavor:': ' Organic'}",,year many/most seriously fresh twice definitely taste i've great first size would star comparison fact past wts give eaten small wish
331,999376,5,True,"07 2, 2018",A3OKWLEZIYOCGK,B01D4B2EF0,rebecca partin,"My husband loves the Pepsi-Cola 1893.  Myself, I can't tell much difference.",Husband loves it,1530489600,,{'Flavor:': ' Original Cola'},,can't love much difference pepsi-cola tell husband
332,894333,5,True,"03 6, 2015",A1NILC205UVQ94,B00R7PWK7W,Doreen,Just the right amount of peanut butter.,Five Stars,1425600000,,,,butter amount peanut right
333,121994,5,True,"09 3, 2015",A1RX00ZB42L0BB,B000JJHDVG,RB1945,Excellant product.,Five Stars,1441238400,,,,product excellant
334,837,5,False,"11 6, 2016",A2NYOY6H42SORF,B0000CDBPT,D. Hardingham,one of the best spices on the planet and if do not have then you need to get this,one of the best spices on the planet and if do not have ...,1478390400,,"{'Size:': ' 7 Pack', 'Flavor:': ' Variety Pack'}",,one need get best spice planet
335,635790,5,True,"06 8, 2014",A1D3W6D4AWI69E,B00ABKWSTA,Chelsey,"Make a protein shake with some extra protein, without the extra fat. Tastes great. I also put it in my kids milk at night, they LOVE IT.",YUM!,1402185600,,{'Size:': ' Pack of 2'},,kid fat make great shake milk without taste extra put also love night protein
336,426351,5,True,"10 5, 2013",A2YO8731SKDKLL,B003QWGG0M,Goofball,"Oskri fig bars are just a great tasting and quick and easy snack during the day.  They have so many bars it is hard to choose but these fig bars deliver on taste, low calorie and gluten free snacks.  The other benefit is they store a lot of your fiber considering they are .9 oz bars they give you over 9% of your daily fiber needs.  Simple product, it is just figs.  Like a Fig Newton without the breading but with better for you snacking.  Serves as a good lunch box item for school as well.",Great taste and simple snack during the day,1380931200,,{'Flavor:': ' Fig'},,day give gluten snack deliver low oz fiber snack many hard free good choose quick store great taste bar need simple newton consider bread school snack like lunch daily well without serf box oskri fig item fig well lot calorie benefit product taste easy
337,380691,5,True,"08 25, 2009",A2UX6H8EJVHPEG,B002910N6Y,D. Leland,"I love this product! I could eat this frozen item all day long! The chocolate is my favorite. I feel so energized afterwards. A bit pricey for a six pack, but I will work overtime if it means getting to snack on these!",Love at first bite!,1251158400,,,,day favorite pack snack overtime frozen pricey work chocolate bit feel mean long eat item could energize get love product afterwards six
338,862987,5,False,"09 30, 2017",A1ZEUGP69XKMR9,B00N2RRWQ8,Patricia Daniels,tasty,Five Stars,1506729600,,"{'Size:': ' 4 Count', 'Flavor:': ' Kool Ranch', 'Style:': ' Kale Chips'}",,tasty
339,781621,5,True,"12 18, 2016",A1SSMXWBOO7X5Q,B00H3QRW6E,P Sorensen,"A high quality tumeric, no doubt.",Very fresh,1482019200,,,,high quality tumeric doubt
340,1030556,5,True,"12 29, 2016",A2X5QJA91D7L5F,B000KG9Q2C,Cheri,Excellent,Five Stars,1482969600,,{'Package Quantity:': ' 1'},,excellent
341,582892,5,True,"11 15, 2015",AOI1W6WXYJXEU,B0079OL6T4,vincent m.,sweet,Five Stars,1447545600,,"{'Size:': ' 800 g', 'Flavor:': ' Golden'}",,sweet
342,962016,5,True,"11 13, 2016",A134DIAUMY1PNV,B01439X852,G. Beckstrom,"I am amazed that people say these do not taste like maple.  I can only guess they are comparing them to ""maple-flavored"" items...which I loathe. These are a special treat to the family every fall.  I force myself to share with other maple lovers to share the goodness.  They are like a teaspoon of maple melting on your tongue.  Treat yourself.","Do not confuse these with ""Maple-flavored!""",1478995200,,{'Size:': ' 15oz Cellophane Bag'},,fall treat maple compare melt teaspoon taste force special tongue like items...which maple-flavored goodness people share say loathe amazed guess every lover family
343,712262,5,False,"09 3, 2014",A2RRCBKVAPIKA7,B00DC5ZKQE,tress,Tastes good,Five Stars,1409702400,,,,good taste
344,1109820,4,True,"01 14, 2017",A3EORY1V0ZP05B,B00H5IOYW0,John Stefanescu,ok,Four Stars,1484352000,,,,ok
345,1131070,5,False,"09 14, 2017",A2CIY6Z41OVFHZ,B00WIPMP4Y,BrentlyL,All of the Evol burritos are pretty good. This isn't a true Mexican restaurant experience but for a frozen burrito it's very good and large enough to satisfy.,These are really good,1505347200,,,,good enough satisfy frozen experience large burrito true restaurant mexican evol burrito pretty
346,822285,5,True,"12 26, 2014",A1SHXVN8Z202EP,B00JRJNXVS,KB,"I like to add these into my water.  I also give them to Co workers so they will drink more water. The flavor is like putting a real Lemon, Orange, and Lime in my water! You will not be disappointed with this purchace!",Taste So Real!!,1419552000,,,,give co worker flavor put disappointed real like orange purchace add also lime lemon water drink
347,391733,5,True,"09 26, 2017",A1KCIPXJGD6AKP,B002F1V8PS,CC,I like to have a cup in the evenings sometimes and it doesn't affect my sleep. The taste is good.,Good decaf coffee,1506384000,,{'Flavor:': ' Hazelnut Crme'},,affect good evening taste like cup sleep sometimes
348,262773,4,True,"04 29, 2014",A2H7U9ETZ2VPWD,B0013L0C6W,Charon9,"This stuff tastes just like the ""Pink Cow"" (no trademark violations here - you figure it out) and the only difference I can tell with them is that this stuff does not make my hair crawl after I've drank it.","Energy Drink - tastes just like ""pink cow""",1398729600,,"{'Size:': ' Regular', 'Flavor:': ' Energy'}",,hair pink make i've stuff cow trademark like taste figure violation difference tell crawl drank
349,115800,5,True,"10 23, 2016",AKP8GT35KI0FD,B000HL892S,Michael A. Wirth,Ok product.,Five Stars,1477180800,,,,product ok
350,997414,5,True,"10 6, 2017",A25AY0GNQE3FTK,B01COVGXF8,Michael Craig,"Wonderful beans, so fragrant and in terrific condition.",Five Stars,1507248000,,{'Size:': ' 5 beans'},,bean condition wonderful terrific fragrant
351,880353,5,True,"08 15, 2015",A17ESMACYX7EFF,B00PG9GPRW,J. C. Knight,The crunchies are my favorite but  they all remind me of my childhood.,Five Stars,1439596800,,,,crunchies favorite childhood remind
352,64622,5,True,"01 27, 2017",A2LUY8LI3VB1D1,B000ED9LIU,R.A.,Tastes great!!! Add to many foods!!,Love it!!!,1485475200,,{'Size:': ' 12 oz (Pack of 4)'},,add great taste many food
353,800177,5,True,"07 27, 2015",A2VPANUXW4OBLX,B00I4VQWGS,Phyllis,"The coffee arrived earlier than expected and was well-packed.  Nothing is as pleasant as having a package arrive filled with the scent of Sumatra coffee.  The coffee itself was not ground as finely as we need, but no problem - we put it in the grinder and ground it down a bit more.  I understand the company has to pick a grinding point somewhere in the middle.  But still, the coffee itself is delicious.  Sumatra has a pleasant lingering taste and is my favorite coffee hands down.  I definitely will buy the Organic Fair Trade Sumatra decaf again -- next batch will be in beans.  Thank you for the fast service!",Nothing beats Sumatra,1437955200,,{'Size:': ' 12 Oz. Bags (Ground)'},,well-packed arrive point grinder nothing finely delicious arrive favorite linger company pick definitely problem decaf taste sumatra bit hand scent pleasant organic understand middle bean early put service somewhere fair next fill buy batch need expect still package fast thank ground grind coffee trade
354,322611,4,True,"09 29, 2016",A2UC13FPQO6XW1,B001F0RJNA,william,item as described,Four Stars,1475107200,,"{'Size:': ' 18.8-Ounce Bag (Pack of 3)', 'Style Name:': ' Fun Size'}",,item describe
355,1004635,3,True,"12 16, 2014",A2XWRUNV9NPKNX,B01E5XTW24,Nina Bowser,This coffee is the old label and does not work in the newer coffee machine.,COFFEE!,1418688000,,,,label work machine new old coffee
356,569079,5,True,"12 8, 2015",A1TJ5HZOTJ5ZP,B006PHJS5K,Cathy J.,Flavor is good considering there is 0 sodium,Five Stars,1449532800,,,,sodium consider good flavor
357,154430,5,True,"03 5, 2016",A3EQWNHLWMJVID,B000PKYVQ4,Dennis Stuebner,tried raspberry jam from france ha s no taste and tried others this raspberry concerve from tiptree in the uk is by far the best I ever tasted tiptree is the only place I buy my conserve's and jams,Best in the World,1457136000,2.0,,,tiptree far conserve's jam taste france best jam try ever concerve raspberry buy ha uk taste others place
358,778748,5,True,"07 9, 2015",A15IKS4A7AIV8A,B00GSQPUSC,biker,Great for baking and easy to use. For a almost homemade dessert try cresent rolls for the refrigerator section in you supermarket.,Yummy,1436400000,5.0,,,cresent dessert great use roll refrigerator almost homemade supermarket section bake try easy
359,105404,4,True,"03 27, 2011",A391RJ8646SYY1,B000GZW5MA,Tom Barrister,"The quality of all Eden organic beans is excellent.  Being preservative free with very little sodium (less than 100 mg per can), the flavor of the beans comes through and is excellent.  The one complaint I have about Eden pinto beans is that they tend to chelate (leech their protein).  This causes them to stick in the can, and removing them requires one to force them out of the can with a spoon, knife, or fork.  The end result is that many of the beans get smashed, which doesn't work well if you want to boil or cook them, although it would save some time in making a vegan version of re-fried beans.  Note that you'll find brown specks in some varieties of Eden beans.  Do not be alarmed: the specks are kombu (kelp), an organic sea plant that's used as a natural preservative.  The kombu can be consumed with the beans, or you can rinse it away.","Good quality, but beans tend to stick in can",1301184000,6.0,,,smashed variety away kombu spoon find work cook natural sea complaint require protein plant get mg many flavor alarm make force vegan boil brown speck although less re-fried little that's one rinse quality remove fork free use come knife want version cause result organic time bean would pinto consumed sodium chelate preservative per kelp eden tend stick leech excellent end well save note
360,870848,5,False,"12 16, 2017",AUH792DXLWGXW,B00NY3LPGI,Amazon Customer,"This is great pancake mix. Its easy enough to use, just add water. They are organic and non gmo. This mix makes fluffy pancakes that taste great. The mix can be altered a bit to use as waffle mix too. Each package makes 26 pancakes that are medium size.",Fluffy Pancakes,1513382400,,,,fluffy mix pancake enough waffle gmo great use taste bit alter organic size make add pancake package medium water easy non
361,338398,5,True,"05 22, 2016",A1BWYECRYVWNDL,B001KT60G8,Kindle Customer,Delicious.  Love mint and chocolate combination.,Love mint and chocolate combination,1463875200,,,,love delicious chocolate combination mint
362,142311,5,True,"02 24, 2015",A3NX40QFNZ8KTW,B000N1AJ2A,James Ealy,great,Five Stars,1424736000,,{'Size:': ' 4 inch pot'},,great
363,1015949,5,True,"12 3, 2013",A1TH3OPME0TEDD,B01GH3JVZI,oldsarge_1,"Great product, I order this one a month. It is exactly what IU ordered and gets here fase. I will continue to order this product",Great Product,1386028800,2.0,,,fase month great continue iu order order one product exactly get
364,627895,5,True,"08 31, 2014",A1898U6W2QMOLS,B009NPM26S,Nikki Douglas,"I use this as a starter to make the most incredible peanut sauce. It is perfect on its own but usually I need a double batch. I wish they made this in the gallon size! This is the real deal peanut sauce from Bangkok, Thailand and everything else is a pretender. When I am cooking Thai food often I keep two bottles on hand.",Hands down the best peanut sauce in a bottle ever,1409443200,13.0,"{'Size:': ' 8.4 Ounce', 'Flavor:': ' Peanut and Coconut'}",,else pretender incredible make starter bangkok hand use sauce double real cooking two often size thailand food everything batch need gallon usually bottle perfect peanut make deal keep wish thai
365,942370,5,True,"08 19, 2017",A1YQ1RRZJK3D8S,B00YHP6U8K,bhornet_1046,"Great coffee. Almost finished my first double order and currently waiting for the delivery of my second order,",bhornet1046,1503100800,,"{'Size:': ' 4 Packs', 'Flavor:': ' Hazelnut'}",,order great second first double wait delivery almost currently finish coffee
366,502143,4,True,"08 8, 2016",A2K4I216SVBK5G,B0052BGLMS,Michael E Reynolds,Good deal,I use these a lot in Hotpot. And soups.,1470614400,2.0,{'Size:': ' 1 Bag'},,good deal
367,206613,5,True,"09 1, 2015",A2CD8ZRUILQ4A8,B0012VSXIM,G. Kropp,"Just like the small boxes, but cheaper in bulk.",Five Stars,1441065600,,,,box cheaper bulk small like
368,552801,5,True,"07 11, 2014",A2MF5NKKRVRZTJ,B0062Q5V32,Ashley,They are oreo's. They are fresh and with a tall cold glass of milk you can't go wrong,Super Yummy,1405036800,,{'Size:': ' Pack of 1'},,tall can't cold wrong glass oreo's fresh milk go
369,320037,5,True,"02 3, 2012",A2UHZY5FPP05QI,B001EQ4ABO,Lauren Hemedinger,Had to order from Amazon because our local shops do not have these in stock. I like all of the Twizzlers and these were on par with the others. I will oder them again if they keep making them.,Good product...can't get them locally,1328227200,,,,local par shop make amazon stock like order twizzlers oder others keep
370,1071953,5,True,"09 15, 2016",A3VNOCJ9V02I1F,B0050F39YE,Amazon Customer,My all time favorite cookie!,Five Stars,1473897600,,,,time cookie favorite
371,576536,5,True,"02 19, 2016",AMT7G05A55GY3,B004LL9C9E,KathleenBlackburn,"Outstanding, seriously strong peppermint flavor.  And good value.",Real peppermint flavor makes these outstanding and organic.  Either love them or hate them says my toddler granddaughter.,1455840000,,"{'Size:': ' 6 - 3.3 Ounce Pouches', 'Flavor:': ' Wild Peppermint'}",,outstanding value strong seriously good peppermint flavor
372,601781,3,True,"07 10, 2016",A1TR1KNR3VKPHY,B008500JEE,OkinawanMatt,"It's Lay's like you usually get.  With the coupon that is offered often on Amazon.com, you can get a better value getting this 50-pack shipped than buying a family size at your local convenience store.  However, there is one major flaw: The packages inside leak oil.  There are oil stains soaked into the cardboard both on top of the box and the bottom.  Storage is going to be a hassle - you'll want to keep them in the extra cardboard box that Amazon ships these in just so the oil doesn't soak into your cement garage or wood/carpeted flooring.  The chips are fine, and I can't figure out which bags are the ones that are leaking oil since they all were fine and crisp, not stale.  But the oil is a hassle.",Oil leaking out of bags,1468108800,13.0,,,ship local leak storage floor like value however extra cardboard wood/carpeted stale figure fine usually ship one can't get buy leak well size box stain one crisp amazon.com go cement amazon major want top package coupon convenience inside bottom chip garage bag hassle oil since often soak lay's flaw soak get offer family keep store
373,879694,1,True,"05 9, 2018",A1DDYLDSTUFMU7,B00PFDH0IC,rogochef,Awful stuff...must be an acquired taste....,Not fo me!,1525824000,,{'Size:': ' 30g (1oz) starter size'},,acquire taste awful stuff...must
374,1058974,5,True,"03 30, 2018",A1Y57CKRWE1XFP,B002M42YME,Todd R.,"Good flavor, loose leaf Lichee flavored tea.",Five Stars,1522368000,,,,flavor loose good lichee tea leaf flavor
375,697536,5,True,"01 23, 2017",ALUXDC4QSALJK,B00CWGWY1I,William J. Erbacher,great,Five Stars,1485129600,,{'Size:': ' 1 Pack - 32 Quarts'},,great
376,626599,5,True,"11 30, 2015",A1WAFZ93WNIF6S,B009IVD4D2,Stephen K.,"Very good, I need to buy another lol",Mmmmmmm,1448841600,,{'Flavor:': ' Traditional Masala Chai'},,need another lol good buy
377,539606,5,False,"08 23, 2012",AQAT7HWPDXACL,B005OVPK9G,Fbx_Steve,"I love Quaker Oatmeal Squares in general, and ""Hint of Brown Sugar"" is my favorite variety. While tasting quite good, which is almost a prerequisite, this cereal is also relatively healthy. It is high (higher than most any other cereal) in soluble fiber, a key for reducing cholesterol, plaque buildup in arteries, etc. Most cereals have little or no soluble fiber, containing insoluble fiber (the main ingredient in many laxatives) instead.",Tasty and healthy - what else can you say!,1345680000,,"{'Flavor:': ' Quaker Oatmeal Squares Cereal, Brown Sugar'}",,relatively square cereal high favorite soluble fiber many reduce good artery quaker main laxative quite buildup brown high cholesterol oatmeal variety almost ingredient instead prerequisite cereal little plaque etc general sugar also key insoluble love contain taste healthy hint
378,1138375,5,True,"07 10, 2017",A1BCTBBMLKJ4FW,B0194D0J5O,Brittany Buo,This is a week night hero! The sauce packet makes life easy. Very tasty,The sauce packet makes life easy. Very,1499644800,,,,week life hero easy packet tasty sauce make night
379,923084,5,True,"03 22, 2017",A2WHPBS4308I6U,B00W4AY9BA,Ashley,Arrived on time and exactly as described.,Five Stars,1490140800,,{'Size:': ' 2lb'},,time arrive exactly describe
380,121230,5,True,"10 19, 2014",A2EB9DXIG6NV5H,B000IZABLU,sallyz,great taste,Five Stars,1413676800,,{'Size:': ' Pack of 1'},,taste great
381,370708,4,False,"06 12, 2014",A19H2QSSZEZDND,B0025UCHTU,Lunchtimerunner,I really like the fact that protein was added to the pasta; this way I don't have to feel bad when I just eat pasta with tomato sauce without meat; I like to have protein at all my meals and with this pasta I can have a vegetarian dish and still get some protein; The only drawback: it is not 100% whole wheat.,love the extra protein - just wish it was 100% whole wheat,1402531200,,"{'Size:': ' Pack fo 12', 'Style Name:': ' Penne'}",,get vegetarian tomato meal sauce feel wheat way like without eat drawback really bad pasta fact still dish meat add protein whole
382,763306,5,True,"05 23, 2015",A1P8P6QKO7GX9U,B00FMF4YVO,Olga Abella,Very delicate flavor. Simply delicious.,Loved it,1432339200,,,,delicate delicious flavor simply
383,385436,5,True,"10 10, 2012",A3ACKWYDNR7ROA,B002AL4I00,BeeToyn,"To honey connoisseurs: This is a small can of a real raw buckwheat honey. I give it a five start rating as it carries the real taste of buckwheat blossom honey, meaning that the bees weren't fed a substitute (although in today's world anything is possible). The honey is creamy, suggesting some kind of processing. But even then, the product is delicious and flavorfull. I will definitely re-order it when I am done with this jar.",Real thing!,1349827200,12.0,,,connoisseur give fed delicious kind honey rating substitute definitely taste bee re-order real blossom suggest although process buckwheat raw meaning creamy jar flavorfull do today's product world carry anything even start small five possible
384,265607,5,True,"02 7, 2014",A1K3VX9XIM90X9,B0014DZGUQ,Jeanne,This works well in recipes that call for it but good old eggs are a lot cheaper.  Unless you have a problem with eggs.  In that case I would recommend this product.  You mix it with water and it looks a lot like egg whites.,Seems To Work,1391731200,,{'Size:': ' 16'},,mix look good case problem cheap old like call egg recipe would recommend white well product lot work eggs water unless
385,768604,5,True,"08 13, 2015",AFVS3E2SVANL,B00FZ18PPG,L Boarder,these are great!,Five Stars,1439424000,,{'Package Type:': ' Frustration-Free Packaging'},,great
386,1130186,4,True,"12 15, 2017",A2G6FW0EDX2DK7,B00VKDTIN6,Nokat2,"They taste good and I like them, but didn't read well enough before I bought them.  I didn't see they were decaf.",Tasty,1513296000,,,,well decaf taste read like good enough buy see
387,256666,5,True,"12 27, 2017",AG347U0DFUE70,B00124VRPU,Kelli Castle,"Good gum, and good for your teeth too!",Five Stars,1514332800,,{'Flavor:': ' Peppermint'},,gum teeth good
